HUC10,HUC12,damID,streamID,reachID,Strahler,fr_StaStr,to_EndStr,fr_StaRea,to_EndRea,to_outlet,MIvalid,Z,MaxElev,Drainage,INFLOW_VOL,damLength,damOrient,PROC_CODE,VOL_1,AREA_1,V_A_1,V_LEN_1,V_STO_1,VOL_2,AREA_2,V_A_2,V_LEN_2,V_STO_2,VOL_3,AREA_3,V_A_3,V_LEN_3,V_STO_3,VOL_4,AREA_4,V_A_4,V_LEN_4,V_STO_4,VOL_5,AREA_5,V_A_5,V_LEN_5,V_STO_5,VOLmax,AREAmax,Vmax_Amax,Vmax_LEN,Vmax_STO,maxH,reachWid,B_orif,H_orif,_FID
Volga,Hewett,200431,20145,20145,2,520.000000000000000,268.910000000000000,520.000000000000000,268.910000000000000,19595.869677134700000,1,365.089599599999000,367.166420599999000,133513,25434.226500000000000,95.974893510000000,100,1,5664.028540999990000,8219.486532000000000,0.689097612000000,59.015731440000000,0.222693171000000,16852,14360,1,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17969.251830000000000,14573.569450000000000,1.233002793000000,187.228671700000000,0.706498852000000,2.076821017000000,2,0.4,0.200000000000000,287
Volga,Hewett,200432,20145,20145,2,620.000000000000000,168.909999999999000,620.000000000000000,168.909999999999000,19495.869677134700000,1,361.847289999999000,365.031235499999000,183326,34923.603000000000000,87.775847099999900,100,1,264.119560200000000,663.871791099999000,0.397847241000000,3.009023199000000,0.007562781000000,1236,1224,1,14,0,2663,1624,2,30,0,0,0,0,0,0,0,0,0,0,0,2967.390996999990000,1658.909263999990000,1.788760279000000,33.806463790000000,0.084968066000000,3.183945485000000,2,0.4,0.200000000000000,288
Volga,Hewett,200433,20145,20145,2,720.000000000000000,68.909999999999900,720.000000000000000,68.909999999999900,19395.869677134700000,1,358.856414799999000,360.957009599999000,207531,39534.655500000000000,43.968070490000000,100,1,199.216436600000000,531.851180399999000,0.374571767000000,4.530934251000000,0.005039033000000,1244,1574,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405.405528999990000,1607.371732000000000,0.874350035000000,31.964230260000000,0.035548698000000,2.100594766000000,2,0.4,0.200000000000000,289
Volga,Hewett,200434,20146,20146,2,20.000000000000000,246.699999999999000,20.000000000000000,246.699999999999000,7914.850664149570000,1,292.623382600000000,293.975222599999000,26554,5058.537000000000000,65.086460220000000,200,1,90.307330899999900,280.309714400000000,0.322169822000000,1.387497962000000,0.017852460000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.459570299999000,409.133911200000000,0.533956155000000,3.356451857000000,0.043186315000000,1.351839990000000,2,0.4,0.200000000000000,290
Volga,Hewett,200435,20146,20146,2,120.000000000000000,146.699999999999000,120.000000000000000,146.699999999999000,7814.850664149570000,1,284.189270000000000,285.323505800000000,40789,7770.304500000000000,46.428737179999900,100,1,131.252741100000000,297.621067299999000,0.441006217000000,2.826972024000000,0.016891583000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.671594499999000,307.100515299999000,0.562264099000000,3.719067220000000,0.022221986000000,1.134235806000000,2,0.4,0.200000000000000,291
Volga,Hewett,200437,20147,20147,2,20.000000000000000,184.979999999999000,20.000000000000000,184.979999999999000,7842.019768497550000,1,289.751007099999000,294.928196500000000,24688,4703.064000000000000,71.971941979999900,200,1,21.130645019999900,55.453161850000000,0.381053926000000,0.293595593000000,0.004492953000000,170,244,1,2,0,554,562,1,8,0,1340,1015,1,19,0,2624,1555,2,36,1,2902.513673999990000,1567.913381999990000,1.851195166000000,40.328405680000000,0.617153769000000,5.177189392000000,2,0.4,0.200000000000000,292
Volga,Hewett,200438,20147,20147,2,120.000000000000000,84.980000000000000,120.000000000000000,84.980000000000000,7742.019768497550000,1,279.875335699999000,283.946317599999000,38387,7312.723500000000000,62.685815409999900,200,1,19.808469179999900,78.436114869999900,0.252542712000000,0.315996036000000,0.002708768000000,208,317,1,3,0,715,710,1,11,0,1665,1162,1,27,0,0,0,0,0,0,1747.944506000000000,1167.096506999990000,1.497686349000000,27.884211040000000,0.239027841000000,4.070981866000000,2,0.4,0.200000000000000,293
Volga,Hewett,200439,20148,20148,2,20.000000000000000,682.009999999999000,20.000000000000000,682.009999999999000,8019.426439605710000,1,314.646392800000000,319.693795099999000,28905,5506.402500000000000,46.595983320000000,100,1,1.495186503000000,7.724804781000000,0.193556542000000,0.032088313000000,0.000271536000000,23,42,1,1,0,99,118,1,2,0,283,267,1,6,0,670,505,1,14,0,694.040896599999000,508.951383299999000,1.363668357000000,14.894865330000000,0.126042529000000,5.047402309000000,2,0.4,0.200000000000000,294
Volga,Hewett,200440,20148,20148,2,120.000000000000000,582.009999999999000,120.000000000000000,582.009999999999000,7919.426439605710000,1,300.088012699999000,305.148898200000000,42578,8111.109000000000000,43.376949150000000,100,1,7.706402425000000,24.785714169999900,0.310921137000000,0.177661237000000,0.000950105000000,65,96,1,1,0,205,185,1,5,0,452,324,1,10,0,871,508,2,20,0,902.677991099999000,513.025803200000000,1.759517719000000,20.810084820000000,0.111289096000000,5.060885462000000,2,0.4,0.200000000000000,295
Volga,Hewett,200441,20148,20148,2,220.000000000000000,482.009999999999000,220.000000000000000,482.009999999999000,7819.426439605710000,1,290.361938500000000,295.434099000000000,99646,18982.562999999900000,29.136636230000000,300,1,1.620167170000000,8.949216192000000,0.181040120000000,0.055605841000000,0.000085350300000,47,98,0,2,0,216,252,1,7,0,571,467,1,20,0,1160,693,2,40,0,1211.053120000000000,695.141630999999000,1.742167446000000,41.564616800000000,0.063798188000000,5.072160488000000,2,0.4,0.200000000000000,296
Volga,Hewett,200442,20148,20148,2,320.000000000000000,382.009999999999000,320.000000000000000,382.009999999999000,7719.426439605710000,1,284.751586900000000,289.818553099999000,131515,25053.607499999900000,71.744876239999900,300,1,33.441762240000000,83.849520319999900,0.398830692000000,0.466120565000000,0.001334808000000,245,387,1,3,0,845,837,1,12,0,1936,1373,1,27,0,3639,2003,2,51,0,3775.542598999990000,2010.222803999990000,1.878171212000000,52.624560760000000,0.150698561000000,5.066966165000000,2,0.4,0.200000000000000,297
Volga,Hewett,200443,20148,20148,2,420.000000000000000,282.009999999999000,420.000000000000000,282.009999999999000,7619.426439605710000,1,279.516845699999000,282.595757300000000,180430,34371.915000000000000,63.421792019999900,200,1,13.956181340000000,90.129255619999900,0.154846295000000,0.220053406000000,0.000406034000000,399,749,1,6,0,1616,1701,1,25,0,0,0,0,0,0,0,0,0,0,0,1753.116031000000000,1748.502970000000000,1.002638292000000,27.642171160000000,0.051004316000000,3.078911560000000,2,0.4,0.200000000000000,298
Volga,Hewett,200444,20148,20148,2,520.000000000000000,182.009999999999000,520.000000000000000,182.009999999999000,7519.426439605710000,1,274.731872599999000,279.819333200000000,214548,40871.394000000000000,69.343190680000000,100,1,25.148557409999900,61.776666370000000,0.407088289000000,0.362668016000000,0.000615310000000,244,550,0,4,0,1186,1392,1,17,0,3250,2776,1,47,0,6836,4363,2,99,0,7221.332757000000000,4412.543354000000000,1.636546585000000,104.139032000000000,0.176684278000000,5.087460689000000,2,0.4,0.200000000000000,299
Volga,Hewett,200445,20148,20148,2,620.000000000000000,82.010000000000000,620.000000000000000,82.010000000000000,7419.426439605710000,1,270.076202400000000,272.346025300000000,237932,45326.046000000000000,59.369903940000000,100,1,259.060796700000000,633.351471400000000,0.409031649000000,4.363503721000000,0.005715495000000,1417,1718,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912.077583999990000,1882.563028000000000,1.015677858000000,32.206176139999900,0.042184963000000,2.269822886000000,2,0.4,0.200000000000000,300
Volga,Hewett,200450,20152,20152,2,20.000000000000000,130.270000000000000,20.000000000000000,130.270000000000000,20051.766172408900000,1,368.322784399999000,370.848497699999000,60442,11514.200999999900000,70.662178560000000,100,1,103.127186699999000,290.690219500000000,0.354766620000000,1.459439671000000,0.008956521000000,1055,1851,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278.105743999990000,2737.394346000000000,0.832216866000000,32.239392989999900,0.197851830000000,2.525713280000000,2,0.4,0.200000000000000,301
Volga,Hewett,200452,20153,20153,2,20.000000000000000,250.310000000000000,20.000000000000000,250.310000000000000,12554.595106386000000,1,320.793548600000000,325.871144399999000,41070,7823.835000000000000,42.822293160000000,300,1,1.797069000000000,5.963388042000000,0.301350338000000,0.041965735000000,0.000229692000000,25,70,0,1,0,196,293,1,5,0,671,658,1,16,0,1525,1048,1,36,0,1607.411933000000000,1055.923401999990000,1.522280812000000,37.536801859999900,0.205450643000000,5.077595774000000,2,0.4,0.200000000000000,302
Volga,Hewett,200453,20153,20153,2,120.000000000000000,150.310000000000000,120.000000000000000,150.310000000000000,12454.595106386000000,1,306.121276899999000,311.138549000000000,56736,10808.208000000000000,22.864275849999900,100,1,32.818410020000000,63.528637549999900,0.516592379000000,1.435357509000000,0.003036434000000,116,103,1,5,0,240,146,2,10,0,410,198,2,18,0,633,233,3,28,0,636.884127000000000,232.949297199999000,2.734003213000000,27.854987890000000,0.058925969000000,5.017272177000000,2,0.4,0.200000000000000,303
Volga,Hewett,200462,20155,20155,2,20.000000000000000,48.359999999999900,20.000000000000000,48.359999999999900,13029.627405931200000,1,324.000915500000000,328.110195099999000,45798,8724.519000000000000,32.962120110000000,100,1,8.157507823000000,27.129651740000000,0.300686050000000,0.247481284000000,0.000935009000000,67,93,1,2,0,211,218,1,6,0,550,439,1,17,0,0,0,0,0,0,598.810393800000000,441.731053499999000,1.355599497000000,18.166622530000000,0.068635348000000,4.109279598000000,2,0.4,0.200000000000000,304
Volga,Hewett,200466,20157,20157,2,20.000000000000000,658.399999999999000,20.000000000000000,658.399999999999000,20320.793189972400000,1,373.222076399999000,375.277445199999000,23486,4474.082999999990000,69.243678799999900,200,1,193.337439100000000,520.350105399999000,0.371552609000000,2.792131246000000,0.043212752000000,1235,1798,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337.164682999990000,1834.405062999990000,0.728936433000000,19.311000020000000,0.298868993000000,2.055368805000000,2,0.4,0.200000000000000,305
Volga,Hewett,200467,20157,20157,2,120.000000000000000,558.399999999999000,120.000000000000000,558.399999999999000,20220.793189972400000,1,370.205749500000000,373.978436799999000,59316,11299.698000000000000,97.359988119999900,100,1,207.255915700000000,564.262038500000000,0.367304376000000,2.128758638000000,0.018341722000000,1570,2434,1,16,0,5229,4906,1,54,0,0,0,0,0,0,0,0,0,0,0,10107.996950000000000,7642.521364000000000,1.322599763000000,103.820852299999000,0.894536911000000,3.772687325000000,2,0.4,0.200000000000000,306
Volga,Hewett,200468,20157,20157,2,220.000000000000000,458.399999999999000,220.000000000000000,458.399999999999000,20120.793189972400000,1,368.307251000000000,372.240764300000000,80835,15399.067499999900000,82.649256120000000,100,1,185.406980299999000,576.723715900000000,0.321483191000000,2.243298838000000,0.012040143000000,1682,2679,1,20,0,5628,5241,1,68,0,0,0,0,0,0,0,0,0,0,0,12108.067170000000000,8627.202010999990000,1.403475559000000,146.499408899999000,0.786285739000000,3.933513318000000,2,0.4,0.200000000000000,307
Volga,Hewett,200469,20157,20157,2,320.000000000000000,358.399999999999000,320.000000000000000,358.399999999999000,20020.793189972400000,1,366.834045399999000,368.298060299999000,97191,18514.885500000000000,71.249831779999900,100,1,305.304643999999000,856.865046200000000,0.356304234000000,4.284987576000000,0.016489686000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995.238182899999000,2085.323683999990000,0.477258370000000,13.968288180000000,0.053753407000000,1.464014912000000,2,0.4,0.200000000000000,308
Volga,Hewett,200470,20157,20157,2,420.000000000000000,258.399999999999000,420.000000000000000,258.399999999999000,19920.793189972400000,1,365.132446300000000,368.813597300000000,104500,19907.250000000000000,95.589316010000000,200,1,387.938442699999000,1030.752516000000000,0.376364294000000,4.058387055000000,0.019487294000000,2641,3736,1,28,0,8439,8224,1,88,0,0,0,0,0,0,0,0,0,0,0,15281.896360000000000,11512.266320000000000,1.327444652000000,159.870339099999000,0.767654817000000,3.681151045000000,2,0.4,0.200000000000000,309
Volga,Hewett,200471,20157,20157,2,520.000000000000000,158.400000000000000,520.000000000000000,158.400000000000000,19820.793189972400000,1,363.889282200000000,366.139536000000000,169005,32195.452499999900000,86.199623029999900,300,1,205.582549400000000,975.311061500000000,0.210786648000000,2.384958799000000,0.006385453000000,3671,5868,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5283.327177999990000,6799.794678999990000,0.776983340000000,61.291766629999900,0.164101659000000,2.250253736000000,2,0.4,0.200000000000000,310
Volga,Hewett,200473,20158,20158,2,20.000000000000000,530.320000000000000,20.000000000000000,530.320000000000000,13511.595439666700000,1,353.307434100000000,358.393757100000000,41247,7857.553499999990000,70.227654990000000,200,1,14.498016930000000,56.133052290000000,0.258279505000000,0.206443130000000,0.001845106000000,143,207,1,2,0,482,498,1,7,0,1158,867,1,16,0,2284,1449,2,33,0,2410.994298999990000,1468.735787999990000,1.641543918000000,34.331123540000000,0.306837783000000,5.086323026000000,2,0.4,0.200000000000000,311
Volga,Hewett,200474,20158,20158,2,120.000000000000000,430.319999999999000,120.000000000000000,430.319999999999000,13411.595439666700000,1,344.880096400000000,349.962964800000000,58345,11114.722499999900000,63.409964230000000,300,1,129.618853400000000,392.787685899999000,0.329997243000000,2.044140144000000,0.011661906000000,716,771,1,11,0,1687,1183,1,27,0,3060,1567,2,48,0,4811,1899,3,76,0,4969.617358999990000,1902.961686999990000,2.611517296000000,78.372814419999900,0.447120237000000,5.082868411000000,2,0.4,0.200000000000000,312
Volga,Hewett,200475,20158,20158,2,220.000000000000000,330.319999999999000,220.000000000000000,330.319999999999000,13311.595439666700000,1,334.851623500000000,339.927537400000000,107005,20384.452499999900000,35.124391000000000,100,1,6.599819927000000,19.336942390000000,0.341306283000000,0.187898487000000,0.000323767000000,43,59,1,1,0,210,297,1,6,0,638,575,1,18,0,1379,882,2,39,0,1447.426085999990000,885.341533099999000,1.634878781000000,41.208574570000000,0.071006375000000,5.075913822000000,2,0.4,0.200000000000000,313
Volga,Hewett,200476,20158,20158,2,320.000000000000000,230.319999999999000,320.000000000000000,230.319999999999000,13211.595439666700000,1,328.543975799999000,333.618571900000000,114314,21776.816999999900000,67.288317849999900,300,1,27.867127470000000,81.191809809999900,0.343225844000000,0.414145105000000,0.001279669000000,258,440,1,4,0,1025,1103,1,15,0,2457,1795,1,37,0,4632,2507,2,69,0,4822.240356999990000,2516.974642000000000,1.915887541000000,71.665342679999900,0.221439173000000,5.074596079000000,2,0.4,0.200000000000000,314
Volga,Hewett,200477,20158,20158,2,420.000000000000000,130.319999999999000,420.000000000000000,130.319999999999000,13111.595439666700000,1,323.681243900000000,328.786550799999000,267904,51035.711999999900000,45.308187789999900,100,1,43.885233810000000,120.845024400000000,0.363153006000000,0.968593889000000,0.000859893000000,315,511,1,7,0,1134,1156,1,25,0,2689,1980,1,59,0,5060,2715,2,112,0,5348.182961000000000,2730.299096000000000,1.958826770000000,118.040098799999000,0.104792953000000,5.105306943000000,2,0.4,0.200000000000000,315
Volga,Hewett,200478,20158,20158,2,520.000000000000000,30.320000000000000,520.000000000000000,30.320000000000000,13011.595439666700000,1,317.008514400000000,322.095370500000000,293205,55855.552499999900000,29.086059830000000,100,1,21.665841969999900,65.192553459999900,0.332336146000000,0.744887486000000,0.000387891000000,138,184,1,5,0,412,373,1,14,0,911,648,1,31,0,1723,950,2,59,0,1806.813319999990000,953.503722400000000,1.894920049000000,62.119562799999900,0.032347963000000,5.086856079000000,2,0.4,0.200000000000000,316
Volga,Hewett,200486,20162,20162,2,20.000000000000000,517.309999999999000,20.000000000000000,517.309999999999000,14809.234436627800000,1,376.441345200000000,380.528445099999000,61180,11654.790000000000000,90.775553180000000,100,1,412.657177300000000,957.995918699999000,0.430750454000000,4.545906501000000,0.035406659000000,2131,2595,1,23,0,5821,4962,1,64,0,12579,8858,1,139,1,0,0,0,0,0,13362.698249999800000,9020.196629000000000,1.481419841000000,147.205913799999000,1.146541315000000,4.087099887000000,2,0.4,0.200000000000000,317
Volga,Hewett,200487,20162,20162,2,120.000000000000000,417.310000000000000,120.000000000000000,417.310000000000000,14709.234436627800000,1,373.460052500000000,377.924684200000000,72373,13787.056500000000000,99.423212169999900,300,1,106.609532700000000,335.225767099999000,0.318023085000000,1.072280109000000,0.007732581000000,850,1278,1,9,0,3049,3389,1,31,0,7913,6348,1,80,1,0,0,0,0,0,11214.281489999900000,7697.166589000000000,1.456936310000000,112.793393499999000,0.813392002000000,4.464631733000000,2,0.4,0.200000000000000,318
Volga,Hewett,200488,20162,20162,2,220.000000000000000,317.310000000000000,220.000000000000000,317.310000000000000,14609.234436627800000,1,367.074706999999000,372.191817700000000,95451,18183.415499999900000,57.096658650000000,200,1,14.161919700000000,36.647427540000000,0.386436939000000,0.248034124000000,0.000778837000000,84,120,1,1,0,305,372,1,5,0,990,1265,1,17,0,2755,2143,1,48,0,3009.168877000000000,2156.047062000000000,1.395687938000000,52.703064380000000,0.165489750000000,5.117110685000000,2,0.4,0.200000000000000,319
Volga,Hewett,200489,20162,20162,2,320.000000000000000,217.310000000000000,320.000000000000000,217.310000000000000,14509.234436627800000,1,364.179016100000000,368.510851000000000,106568,20301.204000000000000,81.498444809999900,100,1,356.400476299999000,706.720368000000000,0.504301974000000,4.373095427000000,0.017555632000000,1473,1611,1,18,0,3783,2941,1,46,0,7294,4066,2,89,0,0,0,0,0,0,8692.834135999990000,4281.987707999990000,2.030093202000000,106.662576900000000,0.428193034000000,4.331834888000000,2,0.4,0.200000000000000,320
Volga,Hewett,200493,20164,20164,2,20.000000000000000,273.560000000000000,20.000000000000000,273.560000000000000,20374.945157782200000,1,372.740966800000000,376.814215100000000,47841,9113.710499999990000,95.603312380000000,200,1,168.862533399999000,524.715796100000000,0.321817133000000,1.766283292000000,0.018528407000000,1315,1902,1,14,0,4173,3856,1,44,0,9160,6168,1,96,1,0,0,0,0,0,9615.793607999990000,6210.702903999990000,1.548261728000000,100.580130199999000,1.055090965000000,4.073248310000000,2,0.4,0.200000000000000,321
Volga,Hewett,200494,20164,20164,2,120.000000000000000,173.560000000000000,120.000000000000000,173.560000000000000,20274.945157782200000,1,370.395904499999000,374.450626999999000,60849,11591.734500000000000,78.860697830000000,100,1,175.763359299999000,551.513671700000000,0.318692660000000,2.228782703000000,0.015162818000000,1404,2009,1,18,0,4218,3665,1,53,0,9741,7593,1,124,1,0,0,0,0,0,10162.130310000000000,7713.197613999990000,1.317499022000000,128.861785300000000,0.876670382000000,4.054722450000000,2,0.4,0.200000000000000,322
Volga,Hewett,200495,20164,20164,2,220.000000000000000,73.560000000000000,220.000000000000000,73.560000000000000,20174.945157782200000,1,367.953094500000000,369.057072300000000,76617,14595.538500000000000,44.854039479999900,200,1,199.720706199999000,602.011331700000000,0.331755726000000,4.452680484000000,0.013683682000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.427446599999000,654.441827900000000,0.407106385000000,5.939876312000000,0.018254033000000,1.103977844000000,2,0.4,0.200000000000000,323
Volga,Hewett,200496,20165,20165,2,20.000000000000000,235.490000000000000,20.000000000000000,235.490000000000000,7360.032403771130000,1,281.012390100000000,283.733323999999000,43037,8198.548500000000000,42.329360719999900,100,1,30.984290319999900,99.384926960000000,0.311760458000000,0.731981060000000,0.003779241000000,253,363,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.015370800000000,583.729737600000000,1.029612391000000,14.198545890000000,0.073307534000000,2.720933823000000,2,0.4,0.200000000000000,324
Volga,Hewett,200497,20165,20165,2,120.000000000000000,135.490000000000000,120.000000000000000,135.490000000000000,7260.032403771130000,1,272.387756299999000,275.238134199999000,48633,9264.586499999990000,55.298519210000000,200,1,57.462373620000000,193.324835199999000,0.297232239000000,1.039130422000000,0.006202368000000,450,610,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147.645107999990000,989.542833599999000,1.159773047000000,20.753631819999900,0.123874401000000,2.850377887000000,2,0.4,0.200000000000000,325
Volga,Hewett,200498,20165,20165,2,220.000000000000000,35.490000000000000,220.000000000000000,35.490000000000000,7160.032403771130000,1,266.400512699999000,267.485427200000000,86712,16518.635999999900000,33.982401500000000,100,1,71.382029770000000,252.012788499999000,0.283247649000000,2.100558719000000,0.004321303000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.979143070000000,262.764665900000000,0.357655177000000,2.765523887000000,0.005689280000000,1.084914509000000,2,0.4,0.200000000000000,326
Volga,Hewett,200499,20166,20166,2,20.000000000000000,392.550000000000000,20.000000000000000,392.550000000000000,5792.730277489580000,1,330.413940400000000,332.705722499999000,17761,3383.470499999990000,60.907477069999900,300,1,177.708343299999000,349.961595799999000,0.507793842000000,2.917676973000000,0.052522504000000,809,924,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100.726990999990000,1037.755100999990000,1.060680878000000,18.072116009999900,0.325324838000000,2.291782059000000,2,0.4,0.200000000000000,327
Volga,Hewett,200500,20166,20166,2,120.000000000000000,292.550000000000000,120.000000000000000,292.550000000000000,5692.730277489580000,1,324.574737500000000,329.683444199999000,36979,7044.499499999990000,72.544400130000000,100,1,122.114139899999000,322.124831599999000,0.379089495000000,1.683302084000000,0.017334679000000,687,826,1,9,0,1830,1496,1,25,0,3755,2408,2,52,1,6687,3405,2,92,1,7060.932401000000000,3427.191220000000000,2.060268000000000,97.332563080000000,1.002332728000000,5.108706619000000,2,0.4,0.200000000000000,328
Volga,Hewett,200501,20166,20166,2,220.000000000000000,192.550000000000000,220.000000000000000,192.550000000000000,5592.730277489580000,1,319.595062299999000,324.691565700000000,58215,11089.957500000000000,63.635387690000000,200,1,139.032231099999000,382.738175300000000,0.363256764000000,2.184825710000000,0.012536769000000,855,1033,1,13,0,2229,1747,1,35,0,4412,2690,2,69,0,7640,3742,2,120,1,8005.225819999990000,3771.102839000000000,2.122781097000000,125.798334999999000,0.721844590000000,5.096503446000000,2,0.4,0.200000000000000,329
Volga,Hewett,200502,20166,20166,2,320.000000000000000,92.549999999999900,320.000000000000000,92.549999999999900,5492.730277489580000,1,311.777587900000000,316.868890200000000,80831,15398.305500000000000,32.731689119999900,300,1,5.292528479000000,16.893037119999900,0.313296445000000,0.161694328000000,0.000343708000000,35,43,1,1,0,117,172,1,4,0,492,592,1,15,0,1334,1039,1,41,0,1430.967086000000000,1046.750608999990000,1.367056369000000,43.718094760000000,0.092930166000000,5.091302359000000,2,0.4,0.200000000000000,330
Volga,Hewett,200503,20167,20167,2,20.000000000000000,362.120000000000000,20.000000000000000,362.120000000000000,20463.504474009000000,1,373.184143099999000,375.684715299999000,69101,13163.740499999900000,73.974144519999900,100,1,319.040837399999000,921.471237800000000,0.346229838000000,4.312869578000000,0.024236336000000,2149,2890,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3909.191828999990000,4102.896641999990000,0.952788279000000,52.845380689999900,0.296966643000000,2.500572258000000,2,0.4,0.200000000000000,331
Volga,Hewett,200504,20167,20167,2,120.000000000000000,262.120000000000000,120.000000000000000,262.120000000000000,20363.504474009000000,1,371.746887200000000,373.683825700000000,92740,17666.970000000000000,86.458951209999900,100,1,949.265865200000000,2226.584628000000000,0.426332713000000,10.979382140000000,0.053731108000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4339.555710999990000,5056.250380999990000,0.858255700000000,50.192092889999900,0.245631011000000,1.936938445000000,2,0.4,0.200000000000000,332
Volga,Hewett,200505,20167,20167,2,220.000000000000000,162.120000000000000,220.000000000000000,162.120000000000000,20263.504474009000000,1,370.187957799999000,372.736033700000000,142368,27121.103999999900000,94.007603919999900,100,1,443.766206199999000,902.676026900000000,0.491611822000000,4.720535230000000,0.016362395000000,3477,6364,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8060.451857000000000,10085.840879999900000,0.799184912000000,85.742551890000000,0.297202203000000,2.548075901000000,2,0.4,0.200000000000000,333
Volga,Hewett,200507,20168,20168,2,20.000000000000000,255.129999999999000,20.000000000000000,255.129999999999000,10529.111819490100000,1,285.283599900000000,288.012290899999000,24072,4585.716000000000000,64.330880940000000,100,1,11.887449110000000,46.019405790000000,0.258313833000000,0.184786046000000,0.002592278000000,178,341,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.214037999999000,704.499330999999000,0.793775116000000,8.692777556999990,0.121946941000000,2.728691037000000,2,0.4,0.200000000000000,334
Volga,Hewett,200510,20169,20169,2,20.000000000000000,138.379999999999000,20.000000000000000,138.379999999999000,12435.764647331100000,1,311.613922100000000,313.735578400000000,34729,6615.874499999990000,38.109296950000000,100,1,17.788293029999900,63.495360990000000,0.280151065000000,0.466770433000000,0.002688729000000,141,164,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.958071899999000,164.704165100000000,0.983327118000000,4.249831010000000,0.024480221000000,2.121656317000000,2,0.4,0.200000000000000,335
Volga,Hewett,200515,20171,20171,2,20.000000000000000,374.000000000000000,20.000000000000000,374.000000000000000,9429.897060164730000,1,270.395660399999000,272.041471999999000,83077,15826.168499999900000,71.969145409999900,200,1,97.029235999999900,306.937435100000000,0.316120567000000,1.348206033000000,0.006130937000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598.390990500000000,1220.871986999990000,0.490134098000000,8.314549062999990,0.037810225000000,1.645811594000000,2,0.4,0.200000000000000,336
Volga,Hewett,200519,20172,20172,2,20.000000000000000,523.429999999999000,20.000000000000000,523.429999999999000,7632.778685445690000,1,294.197845500000000,295.213270399999000,31381,5978.080500000000000,59.767013349999900,100,1,92.776556540000000,288.649211100000000,0.321416283000000,1.552303710000000,0.015519456000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.401476529999900,290.788585699999000,0.334956327000000,1.629686194000000,0.016293102000000,1.015424940000000,2,0.4,0.200000000000000,337
Volga,Hewett,200520,20172,20172,2,120.000000000000000,423.430000000000000,120.000000000000000,423.430000000000000,7532.778685445690000,1,287.653137200000000,290.777777899999000,61638,11742.039000000000000,89.276415920000000,200,1,127.589875500000000,346.508994099999000,0.368215191000000,1.429155440000000,0.010866075000000,783,995,1,9,0,2271,2064,1,25,0,0,0,0,0,0,0,0,0,0,0,2536.695352000000000,2167.863881000000000,1.170135899000000,28.413947019999900,0.216035337000000,3.124640680000000,2,0.4,0.200000000000000,338
Volga,Hewett,200521,20172,20172,2,220.000000000000000,323.430000000000000,220.000000000000000,323.430000000000000,7432.778685445690000,1,282.241943400000000,285.808955599999000,118192,22515.576000000000000,83.920415410000000,300,1,100.100149799999000,303.806136700000000,0.329486925000000,1.192798549000000,0.004445818000000,758,1095,1,9,0,2340,2114,1,28,0,0,0,0,0,0,0,0,0,0,0,3736.356960999990000,2759.777046000000000,1.353861888000000,44.522622339999900,0.165945431000000,3.567012203000000,2,0.4,0.200000000000000,339
Volga,Hewett,200522,20172,20172,2,320.000000000000000,223.430000000000000,320.000000000000000,223.430000000000000,7332.778685445690000,1,276.649108899999000,281.039161700000000,147938,28182.188999999900000,91.715513000000000,100,1,16.684872219999900,71.308163300000000,0.233982639000000,0.181919848000000,0.000592036000000,300,587,1,3,0,1321,1509,1,14,0,3451,2792,1,38,0,0,0,0,0,0,4650.581666000000000,3277.137944999990000,1.419098538000000,50.706598200000000,0.165018468000000,4.390052825000000,2,0.4,0.200000000000000,340
