	depth	storage	outflow_rect	outflow_circ
0.0	0.0	0.0	0.0	0.0
0.1	0.1	3.0656335181000003	0.0	0.0
0.2	0.2	6.131267036199998	0.02372446848803994	0.021308501857837447
0.3	0.3	9.1969005543	0.07091559667992647	0.08502104625264666
0.4	0.4	12.2625340724	0.28194981093786353	0.17690174660287242
0.5	0.5	15.3281675905	0.33065536592526484	0.2680659774588597
0.6	0.6	18.3938011086	0.3728157497598409	0.3168943458694163
0.7	0.7	21.4594346267	0.41057201403313415	0.3588882289369623
0.8	0.8	24.5250681448	0.4450881235843074	0.3963580139644242
0.9	0.9	27.5907016629	0.47708602960579277	0.4305303180914324
1.0	1.0	30.656335181	0.5070517900992639	0.46215569998348055
1.1	1.1	61.984821265999976	0.5353317821333043	0.49173490742699194
1.2	1.2	93.31330735100003	0.5621834367781992	0.5196224377763751
1.3	1.3	124.641793436	0.5878043943632986	0.546080430188069
1.4	1.4	155.970279521	0.6123503744157335	0.5713093355918433
1.5	1.5	187.298765606	0.6359466948252247	0.5954665741010758
1.6	1.6	218.62725169100003	0.6586960051640524	0.6186784894483159
1.7	1.7	249.95573777600003	0.6806836554127339	0.6410483347850708
1.8	1.8	281.284223861	0.7019815296190299	0.6626617936421073
1.9	1.9	312.61270994600005	0.7226508500140534	0.6835909083185496
2.0	2.0	343.941196031	0.7427442711147186	0.7038969444869385
2.1	2.1	444.8484176469001	0.7623074722067517	0.7236325247458208
2.2	2.2	545.7556392628002	0.7813803878691319	0.7428432472771767
2.3	2.3	646.6628608787003	0.7999981723974983	0.7615689339754723
2.4	2.4	747.5700824946002	0.8181919653229063	0.7798446068348046
2.5	2.5	848.4773041105001	0.8359895060256717	0.7977012616559225
2.6	2.6	949.3845257264004	0.8534156323154853	0.81516648828514
2.7	2.7	1050.2917473423	0.8704926887004332	0.8322649730582583
2.8	2.8	1151.1989689582006	0.8872408635834846	0.8490189097110181
2.9	2.9	1252.1061905741003	0.9036784699580491	0.865448338361784
3.0	3.0	1353.01341219	0.9198221807675805	0.8815714273912731
3.1	3.1	1873.2959447840003	0.9356872275752944	0.8974047095608141
3.2	3.2	2393.578477378001	0.9512875693053423	0.9129632811393754
3.3	3.3	2913.861009972001	0.966636036390975	0.9282609708887625
3.4	3.4	3434.143542566002	0.9817444545757759	0.9433104843054217
3.5	3.5	3954.42607516	0.9966237517734274	0.9581235274100012
3.6	3.6	4474.708607754001	1.011284050737486	0.9727109135227278
3.7	3.7	4994.991140348001	1.0257347497793463	0.9870826557995271
3.8	3.8	5515.273672942	1.0399845933668117	1.0012480477841046
3.9	3.9	6035.556205536002	1.0540417341125188	1.0152157338206984
4.0	4.0	6555.83873813	1.067913787402353	1.0289937708456185
4.097842367	4.097842367	7454.27080508	1.0813142426455018	1.042298205518683
