	depth	storage	outflow_rect	outflow_circ
0.0	0.0	0.0	0.0	0.0
0.1	0.1	3.3441762243500013	0.0	0.0
0.2	0.2	6.688352448699997	0.01897957479043195	0.01846277979244767
0.3	0.3	10.032528673050004	0.05673247734394118	0.07100076243266115
0.4	0.4	13.3767048974	0.18927817608549377	0.1368686962919609
0.5	0.5	16.72088112175	0.21901965146995542	0.17508476989698932
0.6	0.6	20.065057346100005	0.24510614604431935	0.20345555928874368
0.7	0.7	23.40923357045	0.2686390715801114	0.22826068175215408
0.8	0.8	26.753409794800007	0.2902533813183768	0.25059343056286487
0.9	0.9	30.09758601915	0.3103562330620341	0.27107755490073016
1.0	1.0	33.4417622435	0.32922774175170166	0.2901103216600958
1.1	1.1	54.59429928335001	0.3470705897122282	0.30796371484592355
1.2	1.2	75.74683632320003	0.36403713016205197	0.32483380973745024
1.3	1.3	96.89937336305002	0.3802453615572801	0.3408675665130881
1.4	1.4	118.0519104029	0.3957889066617685	0.35617854003779476
1.5	1.5	139.20444744275	0.41074354133646224	0.37085665286041003
1.6	1.6	160.3569844826	0.4251716301084274	0.38497456731328683
1.7	1.7	181.50952152245003	0.43912523572720624	0.3985920022087899
1.8	1.8	202.6620585623	0.45264835781827945	0.41175875166180215
1.9	1.9	223.81459560215004	0.4657785817190022	0.4245168538350964
2.0	2.0	244.967132642	0.47854831717116747	0.43690218534448894
2.1	2.1	304.97267391620005	0.4909857451784477	0.4489456571176718
2.2	2.2	364.97821519040014	0.5031155529725552	0.4606741271935271
2.3	2.3	424.9837564646002	0.514959512353775	0.47211110833994147
2.4	2.4	484.9892977388002	0.5265369403925533	0.4832773242294769
2.5	2.5	544.994839013	0.537865070497229	0.4941911520206811
2.6	2.6	605.0003802872001	0.5489593542949819	0.5048689784917328
2.7	2.7	665.0059215614001	0.5598337094763893	0.5153254895200304
2.8	2.8	725.0114628356001	0.5705007249808027	0.5255739075558812
2.9	2.9	785.0170041098003	0.5809718321714772	0.5356261880779292
3.0	3.0	845.022545384	0.5912574486495554	0.5454931833744332
3.1	3.1	954.1308612836	0.6013670998717053	0.5551847800590076
3.2	3.2	1063.2391771832004	0.6113095226216764	0.5647100152943737
3.3	3.3	1172.3474930828004	0.6210927535402321	0.5740771756212107
3.4	3.4	1281.4558089824004	0.6307242052697203	0.5832938814730124
3.5	3.5	1390.5641248820002	0.6402107322680038	0.5923671598328326
3.6	3.6	1499.6724407816	0.6495586879553225	0.6013035070047056
3.7	3.7	1608.7807566812005	0.6587739745499279	0.6101089430959057
3.8	3.8	1717.8890725808003	0.6678620867045142	0.6187890595102056
3.9	3.9	1826.9973884804003	0.6768281498608916	0.6273490605178887
4.0	4.0	1936.10570438	0.6856769540840594	0.6357937997813327
4.1	4.1	2106.432642827001	0.6944129840104493	0.6441278125648884
4.2	4.2	2276.759581274	0.7030404454423848	0.652355344236518
4.3	4.3	2447.086519721	0.7115632890367547	0.6604803755700975
4.4	4.4	2617.4134581680005	0.7199852314668703	0.6685066452767483
4.5	4.5	2787.740396615	0.7283097743793575	0.6764376701273619
4.6	4.6	2958.067335062001	0.7365402214206186	0.6842767629738399
4.7	4.7	3128.3942735090004	0.7446796935678534	0.6920270489312094
4.8	4.8	3298.721211956001	0.7527311429665464	0.6996914799449676
4.9	4.9	3469.0481504030004	0.7606973654485502	0.7072728479363657
5.0	5.0	3639.37508885	0.7685810118813392	0.7147737966917298
5.066966165	5.066966165	3775.54259897	0.7738154801213718	0.7197531879792932
