	depth	storage	outflow_rect	outflow_circ
0.0	0.0	0.0	0.0	0.0
0.1	0.1	55.54181859839997	0.0	0.0
0.2	0.2	111.0836371968	0.01897957479043195	0.01846277979244767
0.3	0.3	166.62545579520005	0.05673247734394118	0.07100076243266115
0.4	0.4	222.16727439360005	0.18927817608549377	0.1368686962919609
0.5	0.5	277.709092992	0.21901965146995542	0.17508476989698932
0.6	0.6	333.25091159040005	0.24510614604431935	0.20345555928874368
0.7	0.7	388.79273018880014	0.2686390715801114	0.22826068175215408
0.8	0.8	444.3345487872001	0.2902533813183768	0.25059343056286487
0.9	0.9	499.8763673856001	0.3103562330620341	0.27107755490073016
1.0	1.0	555.418185984	0.32922774175170166	0.2901103216600958
1.1	1.1	569.3189314498001	0.3470705897122282	0.30796371484592355
1.103618664	1.103618664	694.425640642	0.3476990357561985	0.30859032750692944
