	depth	storage	outflow_rect	outflow_circ
0.0	0.0	0.0	0.0	0.0
0.1	0.1	23.9231635335	0.0	0.0
0.2	0.2	47.846327066999976	0.04744893697607988	0.03133168715018184
0.3	0.3	71.7694906005	0.14183119335985295	0.13173397265856196
0.4	0.4	95.692654134	0.2689657187161219	0.2953651038590215
0.5	0.5	119.6158176675	0.4140998136094244	0.48452313616902287
0.6	0.6	143.538981201	0.5847504379685192	0.7326606989997501
0.7	0.7	167.4621447345	1.435792080098215	1.0084874170053917
0.8	0.8	191.385308268	1.5949489861474266	1.3614465830700155
0.9	0.9	215.3084718015	1.7384872225395658	1.523296168369251
1.0	1.0	239.231635335	1.8704692118517925	1.6682072863355133
1.1	1.1	331.3697362985	1.993398331709338	1.8008551121886696
1.2	1.2	423.5078372620002	2.1089643583066437	1.9240195874842019
1.3	1.3	515.6459382255	2.2183782823065963	2.0395386226581147
1.4	1.4	607.784039189	2.3225460423059805	2.1487110806787206
1.5	1.5	699.9221401525	2.422167781268498	2.252498744980709
1.6	1.6	792.060241116	2.5177986432964787	2.351639072273678
1.7	1.7	884.1983420795003	2.6098880451813833	2.4467131097941928
1.8	1.8	976.336443043	2.698806133948977	2.538188807023008
1.9	1.9	1068.4745440065	2.7848622328244677	2.6264498981535263
2.0	2.0	1160.61264497	2.86831807353574	2.711815870360717
2.1	2.1	1414.512144447	2.9493975204995184	2.7945561876127396
2.2	2.2	1668.4116439240006	3.0282938666491113	2.8749006808507533
2.3	2.3	1922.311143401001	3.105175406838256	2.953047303034902
2.4	2.4	2176.2106428780007	3.1801897633329874	3.0291680264173335
2.5	2.5	2430.110142355	3.253467290153408	3.103413400982312
2.6	2.6	2684.0096418320004	3.3251237861243217	3.175916129262302
2.7	2.7	2937.9091413090005	3.3952626814129934	3.2467939060708146
2.8	2.8	3191.808640786001	3.463976817691891	3.316151700476644
2.9	2.9	3445.708140263001	3.5313499108603033	3.3840836087527792
3.0	3.0	3699.60763974	3.597457763072707	3.450674373228624
3.1	3.1	4305.533550896001	3.662369274802112	3.5160006380421396
3.2	3.2	4911.459462052001	3.7261472959359243	3.5801319955757163
3.3	3.3	5517.3853732080015	3.7888493462006854	3.643131864800247
3.4	3.4	6123.311284364003	3.85052822868153	3.7050582334666546
3.5	3.5	6729.23719552	3.9112325552468064	3.7659642891362277
3.6	3.6	7335.163106676	3.971007198890572	3.825898958784131
3.7	3.7	7941.089017832	4.029893685067435	3.884907372691727
3.8	3.8	8547.014928988001	4.087930531801278	3.9430312652418955
3.9	3.9	9152.940840144	4.145153546545366	4.000309322816675
4.0	4.0	9758.8667513	4.201596086341416	4.0567774871006375
4.1	4.1	10921.784609760009	4.257289286683183	4.112469220593513
4.2	4.2	12084.702468220004	4.312262263572559	4.16741573994022
4.3	4.3	13247.620326679997	4.366542292513785	4.221646221727391
4.4	4.4	14410.538185140003	4.420154967587503	4.275187984621095
4.5	4.5	15573.4560436	4.47312434325203	4.328066651091317
4.6	4.6	16736.373902060008	4.5254730611129235	4.380306291454739
4.7	4.7	17899.291760520005	4.577222463565701	4.431929552545224
4.8	4.8	19062.20961898001	4.628392695937403	4.482957772972774
4.9	4.9	20225.127477440004	4.6790027985199005	4.533411086642584
5.0	5.0	21388.0453359	4.729070789692357	4.583308515964815
5.090995798	5.090995798	22760.8157681	4.774173874829057	4.628245208127249
