	depth	storage	outflow_rect	outflow_circ
0.0	0.0	0.0	0.0	0.0
0.1	0.1	6.975064825019999	0.0	0.0
0.2	0.2	13.950129650039994	0.0759182991617278	0.037364178390279
0.3	0.3	20.925194475060003	0.2269299093757647	0.15903070832331676
0.4	0.4	27.90025930008	0.4303451499457951	0.3617142645957094
0.5	0.5	34.8753241251	0.6625597017750791	0.6021692540229299
0.6	0.6	41.850388950120006	0.9356007007496308	0.9294350709107692
0.7	0.7	48.82545377514001	1.2425582262577708	1.3131330494787739
0.8	0.8	55.80051860016	2.89855081379276	1.6939446609447582
0.9	0.9	62.77558342518001	3.1920598244484033	2.132672004651229
1.0	1.0	69.7506482502	3.458349076457591	2.897549949451795
1.1	1.1	157.57541154468004	3.704263577417495	3.190361124033152
1.2	1.2	245.40017483916012	3.9340730129285224	3.455146421166958
1.3	1.3	333.22493813364014	4.15068873732617	3.69934260202019
1.4	1.4	421.0497014281201	4.35621511430209	3.927401951103566
1.5	1.5	508.8744647226	4.552237970423883	4.142301527943412
1.6	1.6	596.69922801708	4.739990667728994	4.3461697386773
1.7	1.7	684.5239913115603	4.920456554483795	4.540599758677479
1.8	1.8	772.3487546060402	5.0944355783539015	4.726825222833536
1.9	1.9	860.1735179005202	5.262589435130684	4.905826748720016
2.0	2.0	947.998281195	5.425473220391499	5.078400379684548
2.036806416	2.036806416	1019.09502769	5.484193983940424	5.140434486063389
