	depth	storage	outflow_rect	outflow_circ
0.0	0.0	0.0	0.0	0.0
0.1	0.1	2.519608388790001	0.0	0.0
0.2	0.2	5.039216777579997	0.01897957479043195	0.01846277979244767
0.3	0.3	7.558825166369998	0.05673247734394118	0.07100076243266115
0.4	0.4	10.07843355516	0.18927817608549377	0.1368686962919609
0.5	0.5	12.59804194395	0.21901965146995542	0.17508476989698932
0.6	0.6	15.117650332740002	0.24510614604431935	0.20345555928874368
0.7	0.7	17.63725872153	0.2686390715801114	0.22826068175215408
0.8	0.8	20.15686711032	0.2902533813183768	0.25059343056286487
0.9	0.9	22.67647549911	0.3103562330620341	0.27107755490073016
1.0	1.0	25.1960838879	0.32922774175170166	0.2901103216600958
1.1	1.1	46.05387949781002	0.3470705897122282	0.30796371484592355
1.2	1.2	66.91167510772004	0.36403713016205197	0.32483380973745024
1.3	1.3	87.76947071763003	0.3802453615572801	0.3408675665130881
1.4	1.4	108.62726632754006	0.3957889066617685	0.35617854003779476
1.5	1.5	129.48506193744998	0.41074354133646224	0.37085665286041003
1.6	1.6	150.34285754736004	0.4251716301084274	0.38497456731328683
1.7	1.7	171.20065315727004	0.43912523572720624	0.3985920022087899
1.8	1.8	192.05844876718	0.45264835781827945	0.41175875166180215
1.9	1.9	212.91624437709004	0.4657785817190022	0.4245168538350964
2.0	2.0	233.774039987	0.47854831717116747	0.43690218534448894
2.1	2.1	296.04402500900005	0.4909857451784477	0.4489456571176718
2.2	2.2	358.3140100310001	0.5031155529725552	0.4606741271935271
2.3	2.3	420.5839950530002	0.514959512353775	0.47211110833994147
2.4	2.4	482.85398007500015	0.5265369403925533	0.4832773242294769
2.5	2.5	545.123965097	0.537865070497229	0.4941911520206811
2.6	2.6	607.393950119	0.5489593542949819	0.5048689784917328
2.7	2.7	669.6639351410001	0.5598337094763893	0.5153254895200304
2.8	2.8	731.9339201630002	0.5705007249808027	0.5255739075558812
2.9	2.9	794.2039051850003	0.5809718321714772	0.5356261880779292
3.0	3.0	856.473890207	0.5912574486495554	0.5454931833744332
3.1	3.1	972.2081985473	0.6013670998717053	0.5551847800590076
3.2	3.2	1087.9425068876003	0.6113095226216764	0.5647100152943737
3.3	3.3	1203.6768152279003	0.6210927535402321	0.5740771756212107
3.4	3.4	1319.4111235682003	0.6307242052697203	0.5832938814730124
3.5	3.5	1435.1454319085	0.6402107322680038	0.5923671598328326
3.6	3.6	1550.8797402488003	0.6495586879553225	0.6013035070047056
3.7	3.7	1666.6140485891003	0.6587739745499279	0.6101089430959057
3.8	3.8	1782.3483569294006	0.6678620867045142	0.6187890595102056
3.9	3.9	1898.0826652697008	0.6768281498608916	0.6273490605178887
4.0	4.0	2013.81697361	0.6856769540840594	0.6357937997813327
4.1	4.1	2206.676475432001	0.6944129840104493	0.6441278125648884
4.2	4.2	2399.5359772540005	0.7030404454423848	0.652355344236518
4.3	4.3	2592.395479076	0.7115632890367547	0.6604803755700975
4.4	4.4	2785.254980898001	0.7199852314668703	0.6685066452767483
4.5	4.5	2978.11448272	0.7283097743793575	0.6764376701273619
4.6	4.6	3170.973984542001	0.7365402214206186	0.6842767629738399
4.7	4.7	3363.833486364	0.7446796935678534	0.6920270489312094
4.8	4.8	3556.692988186001	0.7527311429665464	0.6996914799449676
4.9	4.9	3749.552490008	0.7606973654485502	0.7072728479363657
5.0	5.0	3942.41199183	0.7685810118813392	0.7147737966917298
5.1	5.1	3966.303695917	0.7763845984791431	0.722196832639464
5.101959329	5.101959329	4181.3290327	0.7765367130043743	0.7223415122933798
