	depth	storage	outflow_rect	outflow_circ
0.0	0.0	0.0	0.0	0.0
0.1	0.1	5.48034028611	0.0	0.0
0.2	0.2	10.96068057222	0.02846936218564793	0.02381510821470987
0.3	0.3	16.44102085833	0.08509871601591176	0.0969759598068315
0.4	0.4	21.92136114444	0.16137943122967313	0.2083723735444207
0.5	0.5	27.40170143055	0.4585166406887618	0.3245321747123045
0.6	0.6	32.88204171666	0.5215893197108906	0.44646713226110374
0.7	0.7	38.36238200277001	0.5775579839306884	0.511500489982601
0.8	0.8	43.84272228888	0.6284399144835229	0.568852199812921
0.9	0.9	49.32306257499	0.6754331144572602	0.6207938457078392
1.0	1.0	54.8034028611	0.7193229197409083	0.6686412913427054
1.1	1.1	64.18087952099	0.7606589270480376	0.7132440804377255
1.2	1.2	73.55835618088001	0.7998442653909353	0.7551905121708471
1.3	1.3	82.93583284076999	0.8371853567564054	0.7949087497987339
1.4	1.4	92.31330950066	0.8729217408152461	0.8327222817224148
1.410644168	1.410644168	148.57816946	0.876639370269518	0.8366459924342633
