	depth	storage	outflow_rect	outflow_circ
0.0	0.0	0.0	0.0	0.0
0.1	0.1	17.70405190240001	0.0	0.0
0.2	0.2	35.40810380479999	0.04744893697607988	0.03133168715018184
0.3	0.3	53.11215570720002	0.14183119335985295	0.13173397265856196
0.4	0.4	70.81620760960001	0.2689657187161219	0.2953651038590215
0.5	0.5	88.52025951200001	0.4140998136094244	0.48452313616902287
0.6	0.6	106.22431141440003	0.5847504379685192	0.7326606989997501
0.7	0.7	123.92836331680002	1.435792080098215	1.0084874170053917
0.8	0.8	141.63241521920003	1.5949489861474266	1.3614465830700155
0.9	0.9	159.33646712160004	1.7384872225395658	1.523296168369251
1.0	1.0	177.04051902400002	1.8704692118517925	1.6682072863355133
1.1	1.1	247.2825431125001	1.993398331709338	1.8008551121886696
1.2	1.2	317.52456720100014	2.1089643583066437	1.9240195874842019
1.3	1.3	387.7665912895	2.2183782823065963	2.0395386226581147
1.4	1.4	458.00861537800006	2.3225460423059805	2.1487110806787206
1.5	1.5	528.2506394664998	2.422167781268498	2.252498744980709
1.6	1.6	598.492663555	2.5177986432964787	2.351639072273678
1.7	1.7	668.7346876435001	2.6098880451813833	2.4467131097941928
1.8	1.8	738.976711732	2.698806133948977	2.538188807023008
1.9	1.9	809.2187358205002	2.7848622328244677	2.6264498981535263
2.0	2.0	879.460759909	2.86831807353574	2.711815870360717
2.1	2.1	1139.9012738891	2.9493975204995184	2.7945561876127396
2.2	2.2	1400.3417878692003	3.0282938666491113	2.8749006808507533
2.3	2.3	1660.782301849301	3.105175406838256	2.953047303034902
2.4	2.4	1921.222815829401	3.1801897633329874	3.0291680264173335
2.5	2.5	2181.6633298095003	3.253467290153408	3.103413400982312
2.6	2.6	2442.1038437896004	3.3251237861243217	3.175916129262302
2.7	2.7	2702.544357769701	3.3952626814129934	3.2467939060708146
2.8	2.8	2962.984871749801	3.463976817691891	3.316151700476644
2.9	2.9	3223.4253857299013	3.5313499108603033	3.3840836087527792
3.0	3.0	3483.86589971	3.597457763072707	3.450674373228624
3.1	3.1	3905.3539496120006	3.662369274802112	3.5160006380421396
3.2	3.2	4326.841999514001	3.7261472959359243	3.5801319955757163
3.3	3.3	4748.330049416001	3.7888493462006854	3.643131864800247
3.4	3.4	5169.818099318001	3.85052822868153	3.7050582334666546
3.5	3.5	5591.30614922	3.9112325552468064	3.7659642891362277
3.6	3.6	6012.7941991220005	3.971007198890572	3.825898958784131
3.7	3.7	6434.282249024001	4.029893685067435	3.884907372691727
3.8	3.8	6855.770298926001	4.087930531801278	3.9430312652418955
3.9	3.9	7277.2583488280015	4.145153546545366	4.000309322816675
4.0	4.0	7698.74639873	4.201596086341416	4.0567774871006375
4.1	4.1	8525.038724787004	4.257289286683183	4.112469220593513
4.2	4.2	9351.331050844	4.312262263572559	4.16741573994022
4.3	4.3	10177.623376901	4.366542292513785	4.221646221727391
4.4	4.4	11003.915702958004	4.420154967587503	4.275187984621095
4.5	4.5	11830.208029015	4.47312434325203	4.328066651091317
4.6	4.6	12656.500355072005	4.5254730611129235	4.380306291454739
4.7	4.7	13482.792681129002	4.577222463565701	4.431929552545224
4.8	4.8	14309.085007186006	4.628392695937403	4.482957772972774
4.9	4.9	15135.377333243005	4.6790027985199005	4.533411086642584
5.0	5.0	15961.6696593	4.729070789692357	4.583308515964815
5.094838224	5.094838224	16953.3187318	4.776069035285301	4.630133118100679
