	depth	storage	outflow_rect	outflow_circ
0.0	0.0	0.0	0.0	0.0
0.1	0.1	14.730454976599988	0.0	0.0
0.2	0.2	29.4609099532	0.01897957479043195	0.01846277979244767
0.3	0.3	44.1913649298	0.05673247734394118	0.07100076243266115
0.4	0.4	58.9218199064	0.18927817608549377	0.1368686962919609
0.5	0.5	73.652274883	0.21901965146995542	0.17508476989698932
0.6	0.6	88.3827298596	0.24510614604431935	0.20345555928874368
0.7	0.7	103.1131848362	0.2686390715801114	0.22826068175215408
0.8	0.8	117.8436398128	0.2902533813183768	0.25059343056286487
0.9	0.9	132.57409478940002	0.3103562330620341	0.27107755490073016
1.0	1.0	147.304549766	0.32922774175170166	0.2901103216600958
1.1	1.1	152.0781068493	0.3470705897122282	0.30796371484592355
1.113897591	1.113897591	195.040120599	0.34947797165001904	0.3103633140181683
