	depth	storage	outflow_rect	outflow_circ
0.0	0.0	0.0	0.0	0.0
0.1	0.1	208.96844081799983	0.0	0.0
0.2	0.2	417.936881636	0.2372446848803994	0.06836082608740189
0.3	0.3	626.905322454	0.7091559667992647	0.29667722485235054
0.4	0.4	835.8737632720001	1.3448285935806095	0.6891578549296992
0.5	0.5	1044.84220409	2.0704990680471216	1.170340744619199
0.6	0.6	1253.810644908	2.923752189842596	1.852115800999047
0.7	0.7	1462.7790857260004	3.882994457055533	2.6902072570810076
0.8	0.8	1671.747526544	4.893132262964541	3.5646308255879036
0.9	0.9	1880.715967362	5.978261053447566	4.6460834746629756
1.0	1.0	2089.68440818	7.133516320381099	5.857500617439718
1.1	1.1	3066.8925383820024	8.354873814217662	7.082287470881148
1.2	1.2	4044.1006685840034	9.638932139866244	8.531436772095283
1.3	1.3	5021.308798786003	10.982766847574974	10.097061640059575
1.4	1.4	5998.516928988001	12.38382834360786	11.636930696398661
1.5	1.5	6975.725059190001	13.839868017539615	13.413571201759114
1.6	1.6	7952.933189392002	15.348883282630448	15.292020728699518
1.7	1.7	8930.141319594002	16.909075722384824	17.10865541748679
1.8	1.8	9907.349449796002	18.518818578036218	19.16889874295489
1.9	1.9	10884.557579998003	20.176631055385528	21.314784790018592
2.0	2.0	11861.7657102	21.881157714820265	23.36600715386146
2.1	2.1	15826.559317190004	23.631151719964897	25.661224421105345
2.2	2.2	19791.35292418001	45.91469175117677	28.02393910554449
2.3	2.3	23756.14653117001	48.08654404620627	30.262482536132534
2.4	2.4	27720.94013816001	50.130426305015	32.73769346617757
2.5	2.5	31685.73374515	52.07211178404719	35.25951243158064
2.6	2.6	35650.52735214	53.92859140814828	37.63106176451736
2.7	2.7	39615.32095913	55.71204475775066	40.22228423104946
2.8	2.8	43580.114566120006	57.43168320392859	50.489123778925766
2.9	2.9	47544.90817311001	59.09473974661869	52.43423875216456
3.0	3.0	51509.7017801	60.707054540151766	54.28778249013776
3.1	3.1	59529.71970719002	62.27344612361215	56.06498783142593
3.2	3.2	67549.73763428003	63.797959445897064	57.776555786113796
3.3	3.3	75569.75556137002	65.28403852339905	59.43052664345133
3.4	3.4	83589.77348846004	66.73465067849644	61.033208367779544
3.5	3.5	91609.79141555	68.1523784100433	62.58970302376833
3.6	3.6	99629.80934264002	69.53948890158263	64.104232599281
3.7	3.7	107649.82726973	70.89798764532732	65.58035367486939
3.8	3.8	115669.84519682002	72.22966051266056	67.02110567637662
3.9	3.9	123689.86312391008	73.53610724710093	68.42911710153257
4.0	4.0	131709.881051	74.81876847407169	69.80668392653168
4.1	4.1	144691.89200900006	76.07894773250095	71.15582891121447
4.2	4.2	157673.90296700006	77.31782962994455	72.4783473866107
4.3	4.3	170655.91392499994	78.53649494103819	73.77584322977961
4.4	4.4	183637.92488300003	79.73593326837351	75.04975755889794
4.5	4.5	196619.935841	80.91705373956479	76.30139192525537
4.6	4.6	209601.94679900008	82.08069410744396	77.53192727633983
4.7	4.7	222583.95775700003	83.2276285407081	78.74243962178103
4.8	4.8	235565.9687150001	84.35857433226575	79.93391309533266
4.9	4.9	248547.97967300005	85.4741977066715	81.10725093652717
5.0	5.0	261529.990631	86.57511887266304	82.26328479301516
5.097868393	5.097868393	276416.520374	87.63889372365271	83.37866053686432
