gen_num,diversity_within
0,0.019675097849417112
1,0.01888896322561941
2,0.01720756062767475
3,0.020266739372458136
4,0.0161715094134291
5,0.01654782725682766
6,0.01610025579845661
7,0.016413294985186948
8,0.017194279286517757
9,0.017152930009717734
10,0.017333179670392992
11,0.0182333284904838
12,0.019515513001621933
13,0.020834490805044726
14,0.018964604973683477
15,0.01904761904761905
16,0.018905362949898034
17,0.01950097230971488
18,0.018697820810327812
19,0.017947294022617126
20,0.017218219562828183
21,0.01804768152897779
22,0.017217231720274315
23,0.018039235985299447
24,0.019404557298885624
25,0.019611683079677707
26,0.019468531468531468
27,0.01973795674027221
28,0.018929950962934552
29,0.019062618801933415
30,0.0182716311680034
31,0.01876284200281172
32,0.019882669132734156
33,0.02075122417293682
34,0.020819122749784987
35,0.020673835979624057
36,0.019276635146889643
37,0.01924241590045697
38,0.019004253462754934
39,0.018361092604930046
40,0.020159669174659698
41,0.01943269957718478
42,0.01919164146274402
43,0.01934381606000058
44,0.019560330482001575
45,0.01873458415320234
46,0.017332617532019326
47,0.016821823445728405
48,0.015904172328753335
49,0.015905111828964563
50,0.015058654536748864
51,0.01648866892419901
52,0.016546780875886433
53,0.016475914979247892
54,0.017439069916271133
55,0.017706293706293705
56,0.01816909294512878
57,0.01615105835390514
58,0.017381553125876085
59,0.017632884479092843
60,0.01782435524420214
61,0.016716095982744674
62,0.018072817663401082
63,0.01829197922677438
64,0.017405824583250785
65,0.016923244895730976
66,0.019055778775703143
67,0.019575414962713495
68,0.0182693669451919
69,0.01782905086523335
70,0.017069587284626687
71,0.017394158188382015
72,0.018240373927665518
73,0.01711738809439173
74,0.017230871516427503
75,0.01676586247210118
76,0.016236966332935622
77,0.016801257384423608
78,0.01745608787862309
79,0.017178109876083605
80,0.016514910381173524
81,0.01669577725264564
82,0.016799772556925382
83,0.01648492953399856
84,0.01697872451238249
85,0.017008935569838533
86,0.01722858354537744
87,0.017030815211790166
88,0.016875991366981303
89,0.017053367317444886
90,0.01746284501061571
91,0.017144074113512937
92,0.016816592371139524
93,0.016824837666605325
94,0.016038940312799232
95,0.015924405137923772
96,0.016326208691537187
97,0.016280837899483522
98,0.01586024296542415
99,0.01614890885750963
100,0.015813081270114798
101,0.016131830008673027
102,0.01667809001599269
103,0.016790459253059945
104,0.016865758038204493
105,0.016562668515522686
106,0.01609002517151177
107,0.016035888665823977
108,0.015525339925834363
109,0.015151881883093308
110,0.015087953472851218
111,0.015098173569926517
112,0.015074172598077983
113,0.015278011693092414
114,0.015042132457686458
115,0.01557007772662013
116,0.015321125855635456
117,0.015849786685187023
118,0.015958378148527977
119,0.015313711624277597
120,0.0155633440356854
121,0.015289620699794178
122,0.014669748205814378
123,0.01467254868507641
124,0.015552837206980053
125,0.014937579679118658
126,0.015168349355103618
127,0.014779031949493017
128,0.015619567916563198
129,0.015295515295515295
130,0.015558593264570647
131,0.016531094200997114
132,0.01475799796106607
133,0.014301978084531094
134,0.015067544163491514
135,0.014657165328058342
136,0.014234627531116479
137,0.014063880236180203
138,0.014971942724458204
139,0.014612831594279029
140,0.014524679851848266
141,0.014436397219656831
142,0.013775008199409643
143,0.014536304114140525
144,0.014351502156380206
145,0.014818118743185648
146,0.0147705078125
147,0.014648672013832189
148,0.014192443045008335
149,0.014663537154886636
150,0.014819524601389024
151,0.014276349333527569
152,0.014483627204030227
153,0.014599761051373955
154,0.014407506191655553
155,0.014157886129476906
156,0.014620892910593816
157,0.014476049974643862
158,0.014388320345507464
159,0.01445176752546435
160,0.013704030051477066
161,0.014100037537537538
162,0.014282347395710581
163,0.0141294653335211
164,0.014389170256070432
165,0.014256524565802916
166,0.01431941102189607
167,0.014404887792268829
168,0.01436086025509729
169,0.014075495841330775
170,0.013687746856131111
171,0.013972191930207198
172,0.013843409137101692
173,0.013700773322605159
174,0.014226813465633637
175,0.013322951812440522
176,0.013739003257473353
177,0.014135304659498207
178,0.013639813509704
179,0.014050582095543959
180,0.014265367485813758
181,0.01468655615244507
182,0.013945712903083895
183,0.014011314300749901
184,0.014312998539489944
185,0.013964502279467092
186,0.013689446366782007
187,0.013811368660669336
188,0.014229106628242075
189,0.013587014482861592
190,0.013310470474761547
191,0.01321681666014521
192,0.01330438299593418
193,0.0134648919497605
194,0.014114326040931546
195,0.014009870590643408
196,0.014020825721592986
197,0.013926376193608384
198,0.014033551479399022
199,0.014745532199183986
200,0.013890488585842298
