gen_num,diversity_within,total,num_of_new_from_prev_1,num_of_lost_from_prev_1,num_of_inherited_from_prev_1,perc_new_from_prev_1,perc_lost_from_prev_1,perc_inherited_from_prev_1
184,0.0143129985394899,637,23,25,614.0,3.610675039246468,3.924646781789639,96.38932496075353
185,0.013964502279467,631,17,23,614.0,2.6941362916006337,3.6450079239302693,97.30586370839937
186,0.013689446366782,633,26,24,607.0,4.107424960505529,3.7914691943127963,95.89257503949447
187,0.0138113686606693,631,22,24,609.0,3.4865293185419968,3.803486529318542,96.513470681458
188,0.014229106628242,632,19,18,613.0,3.0063291139240507,2.848101265822785,96.99367088607595
189,0.0135870144828615,637,25,20,612.0,3.924646781789639,3.1397174254317113,96.07535321821037
190,0.0133104704747615,621,24,40,597.0,3.864734299516908,6.4412238325281805,96.13526570048309
191,0.0132168166601452,608,16,29,592.0,2.6315789473684212,4.769736842105263,97.36842105263158
192,0.0133043829959341,625,30,13,595.0,4.8,2.08,95.2
193,0.0134648919497605,610,20,35,590.0,3.278688524590164,5.737704918032787,96.72131147540983
194,0.0141143260409315,620,21,11,599.0,3.3870967741935485,1.7741935483870968,96.61290322580645
195,0.0140098705906434,616,19,23,597.0,3.0844155844155843,3.7337662337662336,96.91558441558442
196,0.0140208257215929,614,27,29,587.0,4.397394136807818,4.723127035830619,95.60260586319218
197,0.0139263761936083,614,36,36,578.0,5.863192182410423,5.863192182410423,94.13680781758957
198,0.014033551479399,609,29,34,580.0,4.761904761904762,5.582922824302135,95.23809523809524
199,0.0147455321991839,618,40,31,578.0,6.472491909385114,5.016181229773463,93.52750809061489
200,0.0138904885858422,0,0,0,,,,
