gen_num,diversity_within
0,0.022869325064198847
1,0.02023926932807341
2,0.02241109159109254
3,0.021168347415281185
4,0.019912164755041997
5,0.01953696531543162
6,0.018443709960419472
7,0.017814486416454108
8,0.01837206472806911
9,0.018299735624586914
10,0.01687948922585794
11,0.016597510373443983
12,0.017542479546884832
13,0.01858832705056545
14,0.01766269398953957
15,0.016187475384009452
16,0.01644290239855182
17,0.016450286267236512
18,0.015014018002065812
19,0.01583657587548638
20,0.01540783377790257
21,0.015361434713902465
22,0.015249886758266646
23,0.014672560454663645
24,0.014318159375925742
25,0.014204034665036499
26,0.014455751735049803
27,0.013701042547196394
28,0.014795564795564795
29,0.01484292800240493
30,0.014389799635701275
31,0.013717967279571449
32,0.015020947579958446
33,0.014895577395577396
34,0.013685869876755517
35,0.014155824955647546
36,0.014410756481512297
37,0.01380069737566526
38,0.013722951729239874
39,0.012853736913029958
40,0.01390829623371137
41,0.014162221813500093
42,0.014686248331108143
43,0.013609802073515552
44,0.016061373341899398
45,0.014219274168953949
46,0.014171287738755391
47,0.01527414601751546
48,0.015458266335331093
49,0.013374260030695024
50,0.012444941620639027
51,0.013100436681222707
52,0.01443179097842071
53,0.0144210485943313
54,0.013042548642292068
55,0.013508012286739942
56,0.015233872121298812
57,0.013972950758424868
58,0.01328429096882477
59,0.012881712881712882
60,0.015650859897819672
61,0.013394679232681533
62,0.01360344130298908
63,0.013443413458025863
64,0.01374809514344398
65,0.014121436865565419
66,0.01247855773435135
67,0.013803456356180433
68,0.015123609832117305
69,0.015678883631405887
70,0.01531571160075179
71,0.014672598142511512
72,0.015871207806507956
73,0.014921712113159723
74,0.014201046798029556
75,0.013784699744868817
76,0.016025401568920433
77,0.013972934316206404
78,0.013791047001379104
79,0.013016678752719361
80,0.014381946783428764
81,0.01466583676962577
82,0.01475283941635342
83,0.013289860722259631
84,0.015622744984846297
85,0.014347095086867177
86,0.01429958183990442
87,0.013218207014177592
88,0.014630477883366378
89,0.01445810139350693
90,0.013741685549301951
91,0.013002648687695642
92,0.014920744314266023
93,0.013739695228578565
94,0.013114526593345593
95,0.014626664671554691
96,0.016511672044031124
97,0.014692307692307692
98,0.01313451555586524
99,0.013874788494077835
100,0.015248366246473593
101,0.014866826187580905
