gen_num,diversity_within,total,num_of_new_from_prev_1,num_of_lost_from_prev_1,num_of_kept_from_prev_1,num_of_inherited_from_prev_1,perc_new_from_prev_1,perc_lost_from_prev_1,perc_inherited_from_prev_1
22,0.0152498867582666,404,16,30,0,388.0,3.9603960396039604,7.425742574257426,96.03960396039604
23,0.0146725604546636,395,14,23,0,381.0,3.5443037974683542,5.822784810126582,96.45569620253164
24,0.0143181593759257,435,51,11,0,384.0,11.724137931034482,2.528735632183908,88.27586206896552
25,0.0142040346650364,395,5,45,0,390.0,1.2658227848101267,11.39240506329114,98.73417721518987
26,0.0144557517350498,402,26,19,0,376.0,6.467661691542289,4.72636815920398,93.53233830845771
27,0.0137010425471963,389,13,26,0,376.0,3.341902313624679,6.683804627249358,96.65809768637533
28,0.0147955647955647,427,50,12,0,377.0,11.7096018735363,2.810304449648712,88.2903981264637
29,0.0148429280024049,395,12,44,0,383.0,3.037974683544304,11.139240506329115,96.9620253164557
30,0.0143897996357012,395,25,25,0,370.0,6.329113924050633,6.329113924050633,93.67088607594937
31,0.0137179672795714,379,16,32,0,363.0,4.221635883905013,8.443271767810026,95.77836411609499
32,0.0150209475799584,441,71,9,0,370.0,16.099773242630384,2.0408163265306123,83.90022675736961
33,0.0148955773955773,388,5,58,0,383.0,1.288659793814433,14.948453608247423,98.71134020618557
34,0.0136858698767555,382,23,29,0,359.0,6.020942408376963,7.591623036649215,93.97905759162303
35,0.0141558249556475,383,32,31,0,351.0,8.355091383812011,8.093994778067884,91.64490861618799
36,0.0144107564815122,433,61,11,0,372.0,14.087759815242494,2.540415704387991,85.91224018475751
37,0.0138006973756652,376,8,65,0,368.0,2.127659574468085,17.28723404255319,97.87234042553192
38,0.0137229517292398,371,20,25,0,351.0,5.390835579514825,6.738544474393531,94.60916442048517
39,0.0128537369130299,372,30,29,0,342.0,8.064516129032258,7.795698924731183,91.93548387096774
40,0.0139082962337113,428,67,11,0,361.0,15.654205607476635,2.5700934579439254,84.34579439252336
41,0.0141622218135,385,10,53,0,375.0,2.5974025974025974,13.766233766233766,97.40259740259741
42,0.0146862483311081,385,33,33,0,352.0,8.571428571428571,8.571428571428571,91.42857142857143
43,0.0136098020735155,361,18,42,0,343.0,4.986149584487535,11.634349030470915,95.01385041551247
44,0.0160613733418993,425,72,8,0,353.0,16.941176470588236,1.8823529411764706,83.05882352941177
45,0.0142192741689539,373,12,64,0,361.0,3.2171581769436997,17.158176943699733,96.7828418230563
46,0.0141712877387553,368,27,32,0,341.0,7.336956521739131,8.695652173913043,92.66304347826087
47,0.0152741460175154,368,30,30,0,338.0,8.152173913043478,8.152173913043478,91.84782608695652
48,0.015458266335331,423,69,14,0,354.0,16.31205673758865,3.309692671394799,83.68794326241135
49,0.013374260030695,366,14,71,0,352.0,3.8251366120218577,19.398907103825138,96.17486338797814
50,0.012444941620639,356,31,41,0,325.0,8.707865168539326,11.51685393258427,91.29213483146067
51,0.0131004366812227,363,35,28,0,328.0,9.641873278236915,7.7134986225895315,90.35812672176309
52,0.0144317909784207,422,72,13,0,350.0,17.061611374407583,3.080568720379147,82.93838862559242
53,0.0144210485943313,376,10,56,0,366.0,2.6595744680851063,14.893617021276595,97.34042553191489
54,0.013042548642292,366,24,34,0,342.0,6.557377049180328,9.289617486338798,93.44262295081967
55,0.0135080122867399,365,31,32,0,334.0,8.493150684931507,8.767123287671232,91.5068493150685
56,0.0152338721212988,426,74,13,0,352.0,17.370892018779344,3.051643192488263,82.62910798122066
57,0.0139729507584248,374,10,62,0,364.0,2.6737967914438503,16.577540106951872,97.32620320855615
58,0.0132842909688247,372,28,30,0,344.0,7.526881720430108,8.064516129032258,92.47311827956989
59,0.0128817128817128,367,24,29,0,343.0,6.539509536784741,7.901907356948229,93.46049046321527
60,0.0156508598978196,435,75,7,0,360.0,17.24137931034483,1.6091954022988506,82.75862068965517
61,0.0133946792326815,361,4,78,0,357.0,1.10803324099723,21.606648199445985,98.89196675900277
62,0.013603441302989,370,31,22,0,339.0,8.378378378378379,5.945945945945946,91.62162162162163
63,0.0134434134580258,368,27,29,0,341.0,7.336956521739131,7.880434782608695,92.66304347826087
64,0.0137480951434439,415,61,14,0,354.0,14.698795180722891,3.3734939759036147,85.3012048192771
65,0.0141214368655654,377,17,55,0,360.0,4.5092838196286475,14.588859416445624,95.49071618037135
66,0.0124785577343513,371,31,37,0,340.0,8.355795148247978,9.973045822102426,91.64420485175202
67,0.0138034563561804,377,34,28,0,343.0,9.018567639257295,7.427055702917772,90.9814323607427
68,0.0151236098321173,427,61,11,0,366.0,14.285714285714286,2.576112412177986,85.71428571428571
69,0.0156788836314058,391,14,50,0,377.0,3.580562659846547,12.787723785166241,96.41943734015345
70,0.0153157116007517,383,29,37,0,354.0,7.5718015665796345,9.660574412532638,92.42819843342036
71,0.0146725981425115,376,25,32,0,351.0,6.648936170212766,8.51063829787234,93.35106382978724
72,0.0158712078065079,418,57,15,0,361.0,13.636363636363637,3.588516746411483,86.36363636363636
73,0.0149217121131597,365,17,70,0,348.0,4.657534246575342,19.17808219178082,95.34246575342466
74,0.0142010467980295,369,30,26,0,339.0,8.130081300813009,7.046070460704607,91.869918699187
75,0.0137846997448688,362,25,32,0,337.0,6.906077348066298,8.839779005524862,93.0939226519337
76,0.0160254015689204,429,76,9,0,353.0,17.715617715617714,2.097902097902098,82.28438228438229
77,0.0139729343162064,381,14,62,0,367.0,3.674540682414698,16.27296587926509,96.3254593175853
78,0.0137910470013791,370,31,42,0,339.0,8.378378378378379,11.35135135135135,91.62162162162163
79,0.0130166787527193,359,29,40,0,330.0,8.07799442896936,11.142061281337048,91.92200557103064
80,0.0143819467834287,427,76,8,0,351.0,17.798594847775174,1.873536299765808,82.20140515222482
81,0.0146658367696257,377,14,64,0,363.0,3.713527851458886,16.97612732095491,96.28647214854111
82,0.0147528394163534,365,20,32,0,345.0,5.47945205479452,8.767123287671232,94.52054794520548
83,0.0132898607222596,375,30,20,0,345.0,8.0,5.333333333333333,92.0
84,0.0156227449848462,433,68,10,0,365.0,15.704387990762125,2.3094688221709005,84.29561200923787
85,0.0143470950868671,384,12,61,0,372.0,3.125,15.885416666666666,96.875
86,0.0142995818399044,383,23,24,0,360.0,6.005221932114883,6.266318537859008,93.99477806788512
87,0.0132182070141775,372,18,29,0,354.0,4.838709677419355,7.795698924731183,95.16129032258064
88,0.0146304778833663,428,66,10,0,362.0,15.42056074766355,2.336448598130841,84.57943925233644
89,0.0144581013935069,387,13,54,0,374.0,3.359173126614987,13.953488372093023,96.64082687338501
90,0.0137416855493019,376,16,27,0,360.0,4.25531914893617,7.180851063829787,95.74468085106383
91,0.0130026486876956,378,23,21,0,355.0,6.084656084656085,5.555555555555555,93.91534391534391
92,0.014920744314266,433,67,12,0,366.0,15.473441108545035,2.771362586605081,84.52655889145497
93,0.0137396952285785,385,7,55,0,378.0,1.8181818181818181,14.285714285714286,98.18181818181819
94,0.0131145265933455,378,19,26,0,359.0,5.026455026455026,6.878306878306878,94.97354497354497
95,0.0146266646715546,391,27,14,0,364.0,6.90537084398977,3.580562659846547,93.09462915601023
96,0.0165116720440311,435,53,9,0,382.0,12.183908045977011,2.0689655172413794,87.816091954023
97,0.0146923076923076,382,13,66,0,369.0,3.4031413612565444,17.277486910994764,96.59685863874346
98,0.0131345155558652,377,25,30,0,352.0,6.63129973474801,7.957559681697613,93.36870026525199
99,0.0138747884940778,369,24,32,0,345.0,6.504065040650406,8.672086720867208,93.4959349593496
100,0.0152483662464735,427,69,11,0,358.0,16.159250585480095,2.576112412177986,83.8407494145199
101,0.0148668261875809,379,11,59,0,368.0,2.9023746701846966,15.567282321899736,97.0976253298153
