gen_num,diversity_within,total,num_of_new_from_prev_1,num_of_lost_from_prev_1,num_of_kept_from_prev_1,num_of_inherited_from_prev_1,perc_new_from_prev_1,perc_lost_from_prev_1,perc_inherited_from_prev_1
0,0.0228693250641988,472,0,0,0,,,,
1,0.0202392693280734,472,0,0,0,472.0,0.0,0.0,100.0
2,0.0224110915910925,472,0,0,0,472.0,0.0,0.0,100.0
3,0.0211683474152811,466,0,6,0,466.0,0.0,1.2875536480686696,100.0
4,0.0199121647550419,467,4,3,0,463.0,0.8565310492505354,0.6423982869379015,99.14346895074947
5,0.0195369653154316,454,0,13,0,454.0,0.0,2.8634361233480177,100.0
6,0.0184437099604194,452,3,5,0,449.0,0.6637168141592921,1.1061946902654867,99.33628318584071
7,0.0178144864164541,440,3,15,0,437.0,0.6818181818181818,3.409090909090909,99.31818181818181
8,0.0183720647280691,453,21,8,0,432.0,4.635761589403973,1.7660044150110374,95.36423841059603
9,0.0182997356245869,443,11,21,0,432.0,2.4830699774266365,4.74040632054176,97.51693002257336
10,0.0168794892258579,423,9,29,0,414.0,2.127659574468085,6.855791962174941,97.87234042553192
11,0.0165975103734439,420,14,17,0,406.0,3.3333333333333335,4.0476190476190474,96.66666666666667
12,0.0175424795468848,446,30,4,0,416.0,6.726457399103139,0.8968609865470852,93.27354260089686
13,0.0185883270505654,429,6,23,0,423.0,1.3986013986013985,5.361305361305361,98.6013986013986
14,0.0176626939895395,412,6,23,0,406.0,1.4563106796116505,5.58252427184466,98.54368932038835
15,0.0161874753840094,411,19,20,0,392.0,4.622871046228711,4.866180048661801,95.37712895377129
16,0.0164429023985518,436,39,14,0,397.0,8.944954128440367,3.2110091743119265,91.05504587155963
17,0.0164502862672365,408,8,36,0,400.0,1.9607843137254901,8.823529411764707,98.03921568627452
18,0.0150140180020658,407,12,13,0,395.0,2.9484029484029484,3.194103194103194,97.05159705159706
19,0.0158365758754863,407,21,21,0,386.0,5.15970515970516,5.15970515970516,94.84029484029485
20,0.0154078337779025,439,41,9,0,398.0,9.339407744874716,2.050113895216401,90.66059225512528
21,0.0153614347139024,418,6,27,0,412.0,1.4354066985645932,6.45933014354067,98.56459330143541
