gen_num,num_of_occurr,num_of_unique_res,max_res_in_subset,min_res_in_subset,avg_res_in_subset
0,20639.0,472,95,2,46.06919642857143
1,23321.0,472,96,3,52.05580357142857
2,21061.0,472,95,3,47.011160714285715
3,22014.0,466,96,3,49.138392857142854
4,23453.0,467,102,3,52.35044642857143
5,23238.0,454,103,3,51.870535714285715
6,24507.0,452,103,3,54.703125
7,24699.0,440,103,3,55.13169642857143
8,24657.0,453,107,3,55.03794642857143
9,24208.0,443,107,3,54.035714285714285
10,25060.0,423,107,3,55.9375
11,25305.0,420,108,3,56.484375
12,25424.0,446,113,3,56.75
13,23079.0,429,113,3,51.515625
14,23326.0,412,113,3,52.066964285714285
15,25390.0,411,115,3,56.674107142857146
16,26516.0,436,123,3,59.1875
17,24802.0,408,123,3,55.361607142857146
18,27108.0,407,123,3,60.50892857142857
19,25700.0,407,124,3,57.36607142857143
20,28492.0,439,130,3,63.598214285714285
21,27211.0,418,131,3,60.738839285714285
22,26492.0,404,132,3,59.13392857142857
23,26921.0,395,133,3,60.091517857142854
24,30381.0,435,133,3,67.81473214285714
25,27809.0,395,132,3,62.073660714285715
26,27809.0,402,132,3,62.073660714285715
27,28392.0,389,133,3,63.375
28,28860.0,427,121,3,64.41964285714286
29,26612.0,395,118,3,59.401785714285715
30,27450.0,395,118,3,61.27232142857143
31,27628.0,379,119,3,61.669642857142854
32,29359.0,441,120,3,65.53348214285714
33,26048.0,388,120,3,58.142857142857146
34,27912.0,382,121,3,62.30357142857143
35,27056.0,383,121,3,60.392857142857146
36,30047.0,433,122,3,67.06919642857143
37,27245.0,376,122,3,60.814732142857146
38,27035.0,371,123,3,60.345982142857146
39,28941.0,372,124,3,64.60044642857143
40,30773.0,428,126,3,68.68973214285714
41,27185.0,385,124,3,60.68080357142857
42,26215.0,385,122,3,58.515625
43,26525.0,361,122,3,59.207589285714285
44,26461.0,425,123,3,59.064732142857146
45,26232.0,373,124,3,58.55357142857143
46,25968.0,368,125,3,57.964285714285715
47,24093.0,368,125,3,53.779017857142854
48,27364.0,423,131,3,61.080357142857146
49,27366.0,366,130,3,61.08482142857143
50,28606.0,356,130,3,63.85267857142857
51,27709.0,363,131,3,61.85044642857143
52,29241.0,422,128,3,65.27008928571429
53,26073.0,376,128,3,58.198660714285715
54,28062.0,366,129,3,62.638392857142854
55,27021.0,365,127,3,60.314732142857146
56,27964.0,426,132,3,62.419642857142854
57,26766.0,374,133,3,59.745535714285715
58,28003.0,372,134,3,62.50669642857143
59,28490.0,367,133,3,63.59375
60,27794.0,435,135,3,62.04017857142857
61,26951.0,361,135,3,60.158482142857146
62,27199.0,370,134,3,60.71205357142857
63,27374.0,368,134,3,61.10267857142857
64,30186.0,415,138,3,67.37946428571429
65,26697.0,377,139,3,59.591517857142854
66,29731.0,371,134,3,66.36383928571429
67,27312.0,377,134,3,60.964285714285715
68,28234.0,427,134,3,63.02232142857143
69,24938.0,391,135,3,55.66517857142857
70,25007.0,383,134,3,55.81919642857143
71,25626.0,376,131,3,57.200892857142854
72,26337.0,418,133,3,58.78794642857143
73,24461.0,365,134,3,54.60044642857143
74,25984.0,369,135,3,58.0
75,26261.0,362,135,3,58.61830357142857
76,26770.0,429,138,3,59.754464285714285
77,27267.0,381,139,3,60.863839285714285
78,26829.0,370,139,3,59.886160714285715
79,27580.0,359,139,3,61.5625
80,29690.0,427,143,3,66.27232142857143
81,25706.0,377,144,2,57.379464285714285
82,24741.0,365,144,5,55.22544642857143
83,28217.0,375,145,5,62.984375
84,27716.0,433,145,5,61.86607142857143
85,26765.0,384,145,5,59.74330357142857
86,26784.0,383,146,5,59.785714285714285
87,28143.0,372,146,5,62.81919642857143
88,29254.0,428,147,7,65.29910714285714
89,26767.0,387,146,7,59.747767857142854
90,27362.0,376,146,7,61.075892857142854
91,29071.0,378,146,7,64.890625
92,29020.0,433,148,7,64.77678571428571
93,28021.0,385,148,7,62.546875
94,28823.0,378,149,7,64.33705357142857
95,26732.0,391,147,7,59.669642857142854
96,26345.0,435,138,7,58.80580357142857
97,26000.0,382,138,7,58.035714285714285
98,28703.0,377,136,7,64.06919642857143
99,26595.0,369,136,8,59.363839285714285
100,28003.0,427,139,8,62.50669642857143
101,25493.0,379,139,8,56.904017857142854
