gen_num,diversity_within
0,0.045631825
1,0.042035398
2,0.039093298
3,0.038961039
4,0.038005923
5,0.038873531
6,0.041931385
7,0.039131921
8,0.032918013
9,0.03847493
10,0.038243869
11,0.033492823
12,0.036591741
13,0.041466346
14,0.040203747
15,0.035202761
16,0.029743269
17,0.03060704
18,0.034802784
19,0.033616619
20,0.036051026
21,0.035202323
22,0.032274678
23,0.032942775
24,0.03652968
25,0.035525446
26,0.033854586
27,0.031977698
28,0.030949208
29,0.03575455
30,0.031336138
31,0.031684927
32,0.034452555
33,0.035100711
34,0.033560161
35,0.030013831
36,0.030881142
37,0.035146699
38,0.031624058
39,0.030569639
40,0.032345785
41,0.032334268
42,0.028807758
43,0.025551522
44,0.028677789
45,0.030706244
46,0.029803598
47,0.028054536
48,0.030256607
49,0.030863339
50,0.030539578
51,0.029349829
52,0.027979786
53,0.029283329
54,0.028509883
55,0.028294574
56,0.027614571
57,0.029673219
58,0.02889968
59,0.025029797
60,0.027398871
61,0.03016272
62,0.026071638
63,0.025768535
64,0.026456155
65,0.027822121
66,0.026781762
67,0.02250074
68,0.025309809
69,0.026809651
70,0.025054705
71,0.02499199
72,0.023920201
73,0.026516371
74,0.027188628
75,0.027752708
76,0.025336041
77,0.0255
78,0.027612987
79,0.02647764
80,0.023924731
81,0.024559376
82,0.025922131
83,0.024397442
84,0.02421868
85,0.024353264
86,0.024139557
87,0.024796553
88,0.023279876
89,0.024922965
90,0.023687752
91,0.025107336
92,0.022822244
93,0.024873412
94,0.022008253
95,0.021114
96,0.022674328
97,0.023313972
98,0.024535056
99,0.021948866
100,0.021648369
