subsetID,Q_peak,Qpeak_reduction,cost,floodedArea
_500002,161.38812255859375,3.24542236328125,19570.153543410255,14376.871271
_500312,135.2980194091797,29.335525512695312,2485354.21364941,296002.41911358986
_500297,138.30999755859375,26.32354736328125,1686546.727017401,212562.76648924
_500296,138.93885803222656,25.694686889648438,1556453.8267476473,210671.44850504003
_500295,139.42466735839844,25.208877563476562,1514635.4465696416,216035.08479719996
_500298,138.2354278564453,26.398117065429688,1784153.5788451924,233023.67544184002
_500311,135.36181640625,29.271728515625,2325800.722056565,278203.12108159
_500292,140.01307678222656,24.620468139648438,1415264.9837859692,456359.06396098004
_500307,135.97402954101562,28.659515380859375,2147050.0558626195,264306.12777559
_500306,136.59005737304688,28.043487548828125,2129152.8133212016,267840.56751574995
_500017,156.30763244628906,8.325912475585938,74596.76974099259,48703.8986599
_500009,158.21031188964844,6.4232330322265625,51007.24963732571,48208.0861992
_500308,135.87937927246094,28.754165649414062,2226796.9218167383,272395.58759108995
_500006,160.12185668945312,4.511688232421875,29576.985598111867,23711.159387199998
_500008,159.09616088867188,5.537384033203125,50283.311553621,36784.8119848
_500301,138.04049682617188,26.593048095703125,1988742.079733379,248146.36896408995
_500305,136.85980224609375,27.77374267578125,2069521.8156596886,255431.16874199003
_500303,137.7302703857422,26.903274536132812,2025644.3497252334,248056.45419154997
_500304,137.24588012695312,27.387664794921875,2059661.0843864172,273212.94673704
_500300,138.06744384765625,26.56610107421875,1877994.667195216,273629.0613889
_500046,153.438720703125,11.19482421875,145003.96003354422,90348.025603
_500007,159.47068786621094,5.1628570556640625,34927.881047780815,26161.4379442
_500040,153.8477325439453,10.785812377929688,134855.55445795006,86211.37311200002
_500309,135.83929443359375,28.79425048828125,2271147.9963805964,273996.43414938997
_500299,138.126708984375,26.5068359375,1874944.6580472148,273518.69235800003
_500110,147.78451538085938,16.849029541015625,366625.52049532096,154372.0559439
_500113,147.3578338623047,17.275711059570312,393974.3851709992,168460.3831639
_500310,135.4410858154297,29.192459106445312,2295570.2375399563,277311.6318206499
_500019,155.9119110107422,8.721633911132812,90584.6124740773,81674.62568100002
_500015,157.2176971435547,7.4158477783203125,69405.79913359485,61154.182515199995
_500010,157.72213745117188,6.911407470703125,60739.08097692059,60516.745213199996
_500102,148.70057678222656,15.932968139648438,317596.9146927105,138666.02720399998
_500059,151.75302124023438,12.880523681640625,180345.08519907267,79293.7630109
_500240,141.1934814453125,23.4400634765625,985636.3919866546,242696.56007099999
_500049,152.71719360351562,11.916351318359375,150041.1820406043,69788.91892689999
_500005,160.81820678710938,3.815338134765625,26820.6768153887,22331.287184999997
_500168,143.8570098876953,20.776535034179688,633298.3168974567,164787.1599422
_500108,148.0843048095703,16.549240112304688,355137.0970495016,140978.74067299996
_500021,155.5157470703125,9.1177978515625,98262.26566483622,76263.72941300001
_500080,150.71437072753906,13.919174194335938,229755.22646282884,125832.39231799998
_500099,149.18881225585938,15.444732666015625,307738.6487539141,131072.831965
_500073,151.275390625,13.358154296875,214263.81537595336,111796.295711
_500092,149.79005432128906,14.843490600585938,278121.67312639847,124642.1059739
_500088,150.33999633789062,14.293548583984375,253866.79773731274,113781.09723399999
_500058,152.41262817382812,12.220916748046875,178447.44843461705,89413.3138179
_500039,154.4753875732422,10.158157348632812,129630.59150870432,106441.331189
_500078,150.91505432128906,13.718490600585938,226358.6615601176,119327.25137999999
_500033,154.8369140625,9.796630859375,118271.01978566361,86065.602415
_500302,137.92276000976562,26.710784912109375,1996156.7620921254,253985.10096759
_500174,143.6600799560547,20.973464965820312,659075.0976549073,170589.16751419997
_500141,145.1131134033203,19.520431518554688,516808.0109960831,151507.843987
_500115,147.08473205566406,17.548812866210938,402199.9600994587,123178.55078
_500210,142.2418670654297,22.391677856445312,789888.9052906978,189569.92193120002
_500291,140.0167694091797,24.616775512695312,1400580.6281929621,448295.2524550801
_500219,141.89105224609375,22.74249267578125,845762.4813339924,219296.67846899998
_500246,141.05384826660156,23.579696655273438,1024867.3765027786,253947.67285349997
_500097,149.46701049804688,15.166534423828125,301175.6850801893,140328.48106957998
_500149,144.83387756347656,19.799667358398438,552735.0977540193,167410.59005929995
_500213,142.1217498779297,22.511795043945312,822825.8426986295,202077.43439699998
_500150,144.64456176757812,19.988983154296875,573239.1153549794,133268.3765912
_510000,152.29266357421875,12.34088134765625,456871.614624461,61988.031490789996
_510001,140.461181640625,24.17236328125,1123158.3699945824,303985.78310550004
_510002,138.49630737304688,26.137237548828125,1862561.9362490142,268495.1175854
_510003,154.13998413085938,10.493560791015625,625027.7440365092,148064.01907508
_510004,146.41221618652344,18.221328735351562,598185.7600540579,183154.528688
_510005,144.79901123046875,19.83453369140625,573205.0390125499,169090.00035279995
_510006,160.45040893554688,4.183135986328125,142615.91770898626,21543.542396999997
_510007,142.47665405273438,22.156890869140625,773794.9049724468,188501.14101959998
_510008,155.07191467285156,9.561630249023438,324039.6526091886,73659.72908673002
_510009,151.98423767089844,12.649307250976562,216599.0829840853,89057.18607079999
_510010,147.2459716796875,17.3875732421875,704319.8297294284,105970.62543310001
_510011,153.02532958984375,11.60821533203125,685231.1725998955,170699.9780996
_510012,139.91775512695312,24.715789794921875,1326220.5817648876,401103.89018060005
_510013,141.65164184570312,22.981903076171875,996341.8195100974,274326.05140149995
_510014,148.5718231201172,16.061721801757812,567343.1139857116,173823.92070100002
_510015,142.0977325439453,22.535812377929688,1119074.7633397,382397.41644500004
_510016,142.24639892578125,22.38714599609375,829783.2356756346,246361.27505148
_510017,137.25323486328125,27.38031005859375,2184000.352998416,271537.01714009
_510018,157.63841247558594,6.9951324462890625,100836.24556202546,51880.96707669999
_510019,152.5663604736328,12.067184448242188,709950.2673361616,177354.51120327
_510020,160.652587890625,3.98095703125,54494.77243895931,29924.60525
_510021,154.0296173095703,10.603927612304688,154058.81617199266,81987.97137999999
_510022,144.1582794189453,20.475265502929688,902067.6963868144,181644.0342984
_510023,137.68312072753906,26.950424194335938,1999884.7075274123,255427.73673638998
_510024,139.70494079589844,24.928604125976562,1343183.1718076882,417481.57144910004
_510025,152.09222412109375,12.54132080078125,745772.8350216394,178777.34551376998
_510026,155.8255615234375,8.8079833984375,345142.5472179339,102884.49295487
_510027,146.9215545654297,17.711990356445312,443756.6931399475,199720.57389698
_510028,145.28506469726562,19.348480224609375,555996.5943495817,154651.647363
_510029,140.69068908691406,23.942855834960938,1132550.238575752,293470.03288430005
_510030,143.55963134765625,21.07391357421875,1052222.4114130654,160028.1513226
_510031,140.18670654296875,24.44683837890625,1318222.538973618,394089.33616352006
_510032,140.67984008789062,23.953704833984375,1238959.5056519723,353884.1174333
_510033,160.1912841796875,4.4422607421875,244980.7414508256,44450.31112525999
_510034,137.48895263671875,27.14459228515625,1942459.6216452145,290434.83949900005
_510035,155.65188598632812,8.981658935546875,498498.3027624716,117907.46107617
_510036,146.10641479492188,18.527130126953125,518697.3989346976,144229.4631245
_510037,142.52996826171875,22.10357666015625,770959.0689416805,183715.3418026
_510038,147.57862854003906,17.054916381835938,443537.1563212808,172231.43863639998
_510039,159.56396484375,5.069580078125,157399.26200847814,29453.616315499996
_510040,140.08885192871094,24.544692993164062,1292412.943796886,362515.6236993
_510041,143.23934936523438,21.394195556640625,703475.6162646317,148219.24924250002
_510042,160.159423828125,4.47412109375,203567.25312868357,67720.7738715
_510043,141.3098907470703,23.323654174804688,1351423.2828191672,188518.18557804
_510044,154.41781616210938,10.215728759765625,149924.26583236363,117714.403088
_510045,140.78643798828125,23.84710693359375,1119261.5760606192,290689.2582035
_510046,140.16595458984375,24.46759033203125,1296639.6390265734,361601.7678362
_510047,149.964599609375,14.6689453125,314960.7868688605,131079.49351329997
_510048,146.1339111328125,18.4996337890625,1024502.6365721538,169430.29062509997
_510049,143.4495086669922,21.184036254882812,639072.5016741296,175521.96742329997
_510050,140.29771423339844,24.335830688476562,1109421.370080478,259429.4988315
_510051,135.64295959472656,28.990585327148438,2469401.4737911746,297308.8890234899
_510052,142.00990295410156,22.623641967773438,1419460.9940101958,180953.32392434
_510053,158.92579650878906,5.7077484130859375,235902.0412848886,90624.92270697
_510054,150.2268524169922,14.406692504882812,474350.84202775196,90416.3384396
_510055,146.00677490234375,18.62677001953125,546824.6015218883,133514.5788622
_510056,143.60540771484375,21.02813720703125,691378.2564095818,195952.64781119997
_510057,156.9229736328125,7.7105712890625,146172.79720711496,69190.8172472
_510058,147.40245056152344,17.231094360351562,391137.07053513837,136433.851116
_510059,143.56053161621094,21.073013305664062,686883.816753668,173847.85246119997
_510060,153.27203369140625,11.36151123046875,647849.0186718671,158501.59792589
_510061,137.81607055664062,26.817474365234375,2037428.905000206,250812.67057096
_510062,159.36817932128906,5.2653656005859375,229779.9046313022,90528.63696827
_510063,141.49786376953125,23.13568115234375,944076.9163946568,224899.6061727
_510064,140.98040771484375,23.65313720703125,1045604.0411566191,276336.1558739
_510065,147.82688903808594,16.806655883789062,696898.312515187,94176.62345066
_510066,154.5797119140625,10.0538330078125,597304.7709192357,156654.2397221
_510067,148.8903350830078,15.743209838867188,574570.1410256391,98376.68199490002
_510068,141.81076049804688,22.822784423828125,865983.5339025706,192376.33297069996
_510069,139.96510314941406,24.668441772460938,1393607.1354235958,431411.46567480004
_510070,138.07957458496094,26.553970336914062,1862844.729851573,271893.51165540004
_510071,159.40621948242188,5.227325439453125,265881.3504161907,89185.58819157
_510072,145.1602325439453,19.473312377929688,1052869.587479957,138398.27301129999
_510073,159.2467041015625,5.3868408203125,218888.39507684243,78299.09911427
_510074,146.70852661132812,17.925018310546875,466623.6483181836,231316.25357929998
_510075,153.95103454589844,10.682510375976562,570274.8846185474,134430.22175281003
_510076,140.7845001220703,23.849044799804688,1224026.6877734067,311346.0066575
_510077,142.4718017578125,22.1617431640625,756707.9255831079,175196.8734332
_510078,158.98092651367188,5.652618408203125,73043.31618156395,30923.422662200002
_510079,135.38038635253906,29.253158569335938,2312272.1956798835,275997.18269047997
_510080,142.86587524414062,21.767669677734375,754479.8250048177,197276.03992520002
_510081,140.33285522460938,24.300689697265625,1327583.8779910754,372111.1894193
_510082,139.9962921142578,24.637252807617188,1421028.944356628,450607.83017928
_510083,156.09097290039062,8.542572021484375,143268.77051433208,157791.184927
_510084,139.87913513183594,24.754409790039062,944390.8547210975,243547.47819959998
_510085,159.7943572998047,4.8391876220703125,638629.4784736612,160431.84379289998
_510086,148.8524932861328,15.781051635742188,629646.5675871982,93560.79738660001
_510087,144.2953643798828,20.338180541992188,996415.1826838838,145501.2597337
_510088,143.09127807617188,21.542266845703125,1127530.8829409734,167660.1200271
_510089,144.9591064453125,19.6744384765625,569589.2607721427,145431.30613699998
_510090,142.80010986328125,21.83343505859375,823018.548039879,230704.30656219998
_510091,139.88650512695312,24.747039794921875,1247836.6484316112,329091.9235786
_510092,146.7685546875,17.864990234375,758971.5923508797,99239.99272265998
_510093,137.36929321289062,27.264251708984375,2047040.7491596763,271916.18125683995
_510094,147.8855743408203,16.747970581054688,788118.3914109081,117520.88537326
_510095,140.6567840576172,23.976760864257812,1129589.47778074,301663.86402170005
_510096,144.4194793701172,20.214065551757812,590463.101370807,159736.05509999997
_510097,144.25425720214844,20.379287719726562,645124.0177984505,179940.67853049998
_510098,141.517333984375,23.1162109375,974856.7217859982,209978.832899
_510099,145.27432250976562,19.359222412109375,507125.23944466736,149563.12178519997
_510100,136.38052368164062,28.253021240234375,2153517.1193182697,277971.62832469
_510101,151.54623413085938,13.087310791015625,225773.2263300161,98159.0951729
_510102,145.20285034179688,19.430694580078125,925920.1119529958,138857.82866616998
_510103,146.0325164794922,18.601028442382812,504288.6639687574,244257.82742159997
_510104,155.69476318359375,8.93878173828125,132257.74675845134,105574.1029741
_510105,152.01119995117188,12.622344970703125,535127.0756771116,82455.1101512
_510106,143.2276611328125,21.4058837890625,773132.9732572553,181222.25888219997
_510107,142.18997192382812,22.443572998046875,822606.2704917795,168822.9540353
_510108,149.32992553710938,15.303619384765625,319633.76144478365,219828.03407929998
_510109,138.23428344726562,26.399261474609375,1385018.451605314,206781.7395193
_510110,140.22618103027344,24.407363891601562,1276821.1623158876,431437.1895882
_510111,142.8331298828125,21.8004150390625,651583.1274754885,154911.65261299998
_510112,147.97740173339844,16.656143188476562,729050.3681777847,103221.65104990001
_510113,141.1025390625,23.531005859375,1383160.5709787954,185051.84412519998
_510114,153.32168579101562,11.311859130859375,202154.00200536338,85902.9857346
_510115,161.63658142089844,2.9969635009765625,173380.0978587668,41995.29133157
_510116,150.71705627441406,13.916488647460938,218628.92561514894,86977.147488
_510117,158.1043701171875,6.5291748046875,222720.99686642506,30698.515260999997
_510118,130.25949096679688,34.374053955078125,2312250.9296605485,281354.34169358993
_510119,144.71392822265625,19.91961669921875,749386.002193558,222267.454664
_510120,153.24098205566406,11.392562866210938,680101.3421317851,165638.56056627
_510121,139.24362182617188,25.389923095703125,1183793.6015229952,314314.67093160003
_510122,139.9644012451172,24.669143676757812,1252234.683839105,389662.14129080006
_510123,143.75962829589844,20.873916625976562,1025419.6616220915,136161.2855511
_510124,148.6720428466797,15.961502075195312,362236.5508235384,148474.23296857998
_510125,143.2609405517578,21.372604370117188,769369.6454301481,184842.8380052
_510126,146.24844360351562,18.385101318359375,493317.31388913386,225911.23011229996
_510127,148.71205139160156,15.921493530273438,433234.17151296063,145556.15023168
_510128,142.4554901123047,22.178054809570312,787633.1408915953,181726.4796125
_510129,142.03822326660156,22.595321655273438,848820.3712486364,226211.75014099997
_510130,140.32130432128906,24.312240600585938,1319317.493460303,403466.02620180004
_510131,152.28262329101562,12.350921630859375,248871.9056362321,89321.30235979999
_510132,151.13137817382812,13.502166748046875,509997.198592972,93369.29839790001
_510133,142.7518768310547,21.881668090820312,757559.618752561,187759.63262719996
_510134,144.26683044433594,20.366714477539062,614623.7612694162,163781.12439199997
_510135,153.61029052734375,11.02325439453125,170862.42236123694,88906.98474000001
_510136,149.87249755859375,14.76104736328125,558519.4058945465,84472.67354310003
_510137,142.34996032714844,22.283584594726562,759451.2476134012,179528.4186283
_510138,140.58619689941406,24.047348022460938,1087975.9781444548,266338.5153216
_510139,156.94407653808594,7.6894683837890625,324180.33356329927,79734.07369627
_510140,157.8318328857422,6.8017120361328125,246144.44272771754,37235.3923923
_510141,144.8827362060547,19.750808715820312,966576.2679160554,143620.33964800002
_510142,160.44400024414062,4.189544677734375,204586.1723355112,25673.502072499996
_510143,153.36216735839844,11.271377563476562,585796.2467182764,154944.79309060003
_510144,152.89012145996094,11.743423461914062,173429.06064531012,77144.75068459999
_510145,145.53482055664062,19.098724365234375,690478.784036505,184025.6214522
_510146,147.20407104492188,17.429473876953125,411973.7387090331,118607.4775941
_510147,149.45330810546875,15.18023681640625,316965.74405148503,133229.6264989
_510148,140.8616943359375,23.7718505859375,1107016.1565530878,278285.57122090005
_510149,138.0598907470703,26.573654174804688,2010593.657467223,252652.90561179002
