gen,subsetID,Qpeak_reduction,cost,rank,subsetID,created_in_gen
50,_500002,3.24542236328125,19570.15354341025,0.0,_500002,50
50,_500312,29.335525512695312,2485354.21364941,0.0,_500312,50
50,_500297,26.32354736328125,1686546.727017401,0.0,_500297,50
50,_500296,25.69468688964844,1556453.8267476473,0.0,_500296,50
50,_500295,25.20887756347656,1514635.4465696416,0.0,_500295,50
50,_500298,26.398117065429688,1784153.5788451924,0.0,_500298,50
50,_500311,29.271728515625,2325800.722056565,0.0,_500311,50
50,_500292,24.62046813964844,1415264.9837859692,0.0,_500292,50
50,_500307,28.65951538085937,2147050.0558626195,0.0,_500307,50
50,_500306,28.043487548828125,2129152.8133212016,0.0,_500306,50
50,_500017,8.325912475585938,74596.76974099259,0.0,_500017,50
50,_500009,6.4232330322265625,51007.24963732571,0.0,_500009,50
50,_500308,28.754165649414062,2226796.9218167383,0.0,_500308,50
50,_500006,4.511688232421875,29576.985598111867,0.0,_500006,50
50,_500008,5.537384033203125,50283.311553621,0.0,_500008,50
50,_500301,26.593048095703125,1988742.079733379,0.0,_500301,50
50,_500305,27.77374267578125,2069521.8156596888,0.0,_500305,50
50,_500303,26.90327453613281,2025644.3497252327,0.0,_500303,50
50,_500304,27.387664794921875,2059661.0843864167,0.0,_500304,50
50,_500300,26.56610107421875,1877994.667195216,0.0,_500300,50
50,_500046,11.19482421875,145003.96003354422,0.0,_500046,50
50,_500007,5.162857055664063,34927.881047780815,0.0,_500007,50
50,_500040,10.785812377929688,134855.55445795006,0.0,_500040,50
50,_500309,28.79425048828125,2271147.9963805964,0.0,_500309,50
50,_500299,26.5068359375,1874944.6580472148,0.0,_500299,50
50,_500110,16.849029541015625,366625.52049532096,0.0,_500110,50
50,_500113,17.275711059570312,393974.3851709992,0.0,_500113,50
50,_500310,29.192459106445312,2295570.2375399563,0.0,_500310,50
50,_500019,8.721633911132812,90584.6124740773,0.0,_500019,50
50,_500015,7.415847778320312,69405.79913359485,0.0,_500015,50
50,_500010,6.911407470703125,60739.08097692059,0.0,_500010,50
50,_500102,15.932968139648438,317596.9146927105,0.0,_500102,50
50,_500059,12.880523681640623,180345.08519907267,0.0,_500059,50
50,_500240,23.4400634765625,985636.3919866546,0.0,_500240,50
50,_500049,11.916351318359377,150041.1820406043,0.0,_500049,50
50,_500005,3.815338134765625,26820.6768153887,0.0,_500005,50
50,_500168,20.776535034179688,633298.3168974567,0.0,_500168,50
50,_500108,16.549240112304688,355137.0970495016,0.0,_500108,50
50,_500021,9.1177978515625,98262.26566483622,0.0,_500021,50
50,_500080,13.919174194335938,229755.22646282884,0.0,_500080,50
50,_500099,15.444732666015623,307738.6487539141,0.0,_500099,50
50,_500073,13.358154296875,214263.81537595336,0.0,_500073,50
50,_500092,14.843490600585938,278121.67312639847,0.0,_500092,50
50,_500088,14.293548583984377,253866.7977373128,0.0,_500088,50
50,_500058,12.220916748046877,178447.44843461705,0.0,_500058,50
50,_500039,10.158157348632812,129630.59150870432,0.0,_500039,50
50,_500078,13.718490600585938,226358.6615601176,0.0,_500078,50
50,_500033,9.796630859375,118271.0197856636,0.0,_500033,50
50,_500302,26.71078491210937,1996156.762092125,0.0,_500302,50
50,_500174,20.973464965820312,659075.0976549073,0.0,_500174,50
50,_500141,19.520431518554688,516808.0109960831,0.0,_500141,50
50,_500115,17.548812866210938,402199.9600994587,0.0,_500115,50
50,_500210,22.391677856445312,789888.9052906978,0.0,_500210,50
50,_500291,24.616775512695312,1400580.628192962,0.0,_500291,50
50,_500219,22.74249267578125,845762.4813339924,0.0,_500219,50
50,_500246,23.57969665527344,1024867.3765027786,0.0,_500246,50
50,_500097,15.166534423828123,301175.6850801893,0.0,_500097,50
50,_500149,19.79966735839844,552735.0977540193,0.0,_500149,50
50,_500213,22.511795043945312,822825.8426986295,0.0,_500213,50
50,_500150,19.988983154296875,573239.1153549794,0.0,_500150,50
