subsetID,Q_peak,Qpeak_reduction,cost,floodedArea,n,rank,distance,subsetID.1,orig_subsetID
u_450264,145.1131134033203,19.520431518554688,516808.0109960831,151507.843987,0.0,0,0.0355417726132965,450264.0,u_450264
d_490085,154.9359588623047,9.697586059570312,516854.4024239892,122610.90037338,0.0,0,0.0537395604932428,490085.0,d_490085
u_480063,144.9784393310547,19.655105590820312,529977.3735473796,155836.06345800002,0.0,0,0.0236429213504894,480063.0,u_480063
d_460157,154.85623168945312,9.777313232421877,531457.7755410394,124742.30576958,0.0,0,0.0266254975764323,460157.0,d_460157
m_500087,149.5869598388672,15.046585083007812,531905.2436225845,83472.27861590001,,0,0.0525735145912185,,m_500087
d_500037,154.84722900390625,9.78631591796875,537818.450074757,124855.63416401,0.0,0,0.0172083003819733,500037.0,d_500037
u_500140,144.91053771972656,19.72300720214844,537872.8716709096,155939.224204,0.0,0,0.0221446956673437,500140.0,u_500140
d_500192,154.84397888183594,9.789566040039062,549361.4615417965,128105.44349248,0.0,0,0.0474870804289853,500192.0,d_500192
u_500214,144.83387756347656,19.79966735839844,552735.0977540193,167410.59005929995,0.0,0,0.0363036999874256,500214.0,u_500214
u_490169,144.64456176757812,19.988983154296875,573239.1153549794,133268.3765912,0.0,0,0.0356702897294091,490169.0,u_490169
d_480176,154.67056274414062,9.962982177734377,573430.0276167799,141572.51261168,0.0,0,0.0695261508952697,480176.0,d_480176
d_500137,154.33839416503906,10.295150756835938,577656.5939067696,139063.3851203,0.0,0,0.0590487374640672,500137.0,d_500137
m_490324,149.4372100830078,15.196334838867188,581364.4099519346,84425.2924117,,0,0.0368370182181477,,m_490324
d_480095,154.08038330078125,10.55316162109375,581935.2329125851,142648.81514427,0.0,0,0.0332632287004804,480095.0,d_480095
m_500314,149.1916046142578,15.441940307617188,583877.2156611377,85484.2934278,,0,0.0175092392385765,,m_500314
d_490317,154.0234375,10.610107421875,584137.7957215036,153799.9736961,0.0,0,0.0578538899606543,490317.0,d_490317
u_490330,144.63327026367188,20.000274658203125,591554.2303488704,170994.62362849998,0.0,0,0.0279854976961912,490330.0,u_490330
u_460122,144.3281707763672,20.30537414550781,593038.8563386395,156494.3780723,0.0,0,0.0264990576094931,460122.0,u_460122
m_440218,149.11221313476562,15.521331787109377,593604.5608217865,86481.3105296,,0,0.0261391803512998,,m_440218
d_490299,153.55447387695312,11.079071044921877,595321.2745560474,146027.490847,0.0,0,0.0590727473997018,490299.0,d_490299
d_500057,153.52061462402344,11.112930297851562,601105.0636985576,161859.494768,0.0,0,0.014424929049217,500057.0,d_500057
d_490063,153.50340270996094,11.130142211914062,606389.3146481349,162695.069289,0.0,0,0.0537308946067857,490063.0,d_490063
u_500158,144.27772521972656,20.35581970214844,606551.9848462897,171086.9386143,0.0,0,0.0238126608763145,500158.0,u_500158
m_490139,148.79510498046875,15.83843994140625,610213.1067197744,96195.8457104,,0,0.0342876027639381,,m_490139
u_480109,144.25279235839844,20.38075256347656,622877.074431215,192857.3806279,0.0,0,0.0174949005218317,480109.0,u_480109
u_480083,144.20765686035156,20.42588806152344,627489.3738577035,165067.4048813,0.0,0,0.0252160599185382,480083.0,u_480083
m_460098,148.6328125,16.000732421875,631850.6524396808,94221.44219840002,,0,0.0332869542609313,,m_460098
u_500118,143.8570098876953,20.776535034179688,633298.3168974567,164787.1599422,0.0,0,0.0466041866661654,500118.0,u_500118
m_460171,148.23330688476562,16.400238037109375,638579.5176375534,89660.1166929,,0,0.0234018920996581,,m_460171
d_470139,153.34616088867188,11.287384033203123,643855.7142715504,163115.51540027,0.0,0,0.053837998525305,470139.0,d_470139
d_490123,153.2919464111328,11.341598510742188,645685.674430998,160219.93221947,0.0,0,0.02088401921502,490123.0,d_490123
m_490060,148.17164611816406,16.461898803710938,645774.1607709399,91384.6321494,,0,0.0076566376713435,,m_490060
m_500059,148.12754821777344,16.505996704101562,647237.8065220368,92238.0000325,,0,0.0107114128136377,,m_500059
u_490244,143.6600799560547,20.973464965820312,659075.0976549073,170589.16751419997,0.0,0,0.0398406548106382,490244.0,u_490244
d_500284,153.2778778076172,11.355667114257812,660425.9177557508,168836.80855590003,0.0,0,0.0218518346890117,500284.0,d_500284
d_490353,153.20510864257812,11.428436279296877,661537.6452218515,159297.89138026998,0.0,0,0.020392253731199,490353.0,d_490353
d_470095,153.10531616210938,11.528228759765623,666381.1975729265,170192.1586186,0.0,0,0.0319509492395107,470095.0,d_470095
m_500242,148.12222290039062,16.511322021484375,666845.0917890089,97465.7165304,,0,0.0199873340410711,,m_500242
m_450115,147.8743438720703,16.759201049804688,671919.609392737,91819.18233526,,0,0.017765469425056,,m_450115
u_380255,143.6034393310547,21.030105590820312,674678.2628550439,195225.8104322,0.0,0,0.0274085845036321,380255.0,u_380255
m_500033,147.75450134277344,16.879043579101562,675812.3045391366,92123.00730316,,0,0.0144628225334943,,m_500033
u_470268,143.33462524414062,21.29891967773437,677422.1093340891,146254.46454850002,0.0,0,0.0279549840652274,470268.0,u_470268
m_460344,147.56149291992188,17.072052001953125,677993.3185944642,99798.226769,,0,0.0247212442334135,,m_460344
d_500028,153.091796875,11.541748046875,686034.7928367852,172070.13490327,0.0,0,0.0304491508506741,500028.0,d_500028
u_480259,143.20309448242188,21.430450439453125,688806.7764913784,159934.9552185,0.0,0,0.0212773813026551,480259.0,u_480259
m_480162,147.3056640625,17.327880859375,694005.5966044737,94338.93016726,,0,0.0315994608737418,,m_480162
d_470066,153.08287048339844,11.550674438476562,697986.9243112272,165413.72920207,0.0,0,0.0333938383718251,470066.0,d_470066
u_500294,143.17990112304688,21.453643798828125,698227.9825289058,162583.03493959998,0.0,0,0.0117098240100449,500294.0,u_500294
d_500182,152.88626098632812,11.747283935546877,703226.8852328792,167673.41504676998,0.0,0,0.0333147466087436,500182.0,d_500182
u_490229,143.17184448242188,21.461700439453125,703869.517274332,154721.8919405,0.0,0,0.0185184237630974,490229.0,u_490229
d_460163,152.8824005126953,11.751144409179688,715580.472202095,169634.20763937003,0.0,0,0.0298736445259602,460163.0,d_460163
u_500030,143.05795288085938,21.575592041015625,717188.0777299886,179642.65909919998,0.0,0,0.0167111024875634,500030.0,u_500030
m_500000,147.16664123535156,17.466903686523438,717510.8370996788,103562.134215,,0,0.0168991508450085,,m_500000
u_480257,143.02163696289062,21.61190795898437,718287.6337856706,176588.3062492,0.0,0,0.0121664489412498,480257.0,u_480257
m_500042,147.13697814941406,17.496566772460938,719001.29174022,96719.48796556002,,0,0.0113768241631526,,m_500042
u_490171,142.8506317138672,21.78291320800781,721119.7135399845,197311.7959461,0.0,0,0.0309200072234413,490171.0,u_490171
d_480281,152.73797607421875,11.89556884765625,722042.8381551959,174350.03396087,0.0,0,0.0345091246701623,480281.0,d_480281
m_490086,146.92994689941406,17.703598022460938,723143.4065600535,107240.9418292,,0,0.0295134498671731,,m_490086
d_500200,152.68788146972656,11.945663452148438,735073.4240363048,174455.48057577,0.0,0,0.0622941338325341,500200.0,d_500200
m_460055,146.64137268066406,17.992172241210938,744379.8101460094,109399.7438421,,0,0.0231603174986315,,m_460055
u_500109,142.7955322265625,21.8380126953125,748437.8933606846,194166.5087363,0.0,0,0.027951820656994,500109.0,u_500109
u_490156,142.65785217285156,21.97569274902344,749154.4500587592,176442.4089255,0.0,0,0.0278972624710543,490156.0,u_490156
m_490148,146.63555908203125,17.99798583984375,751653.6692526396,109598.9618769,,0,0.0274963988270184,,m_490148
m_500210,146.02114868164062,18.61239624023437,753614.157595311,119438.1225574,,0,0.050609564165494,,m_500210
u_490288,142.49880981445312,22.134735107421875,769426.5253288129,185356.3552314,0.0,0,0.0254686556415743,490288.0,u_490288
u_500145,142.44281005859375,22.19073486328125,772058.8641650937,190351.126233,0.0,0,0.0155623690368789,500145.0,u_500145
d_490241,152.67477416992188,11.958770751953123,785034.3753405705,178857.60812837002,0.0,0,0.0505508686720202,490241.0,d_490241
u_500059,142.39305114746094,22.240493774414062,785140.4575924585,163739.218039,0.0,0,0.0213604553643423,500059.0,u_500059
d_490302,152.6645965576172,11.968948364257812,788894.2476748974,179760.52015257,0.0,0,0.0322933077015766,490302.0,d_490302
u_460071,142.2418670654297,22.391677856445312,789888.9052906978,189569.9219312,0.0,0,0.0381301143240774,460071.0,u_460071
m_500201,145.99545288085938,18.638092041015625,814243.4684291043,115072.8477258,,0,0.054619992555133,,m_500201
d_490232,152.6549530029297,11.978591918945312,818939.0089191193,194951.80093467,0.0,0,0.0333324497052029,490232.0,d_490232
u_500234,142.1217498779297,22.511795043945312,822825.8426986295,202077.434397,0.0,0,0.0349915675535097,500234.0,u_500234
d_500096,152.64039611816406,11.993148803710938,823528.5852619864,194713.96152957,0.0,0,0.0138796779660209,500096.0,d_500096
d_500295,152.5439910888672,12.089553833007812,823619.0316537628,211418.2116482,0.0,0,0.0542478759795267,500295.0,d_500295
u_490183,141.9829864501953,22.650558471679688,823808.1523481268,223509.447629,0.0,0,0.0116940480852048,490183.0,u_490183
u_500110,141.97418212890625,22.65936279296875,830069.947983227,232954.937809,0.0,0,0.0191891346786798,500110.0,u_500110
m_500071,145.55018615722656,19.08335876464844,841153.8023437295,115755.7939571,,0,0.055089556602056,,m_500071
u_480261,141.89105224609375,22.74249267578125,845762.4813339924,219296.678469,0.0,0,0.0389663149269931,480261.0,u_480261
d_480348,152.4662628173828,12.167282104492188,866883.5960376181,226893.96701820003,0.0,0,0.081751245026488,480348.0,d_480348
m_470169,145.15646362304688,19.477081298828125,869443.2458453898,125344.7943684,,0,0.0368377569395411,,m_470169
u_490077,141.79095458984375,22.84259033203125,874883.1536297044,226268.8355483,0.0,0,0.031774267613096,490077.0,u_490077
u_460354,141.77633666992188,22.857208251953125,884629.6035359505,197079.051038,0.0,0,0.0159951726050731,460354.0,u_460354
m_500023,145.07769775390625,19.55584716796875,886114.680345182,129017.16503444,,0,0.0273339665518985,,m_500023
u_500136,141.67608642578125,22.95745849609375,890620.7132916248,223642.1858313,0.0,0,0.0295145284794271,500136.0,u_500136
d_470274,152.44900512695312,12.184539794921877,905122.5582190276,228068.55507760003,0.0,0,0.0668901383860505,470274.0,d_470274
m_480014,144.96505737304688,19.668487548828125,917277.5247856388,136441.24132717,,0,0.0249905889995699,,m_480014
u_500134,141.62355041503906,23.009994506835938,917634.3178295938,206770.81957,0.0,0,0.032430032530024,500134.0,u_500134
m_500270,144.8375244140625,19.7960205078125,923922.282987323,136792.90256967,,0,0.0322984911555947,,m_500270
d_460278,152.3112335205078,12.322311401367188,926105.7148715128,234517.1082382,0.0,0,0.0425268388386617,460278.0,d_460278
u_480080,141.499267578125,23.13427734375,926286.543520278,209712.663793,0.0,0,0.0170518764839227,480080.0,u_480080
u_500082,141.44329833984375,23.19024658203125,930538.1705639248,228688.5779492,0.0,0,0.0202236037121616,500082.0,u_500082
d_500297,152.28651428222656,12.347030639648438,936601.229671183,225520.6903407,0.0,0,0.0230670764529594,500297.0,d_500297
