subsetID,Q_peak,Qpeak_reduction,cost,floodedArea,n,rank,distance,subsetID.1,orig_subsetID
_500232,141.44329833984375,23.19024658203125,930538.1705639248,228688.5779492,0.0,0.0,0.013002439252927663,500082.0,u_500082
_500235,141.40838623046875,23.22515869140625,949827.1254112532,211544.253145,0.0,0.0,0.010575002694920852,500165.0,u_500165
_500236,141.4063720703125,23.2271728515625,953151.8030370892,211543.196316,0.0,0.0,0.007522890942981527,490070.0,u_490070
_500237,141.2943115234375,23.3392333984375,957681.8195785712,210055.671719,0.0,0.0,0.021268794505281335,460059.0,u_460059
_500240,141.1934814453125,23.4400634765625,985636.3919866546,242696.560071,0.0,0.0,0.03639017284137234,500100.0,u_500100
_500246,141.05384826660156,23.57969665527344,1024867.3765027786,253947.6728535,0.0,0.0,0.024956733993361624,500326.0,u_500326
_500249,141.02784729003906,23.605697631835938,1031645.1969610518,274944.6076085,0.0,0.0,0.011627394599462694,500333.0,u_500333
_500252,140.95164489746094,23.681900024414062,1043955.8934983634,254456.2698625,0.0,0.0,0.02170778170923473,500159.0,u_500159
_500256,140.76864624023438,23.864898681640625,1060870.3768483554,264259.77005249995,0.0,0.0,0.02155653532690039,500276.0,u_500276
_500260,140.7512664794922,23.88227844238281,1078323.0773190674,270642.079425,0.0,0.0,0.02326470038588825,490208.0,u_490208
_500261,140.64556884765625,23.98797607421875,1106696.9225947172,304422.7746257,0.0,0.0,0.01805918082749928,490107.0,u_490107
_500262,140.63446044921875,23.99908447265625,1111901.9105789498,307142.8239187,0.0,0.0,0.01378739920730986,500259.0,u_500259
_500264,140.59561157226562,24.03793334960937,1136009.902803182,305008.44126960007,0.0,0.0,0.015410040222198178,490120.0,u_490120
_500265,140.5689239501953,24.064620971679688,1143755.3353436843,308457.9655106001,0.0,0.0,0.006439460221374217,500235.0,u_500235
_500266,140.53416442871094,24.099380493164062,1146127.2139303354,304392.1925566,0.0,0.0,0.003595474157270115,500250.0,u_500250
_500267,140.5091552734375,24.1243896484375,1147017.356448968,315416.89908560005,0.0,0.0,0.015056076251680874,480146.0,u_480146
_500271,140.4893341064453,24.144210815429688,1179049.1577904704,323374.87531760003,0.0,0.0,0.020402635526380396,490298.0,u_490298
_500272,140.46485900878906,24.168685913085938,1193172.831780302,320430.26449810003,0.0,0.0,0.010141459670068383,490149.0,u_490149
_500274,140.43179321289062,24.20175170898437,1198661.032543584,319403.0880191,0.0,0.0,0.012308573889940038,500198.0,u_500198
_500275,140.3865203857422,24.24702453613281,1216178.440849696,385980.8045678,0.0,0.0,0.015132531963108788,490099.0,u_490099
_500276,140.37242126464844,24.26112365722656,1230408.142364628,359234.1984618,0.0,0.0,0.015054345550766233,500260.0,u_500260
_500277,140.25975036621094,24.373794555664062,1241413.8204550445,423027.5174402,0.0,0.0,0.02044956625389676,470301.0,u_470301
_500279,140.2050323486328,24.428512573242188,1265138.726512205,358332.1155263,0.0,0.0,0.01850408831436344,490019.0,u_490019
_500280,140.17906188964844,24.45448303222656,1279475.9185613126,365541.5884083001,0.0,0.0,0.017413001952213514,500025.0,u_500025
_500283,140.15000915527344,24.48353576660156,1302916.702540261,378367.2787198,0.0,0.0,0.02236358408038922,500337.0,u_500337
_500284,140.12303161621094,24.510513305664062,1329366.5417999723,404278.0105998,0.0,0.0,0.02153428873611403,470288.0,u_470288
_500285,140.07899475097656,24.55455017089844,1349357.6179607734,424140.40578280005,0.0,0.0,0.013762991448752527,480180.0,u_480180
_500287,140.05166625976562,24.58187866210937,1356612.21255124,429161.7050088,0.0,0.0,0.02313948685029782,500164.0,u_500164
_500291,140.0167694091797,24.616775512695312,1400580.628192962,448295.2524550801,0.0,0.0,0.025253933520225324,500283.0,u_500283
_500292,140.01307678222656,24.62046813964844,1415264.9837859692,456359.06396098,0.0,0.0,0.06876824327217892,480324.0,u_480324
_500295,139.42466735839844,25.20887756347656,1514635.4465696416,216035.0847972,,0.0,0.09810378591486896,,m_490122
_500296,138.93885803222656,25.69468688964844,1556453.8267476473,210671.44850504005,,0.0,0.11210133994427016,,m_500230
_500297,138.30999755859375,26.32354736328125,1686546.727017401,212562.76648924,,0.0,0.11908998838424091,,m_500155
_500298,138.2354278564453,26.398117065429688,1784153.5788451924,233023.67544184,,0.0,0.08337398436787466,,m_500129
_500299,138.126708984375,26.5068359375,1874944.6580472148,273518.69235800003,,0.0,0.04444448875181627,,m_500161
_500300,138.06744384765625,26.56610107421875,1877994.667195216,273629.0613889,,0.0,0.04942861261048465,,m_490185
_500301,138.04049682617188,26.593048095703125,1988742.079733379,248146.36896408995,,0.0,0.05342195271290434,,m_500353
_500302,137.92276000976562,26.71078491210937,1996156.762092125,253985.10096759,,0.0,0.02676134700875201,,m_500099
_500303,137.7302703857422,26.90327453613281,2025644.3497252327,248056.45419155,,0.0,0.05149093609544432,,m_500335
_500304,137.24588012695312,27.387664794921875,2059661.0843864167,273212.94673704,,0.0,0.05089198101687176,,m_490129
_500305,136.85980224609375,27.77374267578125,2069521.8156596888,255431.16874199003,,0.0,0.053118485401948315,,m_500030
_500306,136.59005737304688,28.043487548828125,2129152.8133212016,267840.56751574995,,0.0,0.06512098910982644,,m_500190
_500307,135.97402954101562,28.65951538085937,2147050.0558626195,264306.12777559,,0.0,0.06662143976665921,,m_500195
_500308,135.87937927246094,28.754165649414062,2226796.9218167383,272395.58759108995,,0.0,0.055450961485969646,,m_500233
_500309,135.83929443359375,28.79425048828125,2271147.9963805964,273996.43414939,,0.0,0.044556105572642064,,m_490293
_500310,135.4410858154297,29.192459106445312,2295570.2375399563,277311.6318206499,,0.0,0.04031939178028371,,m_500243
_500311,135.36181640625,29.271728515625,2325800.722056565,278203.12108159,,0.0,0.08240674471795963,,m_490113
_500312,135.2980194091797,29.335525512695312,2485354.21364941,296002.41911358986,,0.0,inf,,m_490115
_500022,161.54840087890625,3.08514404296875,98700.66994802705,14579.23422596,,1.0,inf,,m_420026
_500030,161.33006286621094,3.3034820556640625,113477.3961606388,17186.9022591,,1.0,0.031237370084004398,,m_300074
_500032,160.91873168945312,3.714813232421875,116690.33384561675,17109.777024099996,,1.0,0.02681050717437094,,m_320118
_500035,160.75506591796875,3.87847900390625,125677.1949919624,17946.863864259998,,1.0,0.012630729285100832,,m_500074
_500037,160.7139892578125,3.9195556640625,128639.25715123376,16435.0460189,,1.0,0.014157384809648729,,m_490348
_500041,160.48880004882812,4.144744873046875,135622.3609364231,20941.5575229,,1.0,0.02915805890390991,,m_430140
_500044,160.09619140625,4.537353515625,142614.79182241467,22659.887643499995,,1.0,0.02774971096936612,,m_130031
_500047,159.8750457763672,4.7584991455078125,146504.3214720023,20005.8378112,,1.0,0.031662185771222415,,m_350225
_500051,159.43663024902344,5.1969146728515625,158849.42329226533,22254.3968427,,1.0,0.0509421715455613,,m_360238
_500060,158.90957641601562,5.723968505859375,181598.6601217379,25165.4796594,,1.0,0.04306967200057894,,m_480041
_500061,158.5510711669922,6.0824737548828125,182023.90559696383,27274.3661074,,1.0,0.03501379237072172,,m_490059
_500072,158.32936096191406,6.3041839599609375,213536.72524073423,27246.641507,,1.0,0.032293108048518246,,m_460003
_500074,158.05746459960938,6.576080322265625,215373.40956121567,29472.0211615,,1.0,0.032054987165184096,,m_440084
_500075,157.5093536376953,7.124191284179688,215697.21062727124,43403.1873444,,1.0,0.04231860751104846,,m_400115
_500082,157.13116455078125,7.50238037109375,232876.23958887483,42075.7278059,,1.0,0.033651456385822134,,m_320146
_500084,156.8840789794922,7.7494659423828125,240051.5014918077,42821.2126347,,1.0,0.038728881640591475,,m_350250
_500085,156.2593231201172,8.374221801757812,246633.3753835003,31970.294887494,,1.0,0.0479577833924894,,m_480079
_500093,156.0448760986328,8.588668823242188,279625.15944893926,46491.2542347,,1.0,0.05088313808866203,,m_470143
_500094,155.3866424560547,9.246902465820312,290281.600249138,52425.71254089999,,1.0,0.049405632680040376,,m_490354
_500103,155.1973114013672,9.436233520507812,321984.9348805279,52649.53409749999,,1.0,0.0281936533696285,,m_430283
_500104,155.02015686035156,9.613388061523438,325441.0235918395,54872.6828537,,1.0,0.03605757079624102,,m_500016
_500107,154.59983825683594,10.033706665039062,354878.7289277752,59864.5476878,,1.0,0.040836605448555996,,m_490225
_500109,154.33682250976562,10.296722412109377,362068.9253972604,61047.0794537,,1.0,0.029542537856119037,,m_460060
_500111,154.00088500976562,10.632659912109377,371569.0908568436,66999.738521,,1.0,0.05808391876647976,,m_410169
_500112,152.94921875,11.684326171875,375195.8517420663,56634.1466884,,1.0,0.0564825841863717,,m_490090
_500114,152.76319885253906,11.870346069335938,394803.0706667149,58250.480281200005,,1.0,0.03808610707273405,,m_500091
_500117,152.3171844482422,12.316360473632812,409851.2798680057,57141.612035790014,,1.0,0.03983516940048952,,m_480072
_500119,152.01205444335938,12.621490478515623,422604.0819482802,58332.58159585999,,1.0,0.05717068191599146,,m_500186
_500122,151.1531219482422,13.480422973632812,441684.5823770817,79406.72865390002,,1.0,0.04856353845159639,,m_450322
_500125,151.06976318359375,13.56378173828125,454006.2992791952,75413.45611150001,,1.0,0.025296931725524698,,m_500283
_500128,150.77108764648438,13.862457275390623,468243.53906025714,82433.21873390001,,1.0,0.027101642694446777,,m_490240
_500131,150.56568908691406,14.067855834960938,473573.38235421525,79445.68527660001,,1.0,0.04534963510273632,,m_470099
_500132,149.74815368652344,14.885391235351562,484160.2686226255,80966.65991910001,,1.0,0.060870336109434695,,m_490330
_500145,149.5869598388672,15.046585083007812,531905.2436225845,83472.27861590001,,1.0,0.05124407049330653,,m_500087
_500153,149.4372100830078,15.196334838867188,581364.4099519346,84425.2924117,,1.0,0.03610968920781447,,m_490324
_500155,149.1916046142578,15.441940307617188,583877.2156611377,85484.2934278,,1.0,0.017321224795462633,,m_500314
_500159,149.11221313476562,15.521331787109377,593604.5608217865,86481.3105296,,1.0,0.02575647671608846,,m_440218
_500164,148.79510498046875,15.83843994140625,610213.1067197744,96195.8457104,,1.0,0.03373877536955977,,m_490139
_500167,148.6328125,16.000732421875,631850.6524396808,94221.44219840002,,1.0,0.03286503052055094,,m_460098
_500169,148.23330688476562,16.400238037109375,638579.5176375534,89660.1166929,,1.0,0.02318142564774149,,m_460171
_500172,148.17164611816406,16.461898803710938,645774.1607709399,91384.6321494,,1.0,0.007532591826042427,,m_490060
_500173,148.12754821777344,16.505996704101562,647237.8065220368,92238.0000325,,1.0,0.010424525645189427,,m_500059
_500178,148.12222290039062,16.511322021484375,666845.0917890089,97465.7165304,,1.0,0.019637202598472056,,m_500242
_500179,147.8743438720703,16.759201049804688,671919.609392737,91819.18233526,,1.0,0.017618383298018746,,m_450115
_500181,147.75450134277344,16.879043579101562,675812.3045391366,92123.00730316,,1.0,0.014358598976337972,,m_500033
_500183,147.56149291992188,17.072052001953125,677993.3185944642,99798.226769,,1.0,0.024444254290450947,,m_460344
_500186,147.3056640625,17.327880859375,694005.5966044737,94338.93016726,,1.0,0.031039633244580773,,m_480162
_500193,147.16664123535156,17.466903686523438,717510.8370996788,103562.134215,,1.0,0.01655089216985474,,m_500000
_500195,147.13697814941406,17.496566772460938,719001.29174022,96719.48796556002,,1.0,0.011284022833091142,,m_500042
_500198,146.92994689941406,17.703598022460938,723143.4065600535,107240.9418292,,1.0,0.02913647414002156,,m_490086
_500200,146.64137268066406,17.992172241210938,744379.8101460094,109399.7438421,,1.0,0.02275573866187644,,m_460055
_500203,146.63555908203125,17.99798583984375,751653.6692526396,109598.9618769,,1.0,0.027327516382600097,,m_490148
_500204,146.02114868164062,18.61239624023437,753614.157595311,119438.1225574,,1.0,0.04972182020122215,,m_500210
_500211,145.99545288085938,18.638092041015625,814243.4684291043,115072.8477258,,1.0,0.05340896251958796,,m_500201
_500218,145.55018615722656,19.08335876464844,841153.8023437295,115755.7939571,,1.0,0.05428684171416164,,m_500071
_500221,145.15646362304688,19.477081298828125,869443.2458453898,125344.7943684,,1.0,0.03619913952482606,,m_470169
_500224,145.07769775390625,19.55584716796875,886114.680345182,129017.16503444,,1.0,0.026676977660802736,,m_500023
_500227,144.96505737304688,19.668487548828125,917277.5247856388,136441.24132717,,1.0,0.02446490490393676,,m_480014
_500229,144.8375244140625,19.7960205078125,923922.282987323,136792.90256967,,1.0,0.03165401939240556,,m_500270
_500238,144.62428283691406,20.009262084960938,963380.0165770896,147403.8040631,,1.0,0.03994512084449127,,m_500187
_500239,144.4304962158203,20.203048706054688,984257.1958205526,149768.721503,,1.0,0.025286531642388716,,m_500128
_500241,144.30783081054688,20.325714111328125,996062.0274676756,145424.3730107,,1.0,0.010748804823370121,,m_500012
_500242,144.30654907226562,20.32699584960937,999140.7018592408,145635.98816259997,,1.0,0.01539104059463041,,m_490351
_500243,144.0471649169922,20.58638000488281,1009574.150654704,152365.702955,,1.0,0.02597516284233864,,m_480346
_500244,143.8144073486328,20.819137573242188,1017048.8543895396,142876.74424643998,,1.0,0.020495494636163757,,m_480230
_500245,143.65023803710938,20.983306884765625,1022897.5392919722,136006.4313453,,1.0,0.01645790852992072,,m_500268
_500247,143.4844512939453,21.149093627929688,1026695.310302966,139893.78942034,,1.0,0.011716448451589968,,m_500348
_500248,143.4099884033203,21.223556518554688,1029263.0482464992,138324.8049335,,1.0,0.009386273137754492,,m_480008
_500250,143.30357360839844,21.32997131347656,1032881.5563940196,138312.77273189,,1.0,0.017053840637507138,,m_500148
_500255,143.2883758544922,21.34516906738281,1059912.2921738173,154661.1665793,,1.0,0.017688143354160392,,m_470036
_500257,143.22093200683594,21.412612915039062,1068748.5942260704,144715.8224015,,1.0,0.020942112899133218,,m_500223
_500258,142.85174560546875,21.78179931640625,1070614.536054106,156085.12869610003,,1.0,0.023356598853356423,,m_480121
_500259,142.65692138671875,21.97662353515625,1073461.8295848796,157780.0308609,,1.0,0.028729678971789706,,m_490309
_500263,142.62356567382812,22.009979248046875,1120062.5985125196,161774.41711059998,,1.0,0.036173337874109916,,m_500197
_500268,142.58401489257812,22.049530029296875,1155822.0852087168,163206.2216193,,1.0,0.03346454413574581,,m_470348
_500269,142.21253967285156,22.42100524902344,1164042.9926304277,164000.8569849,,1.0,0.026080096769413367,,m_480188
_500270,142.08432006835938,22.549224853515625,1173280.837474035,167375.60265634002,,1.0,0.025049388653346875,,m_490151
_500273,141.88755798339844,22.74598693847656,1195340.557350231,165633.6730974,,1.0,0.04996738679526379,,m_500162
_500278,141.66152954101562,22.97201538085937,1256850.6889977988,172056.36498234,,1.0,0.04893939741002762,,m_500297
_500281,141.52163696289062,23.11190795898437,1281707.4376886056,165825.56915034,,1.0,0.02711098420949534,,m_500340
_500282,141.3076934814453,23.325851440429688,1290526.4474804548,174949.5962467,,1.0,0.03665805538059082,,m_500264
_500286,141.3054656982422,23.32807922363281,1351831.0428134613,188613.80608004,,1.0,0.03394788238322751,,m_500324
_500288,141.1782989501953,23.455245971679688,1362103.1466560236,177149.40118133996,,1.0,0.018466243430365514,,m_500011
_500289,141.03045654296875,23.60308837890625,1371581.192559604,181205.6112669,,1.0,0.019453680300198194,,m_480215
_500290,140.92355346679688,23.709991455078125,1386187.9330444362,184938.84756569995,,1.0,0.029033555102917802,,m_500062
_500293,140.7519989013672,23.88154602050781,1417064.736450022,186036.0757935,,1.0,0.0354655905501269,,m_490304
_500294,140.5618438720703,24.071701049804688,1439726.1594994164,184423.26398114,,1.0,inf,,m_500351
_500031,161.59817504882812,3.035369873046875,114854.54730005564,42192.8931012,0.0,2.0,inf,490266.0,d_490266
_500036,161.58200073242188,3.051544189453125,125995.55825808874,44229.707479,0.0,2.0,0.007138834851149946,480150.0,d_480150
_500038,161.55845642089844,3.0750885009765625,128733.53293769612,44697.51636329999,0.0,2.0,0.02244696819170606,440040.0,d_440040
_500042,161.10313415527344,3.5304107666015625,136448.56256227376,59486.22756299999,0.0,2.0,0.026619128873151356,460297.0,d_460297
_500043,160.98895263671875,3.64459228515625,140976.4485096776,59562.1383692,0.0,2.0,0.015066596038427641,480004.0,d_480004
_500045,160.78077697753906,3.8527679443359375,143376.7787671534,55806.9230201,0.0,2.0,0.017804429361596485,370241.0,d_370241
_500048,160.58526611328125,4.04827880859375,147030.49757369093,70426.3312686,0.0,2.0,0.014950853692345308,480198.0,d_480198
