gen_num,diversity_within,total,num_of_new_from_prev_1,num_of_lost_from_prev_1,num_of_inherited_from_prev_1,perc_new_from_prev_1,perc_lost_from_prev_1,perc_inherited_from_prev_1
0,0.0374134364601133,416,206,14,210.0,49.51923076923077,3.3653846153846154,50.48076923076923
1,0.0335175287616631,370,7,53,363.0,1.8918918918918919,14.324324324324325,98.10810810810811
2,0.0338998706816922,367,15,18,352.0,4.087193460490464,4.9046321525885554,95.91280653950953
3,0.0384733136034289,377,25,15,352.0,6.63129973474801,3.9787798408488064,93.36870026525199
4,0.0379186854855698,360,11,28,349.0,3.0555555555555554,7.777777777777778,96.94444444444444
5,0.0299537158326783,343,3,20,340.0,0.8746355685131195,5.830903790087463,99.12536443148689
6,0.0317299919159256,314,7,36,307.0,2.229299363057325,11.464968152866241,97.77070063694268
7,0.0308898109727985,335,30,9,305.0,8.955223880597014,2.6865671641791047,91.04477611940298
8,0.0301846244016801,309,7,33,302.0,2.26537216828479,10.679611650485437,97.73462783171522
9,0.0258861729954,287,8,30,279.0,2.7874564459930316,10.452961672473867,97.21254355400697
10,0.0227137388345384,267,6,26,261.0,2.247191011235955,9.737827715355806,97.75280898876404
11,0.0229488396169441,266,5,6,261.0,1.8796992481203008,2.255639097744361,98.1203007518797
12,0.023489932885906,273,12,5,261.0,4.395604395604396,1.8315018315018314,95.6043956043956
13,0.0246078961600865,273,8,8,265.0,2.93040293040293,2.93040293040293,97.06959706959707
14,0.024085871367484,276,7,4,269.0,2.536231884057971,1.4492753623188406,97.46376811594203
15,0.0251265204652401,283,14,7,269.0,4.946996466431095,2.4734982332155475,95.0530035335689
16,0.0239833159541188,276,7,14,269.0,2.536231884057971,5.072463768115942,97.46376811594203
17,0.0234621619315758,275,7,8,268.0,2.5454545454545454,2.909090909090909,97.45454545454545
18,0.0247120212661218,251,6,30,245.0,2.3904382470119523,11.952191235059761,97.60956175298804
19,0.024192789230914,257,9,3,248.0,3.501945525291829,1.1673151750972763,96.49805447470817
20,0.0233958969882147,268,16,5,252.0,5.970149253731344,1.8656716417910448,94.02985074626865
21,0.0243766799518027,263,10,15,253.0,3.802281368821293,5.7034220532319395,96.1977186311787
22,0.0281719974581656,266,13,10,253.0,4.887218045112782,3.7593984962406015,95.11278195488721
23,0.026744879697753,269,13,10,256.0,4.83271375464684,3.717472118959108,95.16728624535315
24,0.0277376778717261,269,9,9,260.0,3.345724907063197,3.345724907063197,96.6542750929368
25,0.0274730804065613,273,13,9,260.0,4.761904761904762,3.2967032967032965,95.23809523809524
26,0.027869529314616,270,9,12,261.0,3.3333333333333335,4.444444444444445,96.66666666666667
27,0.0257404415724286,239,9,40,230.0,3.7656903765690375,16.736401673640167,96.23430962343096
28,0.0275133503598792,237,11,13,226.0,4.641350210970464,5.485232067510548,95.35864978902954
29,0.0297543681944796,235,6,8,229.0,2.5531914893617023,3.404255319148936,97.44680851063829
30,0.0253270538984824,242,10,3,232.0,4.132231404958677,1.2396694214876034,95.86776859504133
31,0.0312926859555445,252,12,2,240.0,4.761904761904762,0.7936507936507936,95.23809523809524
32,0.0299205236091631,256,16,12,240.0,6.25,4.6875,93.75
33,0.0300023348120476,257,6,5,251.0,2.3346303501945527,1.9455252918287937,97.66536964980544
34,0.026759567807735,265,16,8,249.0,6.037735849056604,3.018867924528302,93.9622641509434
35,0.0249015748031496,253,8,20,245.0,3.1620553359683794,7.905138339920948,96.83794466403162
36,0.0246963562753036,244,9,18,235.0,3.6885245901639343,7.377049180327869,96.31147540983606
37,0.0276962797793686,236,10,18,226.0,4.237288135593221,7.627118644067797,95.76271186440678
38,0.025618663468876,235,8,9,227.0,3.404255319148936,3.8297872340425534,96.59574468085107
39,0.0282339043118724,239,9,5,230.0,3.7656903765690375,2.092050209205021,96.23430962343096
40,0.0259243518912027,244,16,11,228.0,6.557377049180328,4.508196721311475,93.44262295081967
41,0.0262702702702702,243,10,11,233.0,4.11522633744856,4.526748971193416,95.88477366255144
42,0.0265604249667994,240,15,18,225.0,6.25,7.5,93.75
43,0.0250948966680725,238,7,9,231.0,2.9411764705882355,3.7815126050420167,97.05882352941177
44,0.0223735408560311,230,6,14,224.0,2.608695652173913,6.086956521739131,97.3913043478261
45,0.024022174314752,234,7,3,227.0,2.9914529914529915,1.2820512820512822,97.00854700854701
46,0.0232603981864774,236,10,8,226.0,4.237288135593221,3.389830508474576,95.76271186440678
47,0.0222402305060327,247,17,6,230.0,6.882591093117409,2.42914979757085,93.11740890688259
48,0.0249463245066966,244,10,13,234.0,4.098360655737705,5.327868852459017,95.90163934426229
49,0.0242902838864454,243,6,7,237.0,2.4691358024691357,2.880658436213992,97.53086419753086
50,0.0257383966244725,244,8,7,236.0,3.278688524590164,2.8688524590163933,96.72131147540983
51,0.0231296402055968,243,13,14,230.0,5.349794238683128,5.761316872427984,94.65020576131687
52,0.0240878855069542,239,11,15,228.0,4.602510460251046,6.2761506276150625,95.39748953974896
53,0.0238805970149253,248,13,4,235.0,5.241935483870968,1.6129032258064515,94.75806451612904
54,0.0222659393722614,249,13,12,236.0,5.220883534136546,4.819277108433735,94.77911646586345
55,0.0225662066393136,242,9,16,233.0,3.71900826446281,6.6115702479338845,96.28099173553719
56,0.02170856037968,247,15,10,232.0,6.0728744939271255,4.048582995951417,93.92712550607287
57,0.0237081478614282,245,9,11,236.0,3.673469387755102,4.489795918367347,96.3265306122449
58,0.0254837686369884,241,13,17,228.0,5.394190871369295,7.053941908713693,94.60580912863071
59,0.0241536329439714,244,10,7,234.0,4.098360655737705,2.8688524590163933,95.90163934426229
60,0.0231180184555609,238,4,10,234.0,1.680672268907563,4.201680672268908,98.31932773109244
61,0.0238388820386354,232,13,19,219.0,5.603448275862069,8.189655172413794,94.39655172413794
62,0.0236430921052631,230,16,18,214.0,6.956521739130435,7.826086956521739,93.04347826086956
63,0.0245444011376803,233,15,12,218.0,6.437768240343348,5.150214592274678,93.56223175965665
64,0.0227855592819096,231,12,14,219.0,5.194805194805195,6.0606060606060606,94.8051948051948
65,0.0230697287748103,222,10,19,212.0,4.504504504504505,8.558558558558559,95.49549549549549
66,0.0237062122975976,224,9,7,215.0,4.017857142857143,3.125,95.98214285714286
67,0.02250450090018,225,10,9,215.0,4.444444444444445,4.0,95.55555555555556
68,0.0187343133739691,209,12,28,197.0,5.741626794258373,13.397129186602871,94.25837320574162
69,0.0205292858532788,211,14,12,197.0,6.6350710900473935,5.687203791469194,93.36492890995261
70,0.020050359041313,215,15,11,200.0,6.976744186046512,5.116279069767442,93.02325581395348
71,0.0203386710841155,221,18,12,203.0,8.144796380090497,5.429864253393665,91.8552036199095
72,0.0219026759356251,230,20,11,210.0,8.695652173913043,4.782608695652174,91.30434782608695
73,0.0214936608557844,217,5,18,212.0,2.304147465437788,8.294930875576037,97.6958525345622
74,0.0206677265500794,221,14,10,207.0,6.334841628959276,4.524886877828054,93.66515837104072
75,0.0214990138067061,218,13,16,205.0,5.963302752293578,7.339449541284404,94.03669724770643
76,0.0221731714658372,221,12,9,209.0,5.429864253393665,4.072398190045249,94.57013574660634
77,0.0209216589861751,227,17,11,210.0,7.488986784140969,4.845814977973569,92.51101321585904
78,0.0215210828707761,221,15,21,206.0,6.787330316742081,9.502262443438914,93.21266968325791
79,0.0223988439306358,217,8,12,209.0,3.686635944700461,5.529953917050691,96.31336405529954
80,0.0220654010535732,222,15,10,207.0,6.756756756756757,4.504504504504505,93.24324324324324
81,0.0212807688535843,217,12,17,205.0,5.529953917050691,7.8341013824884795,94.47004608294931
82,0.0211382113821138,208,7,16,201.0,3.3653846153846154,7.6923076923076925,96.63461538461539
83,0.0226759806555615,211,13,10,198.0,6.161137440758294,4.739336492890995,93.8388625592417
