subsetID,Q_peak,Qpeak_reduction,cost,floodedArea,n,rank,distance,subsetID
_460022,161.05657958984375,3.57696533203125,102520.76634637835,23364.3047404,0,0,inf,460022
_1010031,160.81317138671875,3.82037353515625,109853.83278643015,23693.370221294,0,0,0.01463842668088474,1010031
_860031,160.7738800048828,3.859664916992188,112615.82388938406,23982.046553694,0,0,0.005295145526031896,860031
_1010151,160.72006225585938,3.913482666015625,114432.96552818923,24758.9361044,0,0,0.02178994958503714,1010151
_1010035,160.23660278320312,4.396942138671875,115839.5817878768,24317.8084628,0,0,0.13241532743052253,1010035
_920009,157.94850158691406,6.6850433349609375,184028.55523410373,30603.5314519,0,0,0.11519626870736994,920009
_1010009,157.93727111816406,6.6962738037109375,187717.3982067028,30815.6842996,0,0,0.006309667379477819,1010009
_1010144,157.93467712402344,6.6988677978515625,199327.96770169245,31488.872985,0,0,0.014079140424734033,1010144
_1010141,157.8279571533203,6.805587768554688,213903.7621639623,33437.6957229,0,0,0.0394850330848843,1010141
_1010005,157.05880737304688,7.574737548828125,215072.7235820381,33409.7808868,0,0,0.04870674579854642,1010005
_1010114,156.63128662109375,8.00225830078125,221545.26993014535,35395.4365239,0,0,0.023652336069152565,1010114
_1010132,156.63037109375,8.003173828125,234256.24809341607,35655.58132619,0,0,0.008192171756296121,1010132
_1010107,156.62188720703125,8.01165771484375,242275.75216445772,36385.6946477,0,0,0.01313929402679108,1010107
_1010068,156.46987915039062,8.163665771484375,252768.43336994428,38049.2088301,0,0,0.053800390147167476,1010068
_940053,155.609375,9.024169921875,282062.5067121804,49695.41587039999,0,0,0.04508924537139059,940053
_1010047,155.60719299316406,9.026351928710938,284682.51144262054,49750.37632434,0,0,0.0037088243354455996,1010047
_1010004,155.55853271484375,9.07501220703125,286726.4605758428,50954.9125981,0,0,0.01953205682601277,1010004
_1010073,155.51605224609375,9.11749267578125,327143.4167508661,51283.9557924,0,0,0.08758345430298062,1010073
_1010034,153.82925415039062,10.804290771484377,343290.19276638585,56286.521039484,0,0,0.0907701610513679,1010034
_1010030,153.3458709716797,11.287673950195312,347458.8001290273,56134.069730284,0,0,0.03576116469032672,1010030
_920017,153.02670288085938,11.606842041015623,356609.00820788427,57240.024761884,0,0,0.019721622520341518,920017
_1010149,153.0095672607422,11.623977661132812,365575.6045284546,57683.95425058399,0,0,0.007492264255061255,1010149
_1010064,152.99581909179688,11.637725830078123,373309.6569799847,58581.772249884,0,0,0.011650725004032806,1010064
_1010152,152.96383666992188,11.669708251953123,391778.2391925554,65893.590280884,0,0,0.04913163622425858,1010152
_1010176,152.8617706298828,11.771774291992188,489766.3465286538,71798.770921884,0,0,0.14721453170882157,1010176
_980039,150.4250946044922,14.208450317382812,524139.2100024324,82925.9074386,0,0,0.11033074918698754,980039
_1010015,150.4079132080078,14.225631713867188,533105.8063230027,83369.8369273,0,0,0.008407479438380952,1010015
_1010138,150.2967529296875,14.3367919921875,533385.4611325894,83460.0035217,0,0,0.019197613472250078,1010138
_1010115,149.98655700683594,14.646987915039062,541216.0860554989,84414.3343486,0,0,0.09867840154785229,1010115
_1010065,148.7482452392578,15.885299682617188,637635.4033525785,98882.31150320002,0,0,0.11086651314782012,1010065
_960014,148.09210205078125,16.54144287109375,642665.8010124584,99342.4233455,0,0,0.03581437917099434,960014
_1010003,147.9653778076172,16.668167114257812,653089.9097520583,100440.8567334,0,0,0.01307355604475064,1010003
_1010186,147.880126953125,16.75341796875,655786.4719005543,101542.4853035,0,0,0.09622183917670218,1010186
_1010085,146.66500854492188,17.968536376953125,775985.207064318,120873.8902961,0,0,0.10949451210191483,1010085
_840076,146.3238525390625,18.3096923828125,787877.4070646864,121784.07929,0,0,0.021292173772630874,840076
