gen_num,num_of_occurr,num_of_unique_res,max_res_in_subset,min_res_in_subset,avg_res_in_subset
0,11119.0,472,94,4,49.638392857142854
1,11039.0,472,93,4,49.28125
2,10826.0,471,94,4,48.330357142857146
3,9799.0,453,94,4,43.745535714285715
4,9494.0,440,94,4,42.38392857142857
5,11451.0,426,95,4,51.120535714285715
6,9896.0,392,95,4,44.17857142857143
7,10845.0,387,95,4,48.41517857142857
8,10237.0,390,96,4,45.700892857142854
9,11087.0,370,97,4,49.495535714285715
10,11755.0,325,97,4,52.47767857142857
11,11591.0,317,98,4,51.745535714285715
12,11622.0,323,98,4,51.88392857142857
13,11094.0,319,97,4,49.526785714285715
14,11459.0,311,97,4,51.15625
15,11263.0,316,98,3,50.28125
16,11508.0,313,99,4,51.375
17,11721.0,314,100,4,52.325892857142854
18,10157.0,321,101,5,45.34375
19,10623.0,316,101,5,47.424107142857146
20,11455.0,326,101,5,51.138392857142854
21,10789.0,304,97,5,48.16517857142857
22,9442.0,311,98,5,42.151785714285715
23,10058.0,306,98,5,44.901785714285715
24,9698.0,310,98,4,43.294642857142854
25,9937.0,312,98,4,44.361607142857146
26,9688.0,314,95,4,43.25
27,9285.0,307,94,4,41.450892857142854
28,8614.0,279,86,4,38.455357142857146
29,7898.0,280,86,4,35.25892857142857
30,9555.0,279,87,4,42.65625
31,8053.0,292,88,5,35.950892857142854
32,8556.0,293,88,5,38.19642857142857
33,8566.0,285,89,5,38.24107142857143
34,9903.0,294,89,5,44.20982142857143
35,10160.0,291,90,4,45.357142857142854
36,9880.0,289,90,4,44.107142857142854
37,8521.0,284,90,4,38.04017857142857
38,9173.0,273,91,4,40.950892857142854
39,8465.0,275,89,4,37.79017857142857
40,9412.0,280,88,4,42.017857142857146
41,9250.0,276,89,5,41.294642857142854
42,9036.0,281,88,5,40.339285714285715
43,9484.0,281,88,5,42.339285714285715
44,10280.0,265,87,5,45.892857142857146
45,9741.0,277,88,5,43.486607142857146
46,10146.0,276,89,5,45.294642857142854
47,11106.0,281,90,6,49.580357142857146
48,9781.0,276,91,6,43.66517857142857
49,10004.0,278,92,6,44.660714285714285
50,9480.0,280,92,6,42.32142857142857
51,10506.0,285,93,6,46.901785714285715
52,9922.0,283,93,6,44.294642857142854
53,10385.0,277,94,6,46.361607142857146
54,11183.0,286,93,6,49.924107142857146
55,10724.0,279,94,6,47.875
56,11378.0,282,95,6,50.794642857142854
57,10334.0,273,94,6,46.13392857142857
58,9457.0,281,94,6,42.21875
59,10102.0,278,94,6,45.098214285714285
60,10295.0,277,94,6,45.95982142857143
61,9732.0,279,94,6,43.44642857142857
62,9728.0,275,93,6,43.42857142857143
63,9493.0,273,93,6,42.379464285714285
64,10138.0,269,93,6,45.25892857142857
65,9623.0,264,93,6,42.95982142857143
66,9449.0,264,93,6,42.183035714285715
67,9998.0,263,94,6,44.63392857142857
68,11156.0,266,95,6,49.80357142857143
69,10278.0,249,95,6,45.88392857142857
70,10723.0,263,96,6,47.870535714285715
71,10866.0,268,96,6,48.50892857142857
72,10501.0,262,97,6,46.879464285714285
73,10096.0,261,98,6,45.07142857142857
74,10693.0,259,98,6,47.736607142857146
75,10140.0,255,98,6,45.267857142857146
76,9967.0,258,99,6,44.495535714285715
77,10850.0,264,98,6,48.4375
78,10269.0,265,97,6,45.84375
79,9688.0,255,97,6,43.25
80,10061.0,261,97,6,44.91517857142857
81,10197.0,257,97,6,45.52232142857143
82,9840.0,256,97,6,43.92857142857143
83,9305.0,254,97,6,41.54017857142857
84,9703.0,255,97,6,43.316964285714285
85,9912.0,247,98,6,44.25
86,9019.0,257,96,6,40.263392857142854
87,9715.0,259,97,6,43.370535714285715
88,8805.0,263,93,6,39.308035714285715
89,9732.0,267,93,6,43.44642857142857
90,9566.0,245,93,6,42.705357142857146
91,9686.0,253,94,6,43.24107142857143
92,10272.0,252,93,6,45.857142857142854
93,9682.0,254,93,6,43.223214285714285
94,9802.0,248,94,6,43.75892857142857
95,9211.0,246,92,6,41.120535714285715
96,10128.0,253,95,6,45.214285714285715
97,9907.0,258,96,6,44.22767857142857
98,9329.0,259,97,6,41.64732142857143
99,10200.0,258,97,6,45.535714285714285
100,10430.0,260,98,6,46.5625
