subsetID,Q_peak,Qpeak_reduction,cost,floodedArea
_420026,161.54840087890625,3.08514404296875,98700.66994802703,14579.234225960001
_550350,133.88426208496094,30.749282836914062,2730031.357754321,329561.89853288996
_560192,135.04122924804688,29.592315673828125,2296685.4996410306,277245.6948508899
_550275,134.90777587890625,29.72576904296875,2553826.2074833787,304776.49036629
_530142,150.71109008789062,13.922454833984375,428318.97894189355,67484.36931539999
_490354,155.3866424560547,9.246902465820312,290281.600249138,52425.71254089999
_530344,149.75930786132812,14.874237060546875,470310.5891115456,79882.20319005002
_550038,137.84255981445312,26.790985107421875,1856437.8947204803,236693.60927709
_550147,137.93128967285156,26.702255249023438,1739610.5864479647,230147.93069534
_500186,152.01205444335938,12.621490478515625,422604.0819482802,58332.58159585999
_520307,154.52647399902344,10.107070922851562,313653.10030805337,55392.958274900004
_560315,148.212890625,16.420654296875,573013.6410022969,80940.8155566
_550242,135.7867889404297,28.846755981445312,2066161.627203703,263073.90696519
_560003,134.3790740966797,30.254470825195312,2681144.65567107,319284.7600754899
_560239,148.93734741210938,15.696197509765625,505196.32617047464,82943.98401634999
_550009,138.8117218017578,25.821823120117188,1549961.774225199,205570.62566793998
_560045,139.10891723632812,25.524627685546875,1498141.8645299585,200211.88680364
_560113,140.43434143066406,24.199203491210938,1333793.4804936645,179450.89837599997
_560005,145.36477661132812,19.268768310546875,795310.3507129741,118294.25725100002
_550153,145.85984802246094,18.773696899414062,744588.7492798672,115306.8158579
_550321,143.9268035888672,20.706741333007812,968458.370567181,144824.35151981
_540015,153.3656768798828,11.267868041992188,362719.8914545839,55525.433209500006
_530287,134.48570251464844,30.147842407226562,2624372.3623608504,316828.38847258996
_560328,143.26637268066406,21.367172241210938,995869.3329671843,142408.0356125
_540133,158.11070251464844,6.5228424072265625,210668.00189656112,29755.163001399997
_560191,148.66146850585938,15.972076416015625,548486.9098914637,81767.6416059
_400115,157.5093536376953,7.1241912841796875,215697.21062727124,43403.1873444
_560347,146.7381134033203,17.895431518554688,736238.9044179686,112777.3423912
_560011,135.30812072753906,29.325424194335938,2234662.886540499,270146.89547358995
_540172,134.797119140625,29.83642578125,2602202.119679139,314053.7379726899
_560293,136.57151794433594,28.062026977539062,1993400.4243340387,246673.37516879002
_540064,158.4479217529297,6.1856231689453125,187375.5753900459,28064.485284299994
_430140,160.48880004882812,4.144744873046875,135622.36093642307,20941.5575229
_560085,137.28182983398438,27.351715087890625,1886513.1501611865,243476.98523798998
_510101,147.09507751464844,17.538467407226562,697806.1308868442,99709.16038
_560019,144.5791473388672,20.054397583007812,872384.1285542743,130761.73265350003
_560083,140.78353881835938,23.850006103515625,1303808.488293864,179051.5712782
_560223,145.65359497070312,18.979949951171875,758260.4928076089,119719.5514764
_470143,156.0448760986328,8.588668823242188,279625.15944893926,46491.2542347
_320118,160.91873168945312,3.714813232421875,116690.33384561677,17109.777024099996
_560069,134.03907775878906,30.594467163085938,2715418.1802684143,329819.94725588994
_350250,156.8840789794922,7.7494659423828125,240051.50149180766,42821.2126347
_480079,156.2593231201172,8.374221801757812,246633.3753835003,31970.294887493998
_550262,139.38836669921875,25.24517822265625,1399799.4797093756,178417.0151098
_550084,152.7643585205078,11.869186401367188,370504.43805164774,56277.1909279
_540353,135.75411987304688,28.879425048828125,2141869.856283925,265253.86689018994
_540313,136.21409606933594,28.419448852539062,2036287.7630612908,260122.53755609
_560266,138.08424377441406,26.549301147460938,1681058.4066867179,218287.00338134
_560096,142.83888244628906,21.794662475585938,1033350.5251176408,150529.53327489994
_550158,140.01112365722656,24.622421264648438,1359667.1788021608,178792.54566359997
_530238,140.98886108398438,23.644683837890625,1286568.5004581008,176436.0679272
_510135,148.03387451171875,16.59967041015625,632210.594933728,88593.19223876
_550178,136.8387451171875,27.7947998046875,1987526.305682952,255352.7251786
_550019,141.1231689453125,23.5103759765625,1250975.438779114,173516.43674719997
_560275,154.2022247314453,10.431320190429688,326907.39915704937,56310.9888816
_320146,157.13116455078125,7.50238037109375,232876.23958887483,42075.7278059
_560193,137.55780029296875,27.07574462890625,1862032.4254674844,242201.49848069
_130031,160.09619140625,4.537353515625,142614.79182241467,22659.887643499995
_560089,144.78587341308594,19.847671508789062,854213.6333671006,128000.05582319999
_550013,142.4021453857422,22.231399536132812,1106406.0200265297,154984.01040509998
_540081,138.38345336914062,26.250091552734375,1647884.99883187,217818.37649623997
_560247,152.13528442382812,12.498260498046875,409106.3419624265,60646.4779186
_560016,150.29432678222656,14.339218139648438,465565.4805060382,75668.36504765002
_510122,159.82699584960938,4.806549072265625,156257.72341316947,21449.410556799998
_540212,143.1252899169922,21.508255004882812,1011458.9213528441,145154.42957049998
_560355,142.51171875,22.121826171875,1060531.6433381983,152947.25613229998
_530076,161.25094604492188,3.382598876953125,111205.64592563476,14605.102880200002
