gen_num,num_of_occurr,num_of_unique_res,max_res_in_subset,min_res_in_subset,avg_res_in_subset
0,11119.0,472,94,4,49.638392857142854
1,11654.0,472,92,4,52.026785714285715
2,9810.0,465,93,4,43.794642857142854
3,9663.0,452,94,4,43.138392857142854
4,11073.0,431,93,4,49.433035714285715
5,10421.0,419,94,4,46.52232142857143
6,9511.0,394,93,3,42.45982142857143
7,10407.0,368,93,4,46.45982142857143
8,10203.0,342,93,4,45.549107142857146
9,8601.0,338,92,3,38.39732142857143
10,9872.0,335,92,3,44.07142857142857
11,10164.0,335,93,3,45.375
12,9157.0,323,93,3,40.879464285714285
13,8349.0,296,87,3,37.27232142857143
14,8421.0,296,87,3,37.59375
15,8698.0,251,88,4,38.830357142857146
16,8933.0,243,86,4,39.879464285714285
17,9081.0,245,86,4,40.54017857142857
18,8308.0,243,87,3,37.089285714285715
19,8289.0,238,87,4,37.004464285714285
20,6984.0,221,87,4,31.178571428571427
21,7760.0,205,87,4,34.642857142857146
22,8175.0,200,87,3,36.495535714285715
23,8937.0,197,87,4,39.89732142857143
24,8545.0,193,88,4,38.14732142857143
25,7921.0,185,87,4,35.361607142857146
26,6843.0,173,86,3,30.549107142857142
27,8204.0,168,88,4,36.625
28,6905.0,174,86,4,30.825892857142858
29,6849.0,167,86,4,30.575892857142858
30,6537.0,179,84,4,29.183035714285715
31,7135.0,168,84,4,31.852678571428573
32,6296.0,164,83,4,28.107142857142858
33,5939.0,162,84,4,26.513392857142858
34,6830.0,168,83,4,30.491071428571427
35,7347.0,161,83,4,32.799107142857146
36,7315.0,161,83,4,32.65625
37,6312.0,164,83,4,28.178571428571427
38,6890.0,180,83,4,30.758928571428573
39,8285.0,159,81,4,36.986607142857146
40,7592.0,167,81,4,33.892857142857146
41,7773.0,166,81,4,34.700892857142854
42,7636.0,165,82,5,34.089285714285715
43,7559.0,165,81,5,33.745535714285715
44,7041.0,165,81,5,31.433035714285715
45,7114.0,164,81,6,31.758928571428573
46,7264.0,155,81,6,32.42857142857143
47,7285.0,155,81,6,32.52232142857143
48,7272.0,151,81,6,32.464285714285715
49,7535.0,151,81,6,33.638392857142854
50,7369.0,151,81,6,32.89732142857143
51,7637.0,153,80,5,34.09375
52,6789.0,156,81,5,30.308035714285715
53,6906.0,149,80,5,30.830357142857142
54,7564.0,166,83,5,33.767857142857146
55,6701.0,148,81,5,29.915178571428573
56,6915.0,155,80,5,30.870535714285715
57,7939.0,161,80,5,35.441964285714285
58,7527.0,157,81,5,33.60267857142857
59,7127.0,155,80,5,31.816964285714285
60,6744.0,155,80,5,30.107142857142858
61,6738.0,158,81,5,30.080357142857142
62,6450.0,152,81,5,28.794642857142858
63,7343.0,154,81,5,32.78125
64,6843.0,162,81,5,30.549107142857142
65,7366.0,166,81,5,32.88392857142857
66,7341.0,165,81,5,32.77232142857143
67,7061.0,166,81,5,31.522321428571427
68,6817.0,168,81,5,30.433035714285715
69,6797.0,178,81,5,30.34375
70,7342.0,168,81,5,32.776785714285715
71,6753.0,170,81,5,30.147321428571427
72,7198.0,155,82,5,32.13392857142857
73,6860.0,168,84,5,30.625
74,7420.0,167,84,5,33.125
75,7793.0,167,84,5,34.79017857142857
76,8018.0,171,84,5,35.794642857142854
77,7487.0,170,84,5,33.424107142857146
78,7674.0,169,87,5,34.25892857142857
79,7551.0,165,88,5,33.70982142857143
80,7689.0,171,90,5,34.325892857142854
81,7205.0,170,84,5,32.16517857142857
82,6872.0,173,84,5,30.678571428571427
83,6815.0,161,84,5,30.424107142857142
84,7188.0,164,84,5,32.089285714285715
85,7324.0,166,84,5,32.69642857142857
86,6774.0,167,84,5,30.241071428571427
87,6902.0,165,84,5,30.8125
88,7006.0,164,83,5,31.276785714285715
89,6871.0,163,83,5,30.674107142857142
90,7016.0,165,83,5,31.321428571428573
91,7129.0,167,83,5,31.825892857142858
92,7568.0,163,83,5,33.785714285714285
93,7622.0,162,82,5,34.026785714285715
94,7639.0,164,82,5,34.10267857142857
95,6803.0,151,83,5,30.370535714285715
96,7257.0,156,85,5,32.39732142857143
97,7469.0,150,82,5,33.34375
98,7520.0,159,83,5,33.57142857142857
99,7491.0,158,82,5,33.441964285714285
100,7483.0,141,82,5,33.40625
