gen_num,diversity_within,total,num_of_new_from_prev_1,num_of_lost_from_prev_1,num_of_inherited_from_prev_1,perc_new_from_prev_1,perc_lost_from_prev_1,perc_inherited_from_prev_1
0,0.0374134364601133,416,292,3,124.0,70.1923076923077,0.7211538461538461,29.807692307692307
1,0.0323494079286082,377,14,53,363.0,3.713527851458886,14.058355437665783,96.28647214854111
2,0.0404689092762487,397,28,8,369.0,7.052896725440806,2.0151133501259446,92.9471032745592
3,0.0407740867225499,394,14,17,380.0,3.553299492385787,4.314720812182741,96.44670050761421
4,0.0316987266323489,351,0,43,351.0,0.0,12.250712250712251,100.0
5,0.0314749064389214,328,8,31,320.0,2.4390243902439024,9.451219512195122,97.5609756097561
6,0.0339606771107139,323,3,8,320.0,0.9287925696594427,2.476780185758514,99.07120743034056
7,0.030748534640146,320,1,4,319.0,0.3125,1.25,99.6875
8,0.0302852102322846,309,7,18,302.0,2.26537216828479,5.825242718446602,97.73462783171522
9,0.0376700383676316,324,17,2,307.0,5.246913580246914,0.6172839506172839,94.75308641975309
10,0.0328200972447325,324,2,2,322.0,0.6172839506172839,0.6172839506172839,99.38271604938272
11,0.0264659582841401,269,3,58,266.0,1.1152416356877324,21.561338289962826,98.88475836431226
12,0.0241345418805285,221,3,51,218.0,1.3574660633484164,23.076923076923077,98.64253393665159
13,0.0263504611330698,220,6,7,214.0,2.727272727272727,3.1818181818181817,97.27272727272727
14,0.0269564184776154,227,8,1,219.0,3.5242290748898677,0.44052863436123346,96.47577092511013
15,0.0240285123016785,209,2,20,207.0,0.9569377990430622,9.569377990430622,99.04306220095694
16,0.0241800067166685,216,10,3,206.0,4.62962962962963,1.3888888888888888,95.37037037037037
17,0.0223543662592225,203,5,18,198.0,2.4630541871921183,8.866995073891626,97.53694581280789
18,0.0196196437168993,163,5,45,158.0,3.067484662576687,27.607361963190183,96.93251533742331
19,0.0201471830136325,167,10,6,157.0,5.9880239520958085,3.592814371257485,94.0119760479042
20,0.0236254295532646,165,5,7,160.0,3.0303030303030303,4.242424242424242,96.96969696969697
21,0.0204896907216494,159,1,7,158.0,0.6289308176100629,4.40251572327044,99.37106918238993
22,0.0203058103975535,166,10,3,156.0,6.024096385542169,1.8072289156626506,93.97590361445783
23,0.0147700570661295,132,2,36,130.0,1.5151515151515151,27.272727272727273,98.48484848484848
24,0.0157987126974839,135,8,5,127.0,5.925925925925926,3.7037037037037037,94.07407407407408
25,0.0172957959853553,137,6,4,131.0,4.37956204379562,2.9197080291970803,95.62043795620438
26,0.0200204588630717,137,4,4,133.0,2.9197080291970803,2.9197080291970803,97.08029197080292
27,0.0163334958556801,134,11,14,123.0,8.208955223880597,10.447761194029852,91.7910447761194
28,0.0185372918175235,128,2,8,126.0,1.5625,6.25,98.4375
29,0.0192728865527814,132,7,3,125.0,5.303030303030303,2.272727272727273,94.6969696969697
30,0.0204986997093467,134,9,7,125.0,6.7164179104477615,5.223880597014926,93.28358208955224
31,0.0192011212333566,137,9,6,128.0,6.569343065693431,4.37956204379562,93.43065693430657
32,0.0220775095298602,139,6,4,133.0,4.316546762589928,2.8776978417266186,95.68345323741008
33,0.0232362350564068,138,2,3,136.0,1.4492753623188406,2.1739130434782608,98.55072463768116
34,0.0202049780380673,138,8,8,130.0,5.797101449275362,5.797101449275362,94.20289855072464
35,0.0186470668299986,137,6,7,131.0,4.37956204379562,5.109489051094891,95.62043795620438
36,0.0187286397812713,137,5,5,132.0,3.6496350364963503,3.6496350364963503,96.35036496350365
37,0.0218631178707224,138,4,3,134.0,2.898550724637681,2.1739130434782608,97.10144927536231
38,0.0201741654571843,139,6,5,133.0,4.316546762589928,3.597122302158273,95.68345323741008
39,0.0171394085697042,142,6,3,136.0,4.225352112676056,2.112676056338028,95.77464788732394
40,0.018308746048472,139,6,9,133.0,4.316546762589928,6.474820143884892,95.68345323741008
41,0.0178824134825678,139,5,5,134.0,3.597122302158273,3.597122302158273,96.40287769784173
42,0.0187270822420115,143,5,1,138.0,3.4965034965034967,0.6993006993006993,96.5034965034965
43,0.0194470168011641,147,9,5,138.0,6.122448979591836,3.401360544217687,93.87755102040816
44,0.0201675898309899,142,2,7,140.0,1.408450704225352,4.929577464788732,98.59154929577464
45,0.0191172336238403,136,6,12,130.0,4.411764705882353,8.823529411764707,95.58823529411765
46,0.0181718061674008,132,1,5,131.0,0.7575757575757576,3.787878787878788,99.24242424242425
47,0.0182566918325326,133,3,2,130.0,2.255639097744361,1.5037593984962405,97.74436090225564
48,0.0185643564356435,135,3,1,132.0,2.2222222222222223,0.7407407407407407,97.77777777777777
49,0.0172528201725282,130,1,6,129.0,0.7692307692307693,4.615384615384615,99.23076923076923
50,0.0181842855204233,134,5,1,129.0,3.7313432835820897,0.746268656716418,96.26865671641791
51,0.0172842739295534,132,4,6,128.0,3.0303030303030303,4.545454545454546,96.96969696969697
52,0.018854028575637,128,2,6,126.0,1.5625,4.6875,98.4375
53,0.0189690124529394,131,5,2,126.0,3.816793893129771,1.5267175572519085,96.18320610687023
54,0.017451084082496,132,8,7,124.0,6.0606060606060606,5.303030303030303,93.93939393939394
55,0.0195493209968661,131,3,4,128.0,2.2900763358778624,3.053435114503817,97.70992366412214
56,0.0196673897324656,136,7,2,129.0,5.147058823529412,1.4705882352941178,94.8529411764706
57,0.0175085023302682,139,6,3,133.0,4.316546762589928,2.158273381294964,95.68345323741008
58,0.0184668526637438,139,8,8,131.0,5.755395683453237,5.755395683453237,94.24460431654676
59,0.0197839203030728,141,8,6,133.0,5.673758865248227,4.25531914893617,94.32624113475177
60,0.020017793594306,135,2,8,133.0,1.4814814814814814,5.925925925925926,98.51851851851852
61,0.0203324428613832,137,5,3,132.0,3.6496350364963503,2.18978102189781,96.35036496350365
62,0.0213953488372093,138,4,3,134.0,2.898550724637681,2.1739130434782608,97.10144927536231
