gen_num,diversity_within,total,num_of_new_from_prev_1,num_of_lost_from_prev_1,num_of_kept_from_prev_1,num_of_inherited_from_prev_1,perc_new_from_prev_1,perc_lost_from_prev_1,perc_inherited_from_prev_1
86,0.0145605365337098,330,43,45,0,287.0,13.030303030303031,13.636363636363637,86.96969696969697
87,0.0139350273954872,323,38,45,0,285.0,11.764705882352942,13.93188854489164,88.23529411764706
88,0.0138731843089501,319,40,44,0,279.0,12.539184952978056,13.793103448275861,87.46081504702194
89,0.0139896598166572,322,47,44,0,275.0,14.596273291925465,13.664596273291925,85.40372670807453
90,0.013755393224828,322,44,44,0,278.0,13.664596273291925,13.664596273291925,86.33540372670808
91,0.0147619688607708,329,43,36,0,286.0,13.069908814589665,10.94224924012158,86.93009118541033
92,0.0141424755899995,323,43,49,0,280.0,13.312693498452012,15.170278637770897,86.687306501548
93,0.0165008373559255,335,46,34,0,289.0,13.73134328358209,10.149253731343284,86.26865671641791
94,0.0157563529807369,328,35,42,0,293.0,10.670731707317072,12.804878048780488,89.32926829268293
95,0.0162629419808556,333,44,39,0,289.0,13.213213213213214,11.711711711711711,86.78678678678679
96,0.014554381657972,332,44,45,0,288.0,13.25301204819277,13.55421686746988,86.74698795180723
97,0.0150463481259236,336,39,35,0,297.0,11.607142857142858,10.416666666666666,88.39285714285714
98,0.0142229225410515,343,42,35,0,301.0,12.244897959183673,10.204081632653061,87.75510204081633
99,0.0144158142345375,334,33,42,0,301.0,9.880239520958083,12.574850299401197,90.11976047904191
100,0.015542846600867,337,41,38,0,296.0,12.166172106824925,11.275964391691394,87.83382789317507
101,0.0141128187947569,337,45,45,0,292.0,13.353115727002967,13.353115727002967,86.64688427299703
