gen_num,num_of_occurr,num_of_unique_res,max_res_in_subset,min_res_in_subset,avg_res_in_subset
0,5128.0,471,48,1,22.892857142857142
1,5900.0,467,50,4,26.339285714285715
2,6175.0,438,52,4,27.566964285714285
3,5604.0,421,52,4,25.017857142857142
4,6034.0,398,56,4,26.9375
5,5095.0,305,56,4,22.745535714285715
6,5168.0,280,55,4,23.071428571428573
7,6515.0,262,56,7,29.084821428571427
8,6892.0,361,63,7,30.767857142857142
9,6610.0,288,63,6,29.508928571428573
10,6781.0,263,65,7,30.272321428571427
11,6268.0,251,66,7,27.982142857142858
12,7099.0,347,69,7,31.691964285714285
13,6215.0,302,68,7,27.745535714285715
14,6249.0,290,69,7,27.897321428571427
15,6181.0,277,69,7,27.59375
16,6888.0,374,71,7,30.75
17,6511.0,292,71,7,29.066964285714285
18,7469.0,284,70,7,33.34375
19,7096.0,274,70,7,31.678571428571427
20,7380.0,377,74,7,32.94642857142857
21,6774.0,301,74,7,30.241071428571427
22,7403.0,278,75,7,33.049107142857146
23,7175.0,254,75,7,32.03125
24,7986.0,363,84,7,35.651785714285715
25,6753.0,275,82,7,30.147321428571427
26,6671.0,254,83,7,29.78125
27,7063.0,255,83,7,31.53125
28,7465.0,349,87,7,33.325892857142854
29,6656.0,283,88,7,29.714285714285715
30,7251.0,228,88,7,32.370535714285715
31,7131.0,233,89,7,31.834821428571427
32,7874.0,340,88,7,35.151785714285715
33,7551.0,245,88,7,33.70982142857143
34,7359.0,247,88,7,32.85267857142857
35,7731.0,243,90,6,34.513392857142854
36,8751.0,345,91,6,39.066964285714285
37,8346.0,238,91,6,37.25892857142857
38,8168.0,217,92,6,36.464285714285715
39,9224.0,216,92,6,41.17857142857143
40,9671.0,338,96,7,43.174107142857146
41,8879.0,241,96,7,39.638392857142854
42,8701.0,237,93,7,38.84375
43,8993.0,231,93,7,40.14732142857143
44,9716.0,335,101,7,43.375
45,7487.0,255,101,7,33.424107142857146
46,7639.0,219,80,7,34.10267857142857
47,7621.0,217,80,7,34.02232142857143
48,8449.0,334,85,7,37.71875
49,8225.0,229,83,7,36.71875
50,8703.0,217,86,7,38.85267857142857
51,7667.0,213,86,7,34.22767857142857
52,8756.0,352,87,7,39.089285714285715
53,8244.0,251,87,7,36.80357142857143
54,8982.0,232,88,7,40.098214285714285
55,8080.0,224,88,7,36.07142857142857
56,9149.0,347,89,7,40.84375
57,8906.0,228,89,7,39.75892857142857
58,8878.0,215,89,7,39.63392857142857
59,8917.0,221,89,6,39.808035714285715
60,9783.0,351,93,6,43.674107142857146
61,9041.0,235,90,6,40.361607142857146
62,8250.0,227,90,6,36.830357142857146
63,9099.0,216,90,6,40.620535714285715
64,9983.0,344,93,6,44.566964285714285
65,8522.0,233,90,6,38.044642857142854
66,9579.0,229,91,6,42.763392857142854
67,8117.0,226,92,5,36.236607142857146
68,8741.0,356,94,6,39.02232142857143
69,8513.0,242,94,6,38.004464285714285
70,8570.0,229,94,6,38.25892857142857
71,9464.0,239,94,6,42.25
72,9706.0,333,99,6,43.330357142857146
73,9122.0,252,100,6,40.723214285714285
74,9426.0,246,100,6,42.080357142857146
75,9498.0,247,100,6,42.401785714285715
76,10221.0,369,106,6,45.629464285714285
77,10175.0,257,101,6,45.424107142857146
78,9477.0,238,102,6,42.308035714285715
79,10217.0,241,101,6,45.611607142857146
80,11215.0,361,102,6,50.066964285714285
81,10193.0,256,101,6,45.504464285714285
82,10448.0,251,101,6,46.642857142857146
83,10367.0,235,102,6,46.28125
84,10672.0,346,103,6,47.642857142857146
85,9570.0,244,103,6,42.723214285714285
86,8895.0,239,103,6,39.70982142857143
87,9243.0,238,103,6,41.263392857142854
88,10634.0,344,106,6,47.473214285714285
89,10098.0,240,107,6,45.080357142857146
90,10488.0,241,108,6,46.82142857142857
91,10593.0,229,108,6,47.29017857142857
92,10785.0,361,109,6,48.14732142857143
93,10307.0,240,109,6,46.013392857142854
94,10188.0,243,110,6,45.482142857142854
95,10579.0,238,110,6,47.22767857142857
96,11875.0,349,111,6,53.013392857142854
97,11375.0,269,116,6,50.78125
98,11557.0,264,116,6,51.59375
99,11601.0,253,116,6,51.79017857142857
100,12244.0,367,116,6,54.660714285714285
