subsetID,Q_peak,Qpeak_reduction,cost,floodedArea,rank,distance
_720296,159.98422241210938,4.649322509765625,36663.80829233846,37094.7410238,0,inf
_680228,159.8227996826172,4.8107452392578125,40067.33242870976,44392.01438080001,0,0.03147769522736741
_690021,158.93743896484375,5.69610595703125,40822.39628971803,25172.9303808,0,0.03570050315820093
_340309,158.5990753173828,6.034469604492188,43267.423594975335,26212.783658,0,0.027326278016015552
_560140,158.132080078125,6.50146484375,48725.55155216801,28768.658294,0,0.03470934770642405
_510171,157.56573486328125,7.06781005859375,52874.447711317735,33305.7193832,0,0.04684031552854004
_680226,157.10226440429688,7.531280517578125,76835.55928828893,50586.987846510005,0,0.04839131717723215
_640109,156.5850067138672,8.048538208007812,85370.06577832604,37913.2964131,0,0.04190281887476477
_670189,156.0749969482422,8.558547973632812,97579.96908139948,42535.7648269,0,0.053608954329776665
_660222,155.2879180908203,9.345626831054688,112622.3915275865,44844.6870339,0,0.05002043699650643
_740261,154.80404663085938,9.829498291015623,120487.6838874094,46834.7503167,0,0.03437399083292967
_740176,154.7638397216797,9.869705200195312,142871.8935970761,80186.74570141,0,0.03407596555844679
_640277,154.22467041015625,10.40887451171875,147989.6628571877,42691.402789,0,0.03161483536683701
_740046,153.8579559326172,10.775588989257812,153089.64419519447,65415.8689401,0,0.04116590000164073
_410258,152.9494171142578,11.684127807617188,157319.9747544067,68387.8895757,0,0.050857149741724915
_640344,152.64173889160156,11.991806030273438,179536.57761184507,73436.6089067,0,0.043506136260083594
_510227,151.93289184570312,12.700653076171877,180936.65574354384,78219.7375752,0,0.05078581623066532
_380212,151.18521118164062,13.448333740234377,195895.33199418627,98082.5763185,0,0.04574235939997192
_710202,150.97409057617188,13.659454345703123,210334.5028263672,97416.4593785,0,0.03280091778321476
_750240,150.49835205078125,14.13519287109375,217004.08125032144,98594.10488949998,0,0.027662605528400254
_640225,150.28085327148438,14.352691650390623,223403.0616332457,93606.4701103,0,0.031181779970817808
_530279,149.85693359375,14.776611328125,237549.92560723305,105736.06794909998,0,0.04072680596597884
_730267,149.61073303222656,15.022811889648438,257200.4515695961,96660.4820923,0,0.039659845886091255
_510004,148.91690063476562,15.716644287109377,258523.16319291963,112553.8275178,0,0.039064572447730164
_520231,148.22091674804688,16.412628173828125,258593.166412236,103161.7279645,0,0.04063318450507812
_720145,147.69691467285156,16.936630249023438,269342.65267830633,117920.2064044,0,0.05132785314797382
_750179,146.9327850341797,17.700759887695312,282765.7121246468,106655.41951380002,0,0.03784483674935141
_700114,146.73367309570312,17.899871826171875,286605.54894498613,106676.3799277,0,0.031375556320678545
_730028,146.35096740722656,18.28257751464844,306080.0350771471,112147.9856528,0,0.041460652663858094
_530120,145.77122497558594,18.862319946289062,309372.8556387973,124123.4275106,0,0.04584362329606191
_740309,145.08644104003906,19.547103881835938,322934.1797960518,112723.6512167,0,0.03948183444192465
_680008,144.98611450195312,19.647430419921875,336510.7438952337,137758.7284073,0,0.028159154083632724
_680169,144.48309326171875,20.15045166015625,340487.27909439465,126485.6377607,0,0.043123393782491415
_730109,143.60813903808594,21.025405883789062,344537.0287904408,121526.0443481,0,0.03897331050016464
_750277,143.51132202148438,21.122222900390625,359103.541723714,115984.1473577,0,0.016141260102361946
_720168,143.45205688476562,21.18148803710937,362479.8267064114,128867.6543101,0,0.014155845804741742
_750099,143.43017578125,21.203369140625,377154.1385035743,143203.8012311,0,0.022361068566208328
_740004,143.2704315185547,21.363113403320312,388773.62353044073,144268.85141589996,0,0.01937625826318894
_700099,143.0069122314453,21.626632690429688,388895.9466982023,128936.8493138,0,0.021853649973420795
_750140,142.6026611328125,22.0308837890625,394109.7180965388,144807.78385089998,0,0.037791973175577365
_750136,142.11590576171875,22.51763916015625,409078.8143170981,134166.0470964,0,0.0574023123474205
_750343,141.471923828125,23.16162109375,434010.8222081865,174879.98189799997,0,0.05261991761363008
_740240,141.3607177734375,23.2728271484375,457339.9660718696,165705.61231599998,0,0.04182823841475565
_700351,140.98358154296875,23.64996337890625,477024.2418098524,166770.94949599996,0,0.038459219924664584
_740236,140.5872802734375,24.0462646484375,483415.2177589156,132646.04013069998,0,0.03836607458138311
_680266,139.91831970214844,24.71522521972656,490838.91703895817,155520.23764279997,0,0.04373307119383359
_690269,139.53543090820312,25.098114013671875,505908.267431066,163728.16919649998,0,0.045910421044589755
_730115,139.36375427246094,25.269790649414062,537279.2167286468,169305.31166944996,0,0.031636413341827256
_750321,139.23904418945312,25.394500732421875,541471.4255397501,169811.84867649997,0,0.027704722332549434
_580285,138.71939086914062,25.91415405273437,552441.2673191772,176585.61999831,0,0.034664460581787786
_740166,138.49598693847656,26.13755798339844,563066.1508759151,180778.74664838,0,0.02032874887265181
_750181,138.31776428222656,26.31578063964844,566522.9808618352,178897.49106131,0,0.018455074824166445
_740205,138.04022216796875,26.59332275390625,572064.2290472359,184580.6111067,0,0.03591458473311887
_750077,137.62222290039062,27.01132202148437,591982.7565517587,186745.6821622,0,0.028509654839971914
_650107,137.5429229736328,27.090621948242188,594551.9638424997,194152.94496875,0,0.042619826878991886
_750133,136.90313720703125,27.73040771484375,626611.1055745004,194260.41563175,0,0.06362477534301024
_640295,136.5081787109375,28.1253662109375,647855.5526363526,197231.06560565,0,0.05594945969013025
_690123,136.00331115722656,28.63023376464844,673903.625127988,220238.09077755,0,0.04188458158865998
_750037,135.6796112060547,28.953933715820312,676824.4863257892,205960.8835846,0,0.018772683980228105
_650287,135.64784240722656,28.98570251464844,687547.6599881441,226325.59302321,0,0.029694558686374283
_740302,135.2012176513672,29.43232727050781,701890.381116596,230596.44352041,0,0.02915628021435266
_750272,135.04037475585938,29.593170166015625,706438.511303592,229837.36284491,0,0.018407095843505812
_730107,134.9525604248047,29.680984497070312,719417.1500608257,220279.8145154,0,0.03130046276822085
