gen_num,num_of_occurr,num_of_unique_res,max_res_in_subset,min_res_in_subset,avg_res_in_subset
0,11028.0,265,49,1,24.616071428571427
1,11571.0,276,50,1,25.828125
2,11383.0,284,49,1,25.408482142857142
3,11407.0,294,51,1,25.462053571428573
4,10685.0,312,51,1,23.850446428571427
5,9319.0,308,51,1,20.801339285714285
6,8610.0,298,51,1,19.21875
7,8294.0,284,51,2,18.513392857142858
8,8575.0,260,51,1,19.140625
9,7513.0,256,47,2,16.770089285714285
10,8371.0,247,47,2,18.685267857142858
11,8069.0,243,48,2,18.011160714285715
12,7214.0,213,49,2,16.102678571428573
13,7214.0,219,49,2,16.102678571428573
14,7537.0,233,50,2,16.823660714285715
15,7861.0,243,51,2,17.546875
16,7350.0,235,51,2,16.40625
17,6515.0,214,51,1,14.542410714285714
18,6689.0,223,52,2,14.930803571428571
19,6559.0,233,52,2,14.640625
20,7283.0,231,52,2,16.256696428571427
21,7627.0,222,53,2,17.024553571428573
22,8196.0,233,55,2,18.294642857142858
23,8473.0,227,55,2,18.912946428571427
24,7928.0,229,56,2,17.696428571428573
25,8628.0,215,56,2,19.258928571428573
26,7798.0,226,57,2,17.40625
27,8784.0,220,57,2,19.607142857142858
28,8211.0,232,57,3,18.328125
29,8125.0,225,57,3,18.136160714285715
30,7173.0,223,60,3,16.011160714285715
31,7108.0,228,60,3,15.866071428571429
32,6869.0,228,58,3,15.332589285714286
33,7171.0,233,58,2,16.006696428571427
34,6981.0,220,58,3,15.582589285714286
35,7299.0,217,55,3,16.292410714285715
36,7012.0,217,56,3,15.651785714285714
37,7649.0,231,56,3,17.073660714285715
38,7741.0,216,56,3,17.279017857142858
39,7844.0,222,56,3,17.508928571428573
40,8081.0,215,57,2,18.037946428571427
41,7125.0,208,57,3,15.904017857142858
42,8025.0,212,58,2,17.912946428571427
43,8354.0,208,57,3,18.647321428571427
44,7453.0,220,57,3,16.636160714285715
45,8335.0,230,57,3,18.604910714285715
46,8685.0,230,58,3,19.386160714285715
47,8862.0,220,60,3,19.78125
48,7968.0,216,54,3,17.785714285714285
49,8325.0,194,54,3,18.582589285714285
50,8589.0,209,54,3,19.171875
51,8010.0,232,54,3,17.879464285714285
