gen_num,diversity_within
0,0.022869325064198847
1,0.02048788957374772
2,0.020054384772263765
3,0.019768177028451
4,0.01907445982926929
5,0.02023159856249168
6,0.01945577025350115
7,0.017580059425552987
8,0.01919530595138307
9,0.017398099782009624
10,0.016987310683585756
11,0.01493259849556863
12,0.019076349762654717
13,0.015736018482193453
14,0.01518196025898638
15,0.013841868437968717
16,0.01719788075014717
17,0.016777302900791123
18,0.015984283609411974
19,0.016197113968783743
20,0.018923502633223243
21,0.016371405252292477
22,0.016262482168330955
23,0.015309476847938387
24,0.021754932502596053
25,0.01854108173968321
26,0.016810877626699628
27,0.0160435203540639
28,0.018815843952707367
29,0.018665850673194616
30,0.017590803230761606
31,0.01646788761914267
32,0.017985611510791366
33,0.015658623689391513
34,0.014456607085123089
35,0.014305364511691884
36,0.017689377909437157
37,0.017021921406202647
38,0.014904647287539345
39,0.014882336526834712
40,0.01921372942218906
41,0.01750592112037895
42,0.01605324980422866
43,0.014799635701275045
44,0.019306432427486503
45,0.015518196933308701
46,0.014363048982799267
47,0.013820678864792038
48,0.018039556618126493
49,0.014864744219266137
50,0.015657772791571142
51,0.01541490587783327
52,0.019055162131941857
53,0.016365036580670005
54,0.014604850084171254
55,0.0160880195599022
56,0.019798689583135506
57,0.015675221282697917
58,0.01589693728731162
59,0.013309056227511162
60,0.019149420059131225
61,0.015656540790704544
62,0.014495464322453942
63,0.016190335159682115
64,0.019422837943572514
65,0.015522610029279174
66,0.01479441825733887
67,0.013744523666351687
68,0.015799893398309603
69,0.016967983032016968
70,0.01597906835490352
71,0.015417457305502846
72,0.017552101127434234
73,0.016072542340354077
74,0.015371282612661923
75,0.013872491145218418
76,0.01639277908200437
77,0.014473012089221863
78,0.014128660998024564
79,0.013283037040009632
80,0.015264636309875812
81,0.01342911955590024
82,0.01477766929972486
83,0.01499208492410839
84,0.018656545795418172
85,0.01292012609332682
86,0.01360247845870849
87,0.013562981039984982
88,0.01884846211552888
89,0.014110459196043253
90,0.012748015873015873
91,0.012531328320802004
92,0.018129182288453324
93,0.012269638754460575
94,0.01206863125242342
95,0.012736710564260309
96,0.01795760385255862
97,0.011511758118701008
98,0.011625266790790609
99,0.011402562057153582
100,0.017066666666666667
101,0.011876708455085304
