gen_num,num_of_occurr,num_of_unique_res,max_res_in_subset,min_res_in_subset,avg_res_in_subset
101,25918.0,274,113,7,57.85267857142857
102,25881.0,243,113,7,57.770089285714285
103,25712.0,237,113,7,57.392857142857146
104,27221.0,405,116,7,60.761160714285715
105,23168.0,271,116,7,51.714285714285715
106,22168.0,267,116,7,49.482142857142854
107,23357.0,269,116,7,52.136160714285715
108,25387.0,393,124,7,56.667410714285715
109,25109.0,267,124,7,56.046875
110,23760.0,263,124,7,53.035714285714285
111,22913.0,283,127,7,51.145089285714285
112,27721.0,393,131,7,61.877232142857146
113,25785.0,279,132,7,57.55580357142857
114,26628.0,263,130,7,59.4375
115,25562.0,256,130,7,57.058035714285715
116,25566.0,400,133,7,57.066964285714285
117,24056.0,267,133,7,53.69642857142857
118,25133.0,251,133,7,56.10044642857143
119,24855.0,261,133,7,55.479910714285715
120,25478.0,400,134,7,56.870535714285715
121,25820.0,313,133,7,57.63392857142857
122,26480.0,287,133,7,59.107142857142854
123,26888.0,277,134,7,60.017857142857146
124,27577.0,418,140,7,61.55580357142857
125,26469.0,288,140,7,59.082589285714285
126,26557.0,281,136,7,59.279017857142854
127,25733.0,276,136,7,57.439732142857146
128,26363.0,420,142,7,58.845982142857146
129,25789.0,289,142,8,57.564732142857146
130,26112.0,278,142,8,58.285714285714285
131,28209.0,280,143,7,62.966517857142854
132,29737.0,409,143,8,66.37723214285714
133,27213.0,301,137,8,60.74330357142857
134,26881.0,282,137,8,60.002232142857146
135,27416.0,276,139,8,61.19642857142857
136,28699.0,408,142,8,64.06026785714286
137,28116.0,278,141,8,62.75892857142857
138,26222.0,277,141,8,58.53125
139,26632.0,270,142,8,59.44642857142857
140,27917.0,424,148,8,62.314732142857146
141,29129.0,301,149,7,65.02008928571429
142,29313.0,268,149,8,65.43080357142857
143,29546.0,270,149,8,65.95089285714286
144,29402.0,409,150,8,65.62946428571429
145,27526.0,292,139,8,61.441964285714285
146,28388.0,281,139,8,63.36607142857143
147,28314.0,279,140,8,63.200892857142854
148,28115.0,403,141,8,62.75669642857143
149,26974.0,284,141,8,60.20982142857143
150,26621.0,282,142,8,59.421875
151,26345.0,274,141,8,58.80580357142857
152,30438.0,412,146,8,67.94196428571429
153,29953.0,285,142,8,66.859375
154,27719.0,270,142,8,61.872767857142854
155,28086.0,267,143,8,62.691964285714285
156,29909.0,412,150,8,66.76116071428571
157,29815.0,271,150,8,66.55133928571429
158,29020.0,261,150,8,64.77678571428571
159,28911.0,268,151,8,64.53348214285714
160,30048.0,410,151,8,67.07142857142857
161,29911.0,298,152,10,66.765625
162,27935.0,273,152,10,62.354910714285715
163,27605.0,262,152,10,61.61830357142857
164,30938.0,404,154,10,69.05803571428571
165,27669.0,275,143,10,61.761160714285715
166,27059.0,263,143,10,60.39955357142857
167,27231.0,257,143,10,60.783482142857146
168,30256.0,392,144,10,67.53571428571429
169,29152.0,270,143,10,65.07142857142857
170,28253.0,255,143,10,63.064732142857146
171,31461.0,264,144,10,70.22544642857143
172,31682.0,395,149,10,70.71875
173,28911.0,275,145,10,64.53348214285714
174,28448.0,264,145,10,63.5
175,27222.0,264,143,10,60.763392857142854
176,30391.0,413,148,10,67.83705357142857
177,28010.0,268,144,10,62.52232142857143
178,27219.0,257,144,10,60.75669642857143
179,26732.0,269,144,10,59.669642857142854
180,29978.0,411,147,10,66.91517857142857
181,30961.0,285,148,10,69.109375
182,30317.0,272,148,11,67.671875
183,30918.0,260,148,11,69.01339285714286
184,33640.0,409,150,11,75.08928571428571
185,30994.0,283,150,11,69.18303571428571
186,28313.0,268,150,11,63.198660714285715
187,27809.0,258,144,11,62.073660714285715
188,29263.0,413,144,11,65.31919642857143
189,27982.0,296,144,11,62.45982142857143
190,26659.0,276,144,11,59.50669642857143
191,28032.0,276,145,11,62.57142857142857
192,30025.0,414,146,11,67.02008928571429
193,28762.0,293,146,11,64.20089285714286
194,27518.0,276,146,12,61.424107142857146
195,27982.0,270,146,12,62.45982142857143
196,28344.0,409,147,12,63.267857142857146
197,26951.0,285,147,12,60.158482142857146
198,26969.0,274,147,11,60.198660714285715
199,27035.0,263,147,11,60.345982142857146
200,29862.0,404,149,12,66.65625
