gen_num,num_of_occurr,num_of_unique_res,max_res_in_subset,min_res_in_subset,avg_res_in_subset
0,20639.0,472,95,2,46.06919642857143
1,23038.0,472,96,3,51.424107142857146
2,23536.0,472,97,2,52.535714285714285
3,23725.0,469,97,2,52.957589285714285
4,24483.0,467,103,2,54.64955357142857
5,22539.0,456,104,2,50.310267857142854
6,22564.0,439,105,2,50.36607142857143
7,24232.0,426,105,2,54.089285714285715
8,23860.0,458,115,2,53.25892857142857
9,24313.0,423,118,2,54.270089285714285
10,24430.0,415,118,2,54.53125
11,26854.0,401,118,2,59.941964285714285
12,22541.0,430,121,2,50.314732142857146
13,22941.0,361,121,2,51.207589285714285
14,22395.0,340,121,1,49.988839285714285
15,23335.0,323,121,1,52.08705357142857
16,23782.0,409,113,1,53.08482142857143
17,21994.0,369,113,1,49.09375
18,22397.0,358,114,1,49.99330357142857
19,20374.0,330,114,1,45.47767857142857
20,22406.0,424,119,1,50.013392857142854
21,20829.0,341,119,1,46.49330357142857
22,21030.0,342,119,1,46.941964285714285
23,21294.0,326,119,1,47.53125
24,19260.0,419,123,1,42.99107142857143
25,18877.0,350,123,1,42.136160714285715
26,20225.0,340,119,1,45.145089285714285
27,21691.0,348,119,1,48.417410714285715
28,21737.0,409,126,1,48.520089285714285
29,19608.0,366,126,1,43.767857142857146
30,20181.0,355,126,1,45.046875
31,20039.0,330,126,1,44.729910714285715
32,23908.0,430,126,1,53.36607142857143
33,21841.0,342,124,1,48.752232142857146
34,21651.0,313,124,1,48.328125
35,21810.0,312,125,1,48.683035714285715
36,23630.0,418,126,1,52.745535714285715
37,19798.0,337,125,1,44.191964285714285
38,21604.0,322,125,1,48.223214285714285
39,21502.0,320,125,1,47.995535714285715
40,21443.0,412,126,1,47.863839285714285
41,19422.0,340,126,1,43.35267857142857
42,20432.0,328,126,1,45.607142857142854
43,21960.0,325,127,1,49.017857142857146
44,21858.0,422,128,1,48.79017857142857
45,21652.0,336,128,1,48.330357142857146
46,22906.0,329,128,4,51.129464285714285
47,23009.0,318,128,4,51.359375
48,23005.0,415,130,4,51.35044642857143
49,22402.0,333,130,4,50.004464285714285
50,20501.0,321,129,4,45.761160714285715
51,20824.0,321,129,4,46.482142857142854
52,21464.0,409,135,4,47.910714285714285
53,20776.0,340,135,4,46.375
54,21979.0,321,135,4,49.060267857142854
55,20450.0,329,136,4,45.64732142857143
56,21062.0,417,136,5,47.013392857142854
57,20223.0,317,130,5,45.140625
58,20570.0,327,132,5,45.91517857142857
59,23067.0,307,132,5,51.488839285714285
60,21985.0,421,139,6,49.073660714285715
61,20311.0,318,139,6,45.33705357142857
62,21386.0,310,139,7,47.736607142857146
63,20259.0,328,139,7,45.220982142857146
64,21727.0,422,144,7,48.497767857142854
65,21517.0,334,144,7,48.029017857142854
66,21427.0,317,144,7,47.828125
67,23282.0,320,144,8,51.96875
68,26266.0,415,147,8,58.629464285714285
69,19802.0,336,147,8,44.200892857142854
70,21403.0,342,147,8,47.77455357142857
71,21080.0,325,149,8,47.05357142857143
72,23416.0,411,155,9,52.267857142857146
73,20843.0,335,155,9,46.52455357142857
74,21924.0,337,155,8,48.9375
75,23716.0,329,155,8,52.9375
76,24706.0,405,158,8,55.14732142857143
77,23492.0,340,158,8,52.4375
78,23286.0,329,158,8,51.97767857142857
79,24919.0,331,158,8,55.622767857142854
80,27056.0,413,159,8,60.392857142857146
81,24499.0,329,159,8,54.685267857142854
82,22534.0,333,159,8,50.299107142857146
83,21478.0,322,159,8,47.941964285714285
84,21869.0,408,159,8,48.814732142857146
85,22523.0,291,128,8,50.27455357142857
86,20658.0,281,123,8,46.111607142857146
87,21308.0,289,122,8,47.5625
88,21328.0,402,116,8,47.607142857142854
89,20623.0,291,116,8,46.033482142857146
90,20160.0,257,108,7,45.0
91,20748.0,260,108,8,46.3125
92,21071.0,382,113,8,47.033482142857146
93,20457.0,251,109,8,45.66294642857143
94,20632.0,249,109,8,46.05357142857143
95,20806.0,265,109,8,46.441964285714285
96,22219.0,399,111,8,49.595982142857146
97,22325.0,257,111,8,49.832589285714285
98,22021.0,256,112,8,49.154017857142854
99,21311.0,243,111,8,47.56919642857143
100,22500.0,384,112,8,50.223214285714285
101,21218.0,252,112,8,47.361607142857146
