gen_num,diversity_within,total,num_of_new_from_prev_1,num_of_lost_from_prev_1,num_of_kept_from_prev_1,num_of_inherited_from_prev_1,perc_new_from_prev_1,perc_lost_from_prev_1,perc_inherited_from_prev_1
0,0.0424498605989747,472,0,0,0,,,,
1,0.0420789872514932,472,0,0,0,472.0,0.0,0.0,100.0
2,0.047213383967977,460,0,12,0,460.0,0.0,2.608695652173913,100.0
3,0.0433445744891886,437,0,23,0,437.0,0.0,5.2631578947368425,100.0
4,0.0375926422001964,421,16,32,0,405.0,3.8004750593824226,7.600950118764845,96.19952494061758
5,0.033210332103321,369,2,54,0,367.0,0.5420054200542005,14.634146341463415,99.4579945799458
6,0.0322049405306495,352,5,22,0,347.0,1.4204545454545454,6.25,98.57954545454545
7,0.0311933260790714,344,5,13,0,339.0,1.4534883720930232,3.7790697674418605,98.54651162790698
8,0.0331395853214192,382,49,11,0,333.0,12.827225130890053,2.8795811518324608,87.17277486910994
9,0.0334664384864042,352,6,36,0,346.0,1.7045454545454546,10.227272727272727,98.29545454545455
10,0.0282577240616222,332,5,25,0,327.0,1.5060240963855422,7.530120481927711,98.49397590361446
11,0.0305941609924447,328,9,13,0,319.0,2.7439024390243905,3.9634146341463414,97.2560975609756
12,0.033033033033033,385,63,6,0,322.0,16.363636363636363,1.5584415584415585,83.63636363636364
13,0.0360149174214171,338,5,52,0,333.0,1.4792899408284024,15.384615384615385,98.52071005917159
14,0.0318072289156626,330,6,14,0,324.0,1.8181818181818181,4.242424242424242,98.18181818181819
15,0.0327967806841046,326,11,15,0,315.0,3.374233128834356,4.601226993865031,96.62576687116564
16,0.0356061954780131,400,80,6,0,320.0,20.0,1.5,80.0
17,0.0371625198517734,351,9,58,0,342.0,2.5641025641025643,16.524216524216524,97.43589743589743
18,0.0329194340167484,342,9,18,0,333.0,2.6315789473684212,5.2631578947368425,97.36842105263158
19,0.0324249055102446,326,7,23,0,319.0,2.147239263803681,7.0552147239263805,97.85276073619632
20,0.0369704992435703,391,69,4,0,322.0,17.647058823529413,1.0230179028132993,82.3529411764706
21,0.0341377887788778,331,2,62,0,329.0,0.6042296072507553,18.731117824773413,99.39577039274924
