gen_num,diversity_within,total,num_of_new_from_prev_1,num_of_lost_from_prev_1,num_of_inherited_from_prev_1,perc_new_from_prev_1,perc_lost_from_prev_1,perc_inherited_from_prev_1
0,0.0374134364601133,416,160,28,256.0,38.46153846153846,6.730769230769231,61.53846153846154
1,0.0396250927988121,427,17,6,410.0,3.981264637002342,1.405152224824356,96.01873536299766
2,0.0363652689234084,405,3,25,402.0,0.7407407407407407,6.172839506172839,99.25925925925925
3,0.0377669902912621,389,2,18,387.0,0.5141388174807198,4.627249357326479,99.48586118251929
4,0.0327320066951831,352,14,51,338.0,3.977272727272727,14.488636363636363,96.02272727272727
5,0.0338656917452376,352,20,20,332.0,5.681818181818182,5.681818181818182,94.31818181818181
6,0.0280883556040359,309,5,48,304.0,1.6181229773462784,15.533980582524272,98.38187702265373
7,0.0269433520207514,322,20,7,302.0,6.211180124223603,2.1739130434782608,93.7888198757764
8,0.0231651713487277,315,21,28,294.0,6.666666666666667,8.88888888888889,93.33333333333333
9,0.0252568493150684,295,17,37,278.0,5.762711864406779,12.542372881355933,94.23728813559322
10,0.0209178894786138,268,10,37,258.0,3.7313432835820897,13.805970149253731,96.26865671641791
11,0.0238892806770098,271,12,9,259.0,4.428044280442805,3.321033210332103,95.5719557195572
12,0.0242301458670988,299,44,16,255.0,14.715719063545151,5.351170568561873,85.28428093645485
13,0.026000714796283,291,5,13,286.0,1.7182130584192439,4.4673539518900345,98.28178694158076
14,0.028335860500379,299,22,14,277.0,7.357859531772576,4.682274247491639,92.64214046822742
15,0.0254301941171484,300,6,5,294.0,2.0,1.6666666666666667,98.0
16,0.0288366225105884,320,30,10,290.0,9.375,3.125,90.625
17,0.0297804165488643,316,4,8,312.0,1.2658227848101267,2.5316455696202533,98.73417721518987
18,0.0241606526513962,308,5,13,303.0,1.6233766233766234,4.220779220779221,98.37662337662337
19,0.0266935060388587,305,9,12,296.0,2.9508196721311477,3.9344262295081966,97.04918032786885
20,0.0233268743478908,313,20,12,293.0,6.389776357827476,3.8338658146964857,93.61022364217253
21,0.0269737431669504,301,11,23,290.0,3.654485049833887,7.641196013289036,96.34551495016612
22,0.0252929769833909,300,13,14,287.0,4.333333333333333,4.666666666666667,95.66666666666667
23,0.0250845779354732,304,8,4,296.0,2.6315789473684212,1.3157894736842106,97.36842105263158
24,0.0259914678464212,329,34,9,295.0,10.33434650455927,2.735562310030395,89.66565349544074
25,0.0257989088074824,331,6,4,325.0,1.8126888217522659,1.2084592145015105,98.18731117824774
26,0.0268586683925248,332,7,6,325.0,2.108433734939759,1.8072289156626506,97.89156626506023
27,0.0280102476515798,328,7,11,321.0,2.1341463414634148,3.3536585365853657,97.86585365853658
28,0.0250935505172793,342,23,9,319.0,6.7251461988304095,2.6315789473684212,93.27485380116958
29,0.0277455689912208,335,6,13,329.0,1.791044776119403,3.8805970149253732,98.2089552238806
30,0.0264237261397696,335,7,7,328.0,2.08955223880597,2.08955223880597,97.91044776119404
31,0.026416946102887,323,5,17,318.0,1.5479876160990713,5.2631578947368425,98.45201238390094
32,0.0257048092868988,341,21,3,320.0,6.158357771260997,0.8797653958944281,93.841642228739
33,0.0275342128984675,336,4,9,332.0,1.1904761904761905,2.6785714285714284,98.80952380952381
34,0.0266733769501761,318,8,26,310.0,2.5157232704402515,8.176100628930818,97.48427672955975
35,0.0275850104094378,318,6,6,312.0,1.8867924528301887,1.8867924528301887,98.11320754716981
36,0.026734512559567,331,20,7,311.0,6.042296072507553,2.1148036253776437,93.95770392749245
37,0.0291745945456192,322,6,15,316.0,1.8633540372670807,4.658385093167702,98.13664596273291
38,0.0278142219889792,318,8,12,310.0,2.5157232704402515,3.7735849056603774,97.48427672955975
39,0.0264455782312925,311,10,17,301.0,3.215434083601286,5.466237942122186,96.78456591639872
