gen_num,num_of_occurr,num_of_unique_res,max_res_in_subset,min_res_in_subset,avg_res_in_subset
0,11119.0,472,94,4,49.638392857142854
1,10776.0,472,93,4,48.107142857142854
2,11137.0,470,93,4,49.71875
3,10300.0,448,94,4,45.982142857142854
4,10754.0,455,100,4,48.00892857142857
5,10394.0,418,100,4,46.401785714285715
6,11001.0,399,100,4,49.111607142857146
7,11951.0,383,100,4,53.35267857142857
8,13598.0,417,110,4,60.705357142857146
9,11680.0,385,111,4,52.142857142857146
10,12812.0,359,111,4,57.19642857142857
11,11344.0,344,111,4,50.642857142857146
12,12340.0,388,111,4,55.089285714285715
13,11192.0,344,112,4,49.964285714285715
14,10552.0,339,113,4,47.107142857142854
15,11797.0,329,113,4,52.66517857142857
16,11097.0,394,122,4,49.54017857142857
17,10611.0,350,123,4,47.370535714285715
18,12748.0,346,122,4,56.910714285714285
19,11426.0,332,121,4,51.00892857142857
20,13418.0,394,124,4,59.901785714285715
21,11159.0,351,125,4,49.816964285714285
22,11861.0,329,120,4,52.950892857142854
23,12119.0,325,121,4,54.10267857142857
24,12658.0,389,122,4,56.50892857142857
25,12830.0,358,123,4,57.276785714285715
26,12361.0,352,123,4,55.183035714285715
27,11710.0,349,123,4,52.276785714285715
28,13629.0,411,123,4,60.84375
29,12074.0,364,123,4,53.901785714285715
30,12678.0,358,123,4,56.598214285714285
31,12227.0,358,124,4,54.58482142857143
32,13266.0,400,124,4,59.223214285714285
33,12203.0,357,123,4,54.47767857142857
34,11922.0,363,123,4,53.223214285714285
35,11528.0,338,123,4,51.464285714285715
36,12381.0,399,124,4,55.27232142857143
37,11037.0,346,123,4,49.27232142857143
38,11433.0,340,123,4,51.04017857142857
39,11760.0,341,118,4,52.5
40,12377.0,399,120,4,55.254464285714285
41,12013.0,350,118,4,53.629464285714285
42,10418.0,323,113,4,46.50892857142857
43,9638.0,314,113,4,43.026785714285715
44,10227.0,366,114,4,45.65625
45,8783.0,321,114,4,39.20982142857143
46,10385.0,317,114,4,46.361607142857146
47,9597.0,329,113,4,42.84375
48,10350.0,383,113,4,46.205357142857146
49,10179.0,294,107,4,45.441964285714285
50,10777.0,293,108,4,48.111607142857146
51,11553.0,288,105,4,51.575892857142854
52,11921.0,369,111,5,53.21875
53,11453.0,301,111,5,51.129464285714285
54,10849.0,297,112,4,48.433035714285715
55,11435.0,301,113,4,51.049107142857146
56,11577.0,358,112,4,51.683035714285715
57,10542.0,299,112,4,47.0625
58,11297.0,292,113,4,50.433035714285715
59,10798.0,293,113,4,48.205357142857146
60,11998.0,377,118,4,53.5625
61,10921.0,308,114,4,48.754464285714285
62,10265.0,307,115,4,45.825892857142854
63,11575.0,303,115,4,51.674107142857146
64,12622.0,380,121,4,56.348214285714285
65,10114.0,300,119,4,45.151785714285715
66,10451.0,301,119,4,46.65625
67,10986.0,281,119,4,49.044642857142854
68,12062.0,350,118,4,53.848214285714285
69,10819.0,292,116,4,48.299107142857146
70,10887.0,299,116,4,48.60267857142857
71,10623.0,286,106,4,47.424107142857146
72,11711.0,359,114,4,52.28125
73,11183.0,288,107,4,49.924107142857146
74,11436.0,282,107,4,51.05357142857143
75,11011.0,284,107,4,49.15625
76,11867.0,363,111,4,52.97767857142857
77,10957.0,306,108,4,48.91517857142857
78,11334.0,299,109,4,50.598214285714285
79,11124.0,301,109,4,49.660714285714285
80,12524.0,364,116,4,55.910714285714285
81,11178.0,296,113,4,49.901785714285715
82,12338.0,291,114,4,55.080357142857146
83,11373.0,291,113,4,50.77232142857143
84,12849.0,375,116,4,57.361607142857146
85,11873.0,304,114,4,53.004464285714285
86,11140.0,292,115,4,49.732142857142854
87,11228.0,294,114,4,50.125
88,12740.0,380,115,4,56.875
89,11782.0,307,114,4,52.598214285714285
90,11667.0,305,115,4,52.08482142857143
91,11852.0,304,115,4,52.910714285714285
92,11725.0,370,123,4,52.34375
93,11311.0,306,124,4,50.495535714285715
94,12566.0,304,124,4,56.098214285714285
95,11357.0,295,125,4,50.700892857142854
96,11667.0,368,126,5,52.08482142857143
97,11446.0,314,127,5,51.098214285714285
98,11873.0,311,126,5,53.004464285714285
99,11827.0,315,126,5,52.799107142857146
100,13734.0,373,127,5,61.3125
