gen_num,diversity_within,total,num_of_new_from_prev_1,num_of_lost_from_prev_1,num_of_kept_from_prev_1,num_of_inherited_from_prev_1,perc_new_from_prev_1,perc_lost_from_prev_1,perc_inherited_from_prev_1
0,0.0228693250641988,472,0,0,0,,,,
1,0.0214594225960445,472,0,0,0,472.0,0.0,0.0,100.0
2,0.0210498149221781,472,0,0,0,472.0,0.0,0.0,100.0
3,0.021049802938015,470,0,2,0,470.0,0.0,0.425531914893617,100.0
4,0.020265765965957,456,0,14,0,456.0,0.0,3.0701754385964914,100.0
5,0.019515625686783,444,1,13,0,443.0,0.22522522522522523,2.9279279279279278,99.77477477477477
6,0.0192035663766128,448,4,0,0,444.0,0.8928571428571429,0.0,99.10714285714286
7,0.0172447275410727,444,2,6,0,442.0,0.45045045045045046,1.3513513513513513,99.54954954954955
8,0.018579791295495,438,6,12,0,432.0,1.36986301369863,2.73972602739726,98.63013698630137
9,0.0165993537964458,411,3,30,0,408.0,0.7299270072992701,7.299270072992701,99.27007299270073
10,0.0159005037783375,404,5,12,0,399.0,1.2376237623762376,2.9702970297029703,98.76237623762377
11,0.016910133523084,404,7,7,0,397.0,1.7326732673267327,1.7326732673267327,98.26732673267327
12,0.0166918266120336,387,8,25,0,379.0,2.0671834625322996,6.459948320413437,97.9328165374677
13,0.0157466144778872,350,8,45,0,342.0,2.2857142857142856,12.857142857142858,97.71428571428571
14,0.0163390954297892,345,13,18,0,332.0,3.7681159420289854,5.217391304347826,96.23188405797102
15,0.0166699066874028,343,22,24,0,321.0,6.41399416909621,6.997084548104956,93.58600583090379
16,0.0173574584472964,330,23,36,0,307.0,6.96969696969697,10.909090909090908,93.03030303030303
17,0.0161930792635758,314,21,37,0,293.0,6.687898089171974,11.78343949044586,93.31210191082802
18,0.0159535516267392,305,18,27,0,287.0,5.901639344262295,8.852459016393443,94.09836065573771
19,0.0149253731343283,302,23,26,0,279.0,7.6158940397351,8.609271523178808,92.3841059602649
20,0.0145481263776634,297,17,22,0,280.0,5.723905723905724,7.407407407407407,94.27609427609427
21,0.0155252089931979,299,22,20,0,277.0,7.357859531772576,6.688963210702341,92.64214046822742
22,0.0129214807828342,274,24,49,0,250.0,8.75912408759124,17.883211678832115,91.24087591240875
23,0.0133993300334983,268,27,33,0,241.0,10.074626865671641,12.313432835820896,89.92537313432835
24,0.0147224095302315,262,31,37,0,231.0,11.83206106870229,14.122137404580153,88.16793893129771
25,0.0134479271991911,266,31,27,0,235.0,11.654135338345865,10.150375939849624,88.34586466165413
26,0.0149212489638021,270,28,24,0,242.0,10.37037037037037,8.88888888888889,89.62962962962963
27,0.0142092147818249,268,26,28,0,242.0,9.701492537313433,10.447761194029852,90.29850746268657
28,0.0142066227932727,272,28,24,0,244.0,10.294117647058824,8.823529411764707,89.70588235294117
29,0.0142362238822128,263,20,29,0,243.0,7.604562737642586,11.02661596958175,92.39543726235742
30,0.0136239782016348,260,25,28,0,235.0,9.615384615384615,10.76923076923077,90.38461538461539
31,0.0143481971410283,269,30,21,0,239.0,11.152416356877323,7.806691449814126,88.84758364312268
32,0.0158035922556566,271,34,32,0,237.0,12.546125461254613,11.808118081180812,87.45387453874538
33,0.0157055363531623,259,27,39,0,232.0,10.424710424710424,15.057915057915057,89.57528957528957
34,0.0141530054644808,259,24,24,0,235.0,9.266409266409266,9.266409266409266,90.73359073359073
35,0.0157475600263457,263,36,32,0,227.0,13.688212927756654,12.167300380228136,86.31178707224335
36,0.0150162337662337,259,34,38,0,225.0,13.127413127413128,14.671814671814673,86.87258687258688
37,0.0140713461221348,256,26,29,0,230.0,10.15625,11.328125,89.84375
38,0.0139485577191318,250,29,35,0,221.0,11.6,14.0,88.4
39,0.0145679156226327,250,22,22,0,228.0,8.8,8.8,91.2
40,0.0153372416651862,259,33,24,0,226.0,12.741312741312742,9.266409266409266,87.25868725868726
41,0.0141934733290675,244,21,36,0,223.0,8.60655737704918,14.754098360655737,91.39344262295081
42,0.0154970942948197,248,27,23,0,221.0,10.887096774193548,9.274193548387096,89.11290322580645
43,0.0164020126772528,251,32,29,0,219.0,12.749003984063744,11.55378486055777,87.25099601593625
44,0.015852474927208,245,22,28,0,223.0,8.979591836734693,11.428571428571429,91.0204081632653
45,0.0139428571428571,244,21,22,0,223.0,8.60655737704918,9.01639344262295,91.39344262295081
46,0.015131888836552,257,34,21,0,223.0,13.229571984435797,8.171206225680933,86.7704280155642
47,0.0143030704660923,259,34,32,0,225.0,13.127413127413128,12.355212355212355,86.87258687258688
48,0.0147195178488641,254,31,36,0,223.0,12.204724409448819,14.173228346456693,87.79527559055119
49,0.0138687402077409,239,27,42,0,212.0,11.297071129707113,17.573221757322177,88.7029288702929
50,0.0139022322690025,246,25,18,0,221.0,10.16260162601626,7.317073170731708,89.83739837398375
51,0.013617395124094,248,28,26,0,220.0,11.290322580645162,10.483870967741936,88.70967741935483
52,0.0128164389365533,242,23,29,0,219.0,9.50413223140496,11.983471074380166,90.49586776859505
53,0.0141180472869535,249,40,33,0,209.0,16.06425702811245,13.25301204819277,83.93574297188755
54,0.0128605045695835,235,25,39,0,210.0,10.638297872340425,16.595744680851062,89.36170212765957
55,0.0152243589743589,247,39,27,0,208.0,15.789473684210526,10.931174089068826,84.21052631578948
56,0.0151987281399046,239,32,40,0,207.0,13.389121338912133,16.736401673640167,86.61087866108787
57,0.0133294864396999,231,28,36,0,203.0,12.121212121212121,15.584415584415584,87.87878787878788
58,0.0137481481481481,232,34,33,0,198.0,14.655172413793103,14.224137931034482,85.34482758620689
59,0.0126772310258548,228,31,35,0,197.0,13.596491228070175,15.350877192982455,86.40350877192982
60,0.0119253183682279,221,24,31,0,197.0,10.85972850678733,14.027149321266968,89.14027149321267
61,0.0120514778056494,221,25,25,0,196.0,11.312217194570136,11.312217194570136,88.68778280542986
62,0.0127111557116574,228,34,27,0,194.0,14.912280701754385,11.842105263157896,85.08771929824562
63,0.0148611901599949,235,36,29,0,199.0,15.319148936170214,12.340425531914894,84.68085106382979
64,0.013203248232751,226,28,37,0,198.0,12.389380530973451,16.371681415929203,87.61061946902655
65,0.0143703516954493,228,32,30,0,196.0,14.035087719298245,13.157894736842104,85.96491228070175
66,0.0147589584944573,229,33,32,0,196.0,14.410480349344978,13.973799126637555,85.58951965065502
67,0.0139774399215301,228,27,28,0,201.0,11.842105263157896,12.280701754385966,88.15789473684211
68,0.0145018915510718,230,34,32,0,196.0,14.782608695652174,13.91304347826087,85.21739130434783
69,0.0145030295217223,225,31,36,0,194.0,13.777777777777779,16.0,86.22222222222223
70,0.0118854067388013,212,32,45,0,180.0,15.09433962264151,21.22641509433962,84.90566037735849
71,0.0126936931785693,222,38,28,0,184.0,17.117117117117118,12.612612612612613,82.88288288288288
72,0.0122342450111467,225,39,36,0,186.0,17.333333333333332,16.0,82.66666666666667
73,0.0129242526410429,230,35,30,0,195.0,15.217391304347826,13.043478260869565,84.78260869565217
74,0.0134424662444736,225,30,35,0,195.0,13.333333333333334,15.555555555555555,86.66666666666667
75,0.012297461339526,233,34,26,0,199.0,14.592274678111588,11.158798283261802,85.4077253218884
76,0.0138706205906971,232,35,36,0,197.0,15.086206896551724,15.517241379310345,84.91379310344827
77,0.0141321774241434,238,48,42,0,190.0,20.168067226890756,17.647058823529413,79.83193277310924
78,0.0148888172736061,231,33,40,0,198.0,14.285714285714286,17.316017316017316,85.71428571428571
79,0.0145272683972374,244,39,26,0,205.0,15.98360655737705,10.655737704918034,84.01639344262296
80,0.0142949967511371,242,37,39,0,205.0,15.289256198347108,16.115702479338843,84.7107438016529
81,0.0138576130261562,240,37,39,0,203.0,15.416666666666666,16.25,84.58333333333333
82,0.0136250793834074,236,39,43,0,197.0,16.52542372881356,18.220338983050848,83.47457627118644
83,0.0139980353634577,228,31,39,0,197.0,13.596491228070175,17.105263157894736,86.40350877192982
84,0.0143645069398145,237,43,34,0,194.0,18.143459915611814,14.345991561181435,81.85654008438819
85,0.016017994683389,235,39,41,0,196.0,16.595744680851062,17.4468085106383,83.40425531914893
86,0.0157470067673086,242,46,39,0,196.0,19.00826446280992,16.115702479338843,80.99173553719008
87,0.0137751077128466,227,32,47,0,195.0,14.09691629955947,20.704845814977972,85.90308370044053
88,0.0135804852931711,211,27,43,0,184.0,12.796208530805687,20.379146919431278,87.20379146919431
89,0.0133863965267727,222,38,27,0,184.0,17.117117117117118,12.162162162162161,82.88288288288288
90,0.013198336647984,219,35,38,0,184.0,15.981735159817351,17.35159817351598,84.01826484018265
91,0.0147115508158807,229,50,40,0,179.0,21.83406113537118,17.467248908296945,78.16593886462883
92,0.0126999633654902,208,31,52,0,177.0,14.903846153846153,25.0,85.09615384615384
93,0.0142134579678596,222,48,34,0,174.0,21.62162162162162,15.315315315315315,78.37837837837837
94,0.0134688380066119,220,42,44,0,178.0,19.09090909090909,20.0,80.9090909090909
95,0.0139744919753463,229,45,36,0,184.0,19.650655021834062,15.720524017467248,80.34934497816595
96,0.0149993562508046,233,50,46,0,183.0,21.459227467811157,19.742489270386265,78.54077253218884
97,0.0127583108715184,213,31,51,0,182.0,14.553990610328638,23.943661971830984,85.44600938967136
98,0.0140980262763213,235,59,37,0,176.0,25.106382978723403,15.74468085106383,74.8936170212766
