gen_num,num_of_occurr,num_of_unique_res,max_res_in_subset,min_res_in_subset,avg_res_in_subset
0,20639.0,472,95,2,46.06919642857143
1,21995.0,472,97,3,49.095982142857146
2,22423.0,472,95,1,50.051339285714285
3,22328.0,470,98,1,49.839285714285715
4,22501.0,456,100,1,50.22544642857143
5,22751.0,444,100,1,50.783482142857146
6,23329.0,448,100,1,52.073660714285715
7,25747.0,444,100,1,57.470982142857146
8,23574.0,438,99,1,52.620535714285715
9,24760.0,411,99,1,55.267857142857146
10,25408.0,404,100,1,56.714285714285715
11,23891.0,404,100,1,53.328125
12,23185.0,387,100,1,51.752232142857146
13,22227.0,350,99,1,49.613839285714285
14,21115.0,345,99,1,47.13169642857143
15,20576.0,343,100,1,45.92857142857143
16,19012.0,330,100,1,42.4375
17,19391.0,314,100,1,43.283482142857146
18,19118.0,305,101,1,42.674107142857146
19,20234.0,302,101,1,45.16517857142857
20,20415.0,297,100,1,45.56919642857143
21,19259.0,299,102,1,42.988839285714285
22,21205.0,274,98,1,47.332589285714285
23,20001.0,268,98,1,44.645089285714285
24,17796.0,262,97,1,39.723214285714285
25,19780.0,266,98,1,44.151785714285715
26,18095.0,270,98,1,40.390625
27,18861.0,268,98,1,42.10044642857143
28,19146.0,272,98,1,42.736607142857146
29,18474.0,263,98,1,41.236607142857146
30,19084.0,260,98,1,42.598214285714285
31,18748.0,269,98,1,41.848214285714285
32,17148.0,271,97,1,38.276785714285715
33,16491.0,259,97,1,36.810267857142854
34,18300.0,259,97,1,40.848214285714285
35,16701.0,263,98,1,37.279017857142854
36,17248.0,259,99,1,38.5
37,18193.0,256,99,1,40.609375
38,17923.0,250,100,1,40.00669642857143
39,17161.0,250,100,1,38.30580357142857
40,16887.0,259,99,1,37.69419642857143
41,17191.0,244,99,2,38.372767857142854
42,16003.0,248,99,2,35.720982142857146
43,15303.0,251,99,2,34.158482142857146
44,15455.0,245,99,3,34.497767857142854
45,17500.0,244,99,3,39.0625
46,16984.0,257,100,3,37.910714285714285
47,18108.0,259,101,3,40.419642857142854
48,17256.0,254,101,3,38.517857142857146
49,17233.0,239,101,3,38.466517857142854
50,17695.0,246,101,3,39.497767857142854
51,18212.0,248,101,3,40.651785714285715
52,18882.0,242,100,3,42.14732142857143
53,17637.0,249,97,4,39.36830357142857
54,18273.0,235,97,4,40.78794642857143
55,16224.0,247,96,4,36.214285714285715
56,15725.0,239,96,4,35.10044642857143
57,17330.0,231,96,4,38.683035714285715
58,16875.0,232,97,5,37.667410714285715
59,17985.0,228,97,5,40.145089285714285
60,18532.0,221,97,4,41.36607142857143
61,18338.0,221,98,4,40.933035714285715
62,17937.0,228,98,4,40.03794642857143
63,15813.0,235,98,4,35.296875
64,17117.0,226,98,4,38.207589285714285
65,15866.0,228,98,4,35.41517857142857
66,15516.0,229,100,4,34.63392857142857
67,16312.0,228,100,4,36.410714285714285
68,15860.0,230,101,4,35.401785714285715
69,15514.0,225,101,4,34.629464285714285
70,17837.0,212,104,5,39.814732142857146
71,17489.0,222,104,5,39.03794642857143
72,18391.0,225,104,5,41.051339285714285
73,17796.0,230,104,4,39.723214285714285
74,16738.0,225,105,5,37.361607142857146
75,18947.0,233,105,5,42.292410714285715
76,16726.0,232,105,5,37.33482142857143
77,16841.0,238,105,4,37.591517857142854
78,15515.0,231,105,4,34.63169642857143
79,16796.0,244,106,5,37.49107142857143
80,16929.0,242,106,5,37.78794642857143
81,17319.0,240,105,5,38.658482142857146
82,17321.0,236,106,5,38.66294642857143
83,16288.0,228,106,5,36.357142857142854
84,16499.0,237,106,5,36.828125
85,14671.0,235,106,5,32.747767857142854
86,15368.0,242,104,5,34.30357142857143
87,16479.0,227,104,5,36.783482142857146
88,15537.0,211,94,5,34.68080357142857
89,16584.0,222,94,5,37.017857142857146
90,16593.0,219,94,5,37.03794642857143
91,15566.0,229,93,5,34.745535714285715
92,16378.0,208,94,5,36.558035714285715
93,15619.0,222,92,5,34.863839285714285
94,16334.0,220,92,5,36.45982142857143
95,16387.0,229,92,5,36.578125
96,15534.0,233,92,5,34.674107142857146
97,16695.0,213,92,5,37.265625
98,16669.0,235,92,5,37.207589285714285
99,16024.0,229,93,5,35.767857142857146
100,16219.0,214,95,5,36.203125
101,15913.0,222,95,5,35.520089285714285
