gen_num,diversity_within,total,num_of_new_from_prev_1,num_of_lost_from_prev_1,num_of_inherited_from_prev_1,perc_new_from_prev_1,perc_lost_from_prev_1,perc_inherited_from_prev_1
0,0.0456318252730109,234,168,43,66.0,71.7948717948718,18.376068376068375,28.205128205128204
1,0.0393043478260869,226,11,19,215.0,4.867256637168142,8.4070796460177,95.13274336283186
2,0.0409998201762272,228,26,24,202.0,11.403508771929825,10.526315789473685,88.59649122807018
3,0.0460872836719337,245,39,22,206.0,15.918367346938776,8.979591836734693,84.08163265306122
4,0.0432892591921753,239,4,10,235.0,1.6736401673640167,4.184100418410042,98.32635983263599
5,0.0473933649289099,250,17,6,233.0,6.8,2.4,93.2
6,0.0448005827718084,246,3,7,243.0,1.2195121951219512,2.845528455284553,98.78048780487805
7,0.0429458433942738,249,7,4,242.0,2.8112449799196786,1.606425702811245,97.18875502008032
8,0.0318921584744369,194,5,60,189.0,2.577319587628866,30.927835051546392,97.42268041237114
9,0.0252507163323782,141,0,53,141.0,0.0,37.5886524822695,100.0
10,0.0228825136612021,134,7,14,127.0,5.223880597014926,10.447761194029852,94.77611940298507
11,0.0190753313934691,118,4,20,114.0,3.389830508474576,16.949152542372882,96.61016949152543
12,0.0184206037864574,108,0,10,108.0,0.0,9.25925925925926,100.0
13,0.0222970130416491,106,5,7,101.0,4.716981132075472,6.60377358490566,95.28301886792453
14,0.0237519243457224,108,8,6,100.0,7.407407407407407,5.555555555555555,92.5925925925926
15,0.0254672897196261,109,8,7,101.0,7.339449541284404,6.422018348623853,92.66055045871559
16,0.0246174318030605,111,4,2,107.0,3.6036036036036037,1.8018018018018018,96.3963963963964
17,0.0242729061884977,111,3,3,108.0,2.7027027027027026,2.7027027027027026,97.29729729729729
18,0.0269135802469135,109,1,3,108.0,0.9174311926605505,2.7522935779816513,99.08256880733946
19,0.0249101796407185,104,3,8,101.0,2.8846153846153846,7.6923076923076925,97.11538461538461
20,0.0275347400926402,107,5,2,102.0,4.672897196261682,1.8691588785046729,95.32710280373831
21,0.0291491596638655,111,12,8,99.0,10.81081081081081,7.207207207207207,89.1891891891892
22,0.0260725290353164,110,5,6,105.0,4.545454545454546,5.454545454545454,95.45454545454545
23,0.0253819036427732,108,3,5,105.0,2.7777777777777777,4.62962962962963,97.22222222222223
24,0.0263691683569979,117,10,1,107.0,8.547008547008547,0.8547008547008547,91.45299145299145
