gen_num,diversity_within
0,0.04563182527301092
1,0.03930434782608696
2,0.040999820176227296
3,0.046087283671933786
4,0.04328925919217533
5,0.04739336492890995
6,0.044800582771808414
7,0.04294584339427389
8,0.03189215847443696
9,0.025250716332378225
10,0.022882513661202187
11,0.019075331393469123
12,0.018420603786457445
13,0.022297013041649136
14,0.023751924345722455
15,0.02546728971962617
16,0.024617431803060547
17,0.024272906188497704
18,0.02691358024691358
19,0.024910179640718563
20,0.027534740092640248
21,0.029149159663865547
22,0.026072529035316427
23,0.025381903642773207
24,0.02636916835699797
25,0.02702056432329029
26,0.023873270861222668
27,0.024960647627614123
28,0.022222222222222223
29,0.024493431307058562
30,0.026456254351357622
31,0.025341560158660202
32,0.02594123048668503
33,0.02700781805259417
34,0.029247202441505596
35,0.02650602409638554
36,0.02767199796902767
37,0.029682164433937484
38,0.01897810218978102
39,0.020689655172413793
40,0.020757020757020756
41,0.019142066420664208
42,0.01908731899956121
43,0.018294026890015427
44,0.019056060270330157
45,0.017860895146039085
46,0.01920558707987778
47,0.020555944872693296
48,0.019822761194029852
49,0.019967112990368803
50,0.01912568306010929
51,0.019060283687943262
52,0.017498379779650033
53,0.018502202643171806
54,0.019866019866019866
55,0.01915367483296214
56,0.01896411092985318
57,0.018012548067192876
58,0.018856065367693273
59,0.017889447236180904
60,0.0168550086190385
61,0.01797979797979798
62,0.017090539165818923
63,0.01757188498402556
64,0.017671917018824434
65,0.016599112140513416
66,0.01628479454648741
67,0.015943641082684465
68,0.016841317365269462
69,0.016452344931921332
70,0.01705634342660023
71,0.016603053435114503
72,0.01635127686937351
73,0.016699029126213592
74,0.016496018202502846
75,0.01590493601462523
76,0.015401146131805158
77,0.01739961759082218
78,0.01727623598603198
79,0.01771042541537338
80,0.016373870032406618
81,0.01709873138444567
82,0.01783858676827156
83,0.01728439059158945
84,0.01710435383552177
85,0.018080149114631874
86,0.016803780850691407
87,0.016170212765957447
88,0.017589690003483108
89,0.016798252981689903
90,0.01767805541390447
91,0.01766420854055908
92,0.01611563382621698
93,0.017311608961303463
94,0.017176509079011942
95,0.018327805899807995
96,0.01753507014028056
97,0.019352504973774644
98,0.017800167926112512
99,0.0173223247531164
100,0.018106312292358803
