	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	10.53	0.0
0.2	0.2	21.06	0.02
0.3	0.3	31.58	0.06
0.4	0.4	42.11	0.15
0.5	0.5	52.64	0.19
0.6	0.6	63.17	0.22
0.7	0.7	73.7	0.25
0.8	0.8	84.22	0.27
0.9	0.9	94.75	0.29
1.0	1.0	105.28	0.31
1.1	1.1	181.55	0.33
1.2	1.2	257.82	0.35
1.3	1.3	334.1	0.36
1.4	1.4	410.37	0.38
1.5	1.5	486.64	0.4
1.6	1.6	562.91	0.41
1.7	1.7	639.18	0.43
1.8	1.8	715.46	0.44
1.9	1.9	791.73	0.45
2.0	2.0	868.0	0.47
2.1	2.1	1036.7	0.48
2.2	2.2	1205.4	0.49
2.3	2.3	1374.1	0.5
2.4	2.4	1542.8	0.51
2.5	2.5	1711.5	0.53
2.6	2.6	1880.2	0.54
2.7	2.7	2048.9	0.55
2.8	2.8	2217.6	0.56
2.9	2.9	2386.3	0.57
3.0	3.0	2555.0	0.58
3.1	3.1	2850.2	0.59
3.2	3.2	3145.4	0.6
3.3	3.3	3440.6	0.61
3.4	3.4	3735.8	0.62
3.5	3.5	4031.0	0.63
3.6	3.6	4326.2	0.64
3.7	3.7	4621.4	0.65
3.8	3.8	4916.6	0.66
3.9	3.9	5211.8	0.67
4.0	4.0	5507.0	0.68
4.1	4.1	5973.6	0.69
4.2	4.2	6440.2	0.69
4.3	4.3	6906.8	0.7
4.4	4.4	7373.4	0.71
4.5	4.5	7840.0	0.72
4.6	4.6	8306.6	0.73
4.7	4.7	8773.2	0.74
4.8	4.8	9239.8	0.74
4.9	4.9	9706.4	0.75
5.0	5.0	10173.0	0.76
5.094438788	5.094438788	10711.35	0.77
