	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	13.46	0.0
0.2	0.2	26.91	0.02
0.3	0.3	40.37	0.06
0.4	0.4	53.82	0.15
0.5	0.5	67.28	0.19
0.6	0.6	80.73	0.22
0.7	0.7	94.19	0.25
0.8	0.8	107.64	0.27
0.9	0.9	121.1	0.29
1.0	1.0	134.56	0.31
1.1	1.1	194.2	0.33
1.2	1.2	253.84	0.35
1.3	1.3	313.49	0.36
1.4	1.4	373.13	0.38
1.5	1.5	432.78	0.4
1.6	1.6	492.42	0.41
1.7	1.7	552.07	0.43
1.8	1.8	611.71	0.44
1.9	1.9	671.36	0.45
2.0	2.0	731.0	0.47
2.1	2.1	849.7	0.48
2.2	2.2	968.4	0.49
2.3	2.3	1087.1	0.5
2.4	2.4	1205.8	0.51
2.5	2.5	1324.5	0.53
2.6	2.6	1443.2	0.54
2.7	2.7	1561.9	0.55
2.8	2.8	1680.6	0.56
2.9	2.9	1799.3	0.57
3.0	3.0	1918.0	0.58
3.1	3.1	2097.3	0.59
3.2	3.2	2276.6	0.6
3.3	3.3	2455.9	0.61
3.4	3.4	2635.2	0.62
3.5	3.5	2814.5	0.63
3.6	3.6	2993.8	0.64
3.7	3.7	3173.1	0.65
3.8	3.8	3352.4	0.66
3.9	3.9	3531.7	0.67
4.0	4.0	3711.0	0.68
4.1	4.1	3961.9	0.69
4.2	4.2	4212.8	0.69
4.3	4.3	4463.7	0.7
4.4	4.4	4714.6	0.71
4.5	4.5	4965.5	0.72
4.6	4.6	5216.4	0.73
4.7	4.7	5467.3	0.74
4.8	4.8	5718.2	0.74
4.9	4.9	5969.1	0.75
5.0	5.0	6220.0	0.76
5.092103913	5.092103913	6487.0	0.77
