	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	15.93	0.0
0.2	0.2	31.86	0.1
0.3	0.3	47.8	0.31
0.4	0.4	63.73	0.59
0.5	0.5	79.66	0.91
0.6	0.6	95.59	1.29
0.7	0.7	111.53	1.71
0.8	0.8	127.46	2.15
0.9	0.9	143.39	2.63
1.0	1.0	159.32	3.14
1.1	1.1	303.49	3.68
1.2	1.2	447.66	4.24
1.3	1.3	591.83	4.83
1.4	1.4	735.99	5.45
1.5	1.5	880.16	6.09
1.6	1.6	1024.33	6.75
1.7	1.7	1168.5	7.44
1.8	1.8	1312.66	11.15
1.9	1.9	1456.83	11.64
2.0	2.0	1601.0	12.12
2.1	2.1	1937.7	12.57
2.2	2.2	2274.4	13.01
2.3	2.3	2611.1	13.43
2.4	2.4	2947.8	13.84
2.5	2.5	3284.5	14.23
2.6	2.6	3621.2	14.62
2.7	2.7	3957.9	14.99
2.8	2.8	4294.6	15.36
2.9	2.9	4631.3	15.72
3.0	3.0	4968.0	16.06
3.1	3.1	5548.4	16.41
3.2	3.2	6128.8	16.74
3.3	3.3	6709.2	17.07
3.4	3.4	7289.6	17.39
3.5	3.5	7870.0	17.7
3.6	3.6	8450.4	18.01
3.7	3.7	9030.8	18.32
3.8	3.8	9611.2	18.62
3.9	3.9	10191.6	18.91
4.0	4.0	10772.0	19.2
4.1	4.1	11540.6	19.49
4.2	4.2	12309.2	19.77
4.3	4.3	13077.8	20.05
4.4	4.4	13846.4	20.32
4.5	4.5	14615.0	20.59
4.6	4.6	15383.6	20.86
4.7	4.7	16152.2	21.12
4.8	4.8	16920.8	21.38
4.9	4.9	17689.4	21.64
5.0	5.0	18458.0	21.89
5.1	5.1	18563.87	22.14
5.122257904	5.122257904	19516.69	22.2
