	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	25.03	0.0
0.2	0.2	50.06	0.24
0.3	0.3	75.09	0.71
0.4	0.4	100.12	1.34
0.5	0.5	125.15	2.07
0.6	0.6	150.18	2.92
0.7	0.7	175.2	3.88
0.8	0.8	200.23	4.89
0.9	0.9	225.26	5.98
1.0	1.0	250.29	7.13
1.1	1.1	876.36	8.35
1.2	1.2	1502.43	9.64
1.3	1.3	2128.5	10.98
1.4	1.4	2754.58	12.38
1.5	1.5	3380.65	13.84
1.6	1.6	4006.72	15.35
1.7	1.7	4632.79	16.91
1.8	1.8	5258.86	18.52
1.9	1.9	5884.93	20.18
2.0	2.0	6511.0	21.88
2.1	2.1	8797.2	23.63
2.2	2.2	11083.4	25.43
2.3	2.3	13369.6	27.26
2.4	2.4	15655.8	29.14
2.5	2.5	17942.0	42.45
2.6	2.6	20228.2	43.79
2.7	2.7	22514.4	45.09
2.8	2.8	24800.6	46.34
2.9	2.9	27086.8	47.56
3.0	3.0	29373.0	48.75
3.1	3.1	33322.3	49.91
3.2	3.2	37271.6	51.05
3.3	3.3	41220.9	52.15
3.4	3.4	45170.2	53.24
3.5	3.5	49119.5	54.3
3.6	3.6	53068.8	55.34
3.7	3.7	57018.1	56.36
3.8	3.8	60967.4	57.36
3.9	3.9	64916.7	58.34
4.0	4.0	68866.0	59.31
4.1	4.1	74416.2	60.26
4.2	4.2	79966.4	61.19
4.3	4.3	85516.6	62.12
4.4	4.4	91066.8	63.02
4.5	4.5	96617.0	63.92
4.6	4.6	102167.2	64.8
4.7	4.7	107717.4	65.67
4.8	4.8	113267.6	66.53
4.9	4.9	118817.8	67.38
5.0	5.0	124368.0	68.21
5.1	5.1	124997.37	69.04
5.100773233	5.100773233	130661.71	69.05
