	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	11.68	0.0
0.2	0.2	23.36	0.02
0.3	0.3	35.04	0.06
0.4	0.4	46.72	0.15
0.5	0.5	58.4	0.19
0.6	0.6	70.08	0.22
0.7	0.7	81.76	0.25
0.8	0.8	93.44	0.27
0.9	0.9	105.12	0.29
1.0	1.0	116.8	0.31
1.1	1.1	164.02	0.33
1.2	1.2	211.24	0.35
1.3	1.3	258.46	0.36
1.4	1.4	305.68	0.38
1.5	1.5	352.9	0.4
1.6	1.6	400.12	0.41
1.7	1.7	447.34	0.43
1.8	1.8	494.56	0.44
1.9	1.9	541.78	0.45
2.0	2.0	589.0	0.47
2.1	2.1	718.8	0.48
2.2	2.2	848.6	0.49
2.3	2.3	978.4	0.5
2.4	2.4	1108.2	0.51
2.5	2.5	1238.0	0.53
2.6	2.6	1367.8	0.54
2.7	2.7	1497.6	0.55
2.8	2.8	1627.4	0.56
2.9	2.9	1757.2	0.57
3.0	3.0	1887.0	0.58
3.1	3.1	2140.9	0.59
3.2	3.2	2394.8	0.6
3.3	3.3	2648.7	0.61
3.4	3.4	2902.6	0.62
3.5	3.5	3156.5	0.63
3.6	3.6	3410.4	0.64
3.7	3.7	3664.3	0.65
3.8	3.8	3918.2	0.66
3.9	3.9	4172.1	0.67
4.0	4.0	4426.0	0.68
4.1	4.1	4577.2	0.69
4.2	4.2	4728.4	0.69
4.3	4.3	4879.59	0.7
4.4	4.4	5030.79	0.71
4.408030027	4.408030027	5937.98	0.71
