	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.09	0.0
0.2	0.2	0.18	0.02
0.3	0.3	0.27	0.06
0.4	0.4	0.36	0.15
0.5	0.5	0.45	0.19
0.6	0.6	0.54	0.22
0.7	0.7	0.63	0.25
0.8	0.8	0.72	0.27
0.9	0.9	0.81	0.29
1.0	1.0	0.9	0.31
1.1	1.1	2.61	0.33
1.2	1.2	4.32	0.35
1.3	1.3	6.03	0.36
1.4	1.4	7.74	0.38
1.5	1.5	9.45	0.4
1.6	1.6	11.16	0.41
1.7	1.7	12.87	0.43
1.8	1.8	14.58	0.44
1.9	1.9	16.29	0.45
2.0	2.0	18.0	0.47
2.1	2.1	23.5	0.48
2.2	2.2	29.0	0.49
2.3	2.3	34.5	0.5
2.4	2.4	40.0	0.51
2.5	2.5	45.5	0.53
2.6	2.6	51.0	0.54
2.7	2.7	56.5	0.55
2.8	2.8	62.0	0.56
2.9	2.9	67.5	0.57
3.0	3.0	73.0	0.58
3.1	3.1	82.4	0.59
3.2	3.2	91.8	0.6
3.3	3.3	101.2	0.61
3.4	3.4	110.6	0.62
3.5	3.5	120.0	0.63
3.6	3.6	129.4	0.64
3.7	3.7	138.8	0.65
3.8	3.8	148.2	0.66
3.9	3.9	157.6	0.67
4.0	4.0	167.0	0.68
4.1	4.1	180.9	0.69
4.2	4.2	194.8	0.69
4.3	4.3	208.7	0.7
4.4	4.4	222.6	0.71
4.5	4.5	236.5	0.72
4.6	4.6	250.4	0.73
4.7	4.7	264.3	0.74
4.8	4.8	278.2	0.74
4.9	4.9	292.1	0.75
5.0	5.0	306.0	0.76
5.1	5.1	307.81	0.77
5.126053561	5.126053561	324.08	0.77
