	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	1.31	0.0
0.2	0.2	2.63	0.02
0.3	0.3	3.94	0.06
0.4	0.4	5.26	0.15
0.5	0.5	6.57	0.19
0.6	0.6	7.89	0.22
0.7	0.7	9.2	0.25
0.8	0.8	10.52	0.27
0.9	0.9	11.83	0.29
1.0	1.0	13.14	0.31
1.1	1.1	20.53	0.33
1.2	1.2	27.92	0.35
1.3	1.3	35.3	0.36
1.4	1.4	42.69	0.38
1.5	1.5	50.07	0.4
1.6	1.6	57.46	0.41
1.7	1.7	64.84	0.43
1.8	1.8	72.23	0.44
1.9	1.9	79.61	0.45
2.0	2.0	87.0	0.47
2.1	2.1	103.8	0.48
2.2	2.2	120.6	0.49
2.3	2.3	137.4	0.5
2.4	2.4	154.2	0.51
2.5	2.5	171.0	0.53
2.6	2.6	187.8	0.54
2.7	2.7	204.6	0.55
2.8	2.8	221.4	0.56
2.9	2.9	238.2	0.57
3.0	3.0	255.0	0.58
3.1	3.1	286.4	0.59
3.2	3.2	317.8	0.6
3.3	3.3	349.2	0.61
3.4	3.4	380.6	0.62
3.5	3.5	412.0	0.63
3.6	3.6	443.4	0.64
3.7	3.7	474.8	0.65
3.8	3.8	506.2	0.66
3.9	3.9	537.6	0.67
4.0	4.0	569.0	0.68
4.1	4.1	623.2	0.69
4.2	4.2	677.4	0.69
4.3	4.3	731.6	0.7
4.4	4.4	785.8	0.71
4.5	4.5	840.0	0.72
4.6	4.6	894.2	0.73
4.7	4.7	948.4	0.74
4.8	4.8	1002.6	0.74
4.9	4.9	1056.8	0.75
5.0	5.0	1111.0	0.76
5.092888158	5.092888158	1170.79	0.77
