	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	31.11	0.0
0.2	0.2	62.22	0.02
0.3	0.3	93.32	0.06
0.4	0.4	124.43	0.15
0.5	0.5	155.54	0.19
0.6	0.6	186.65	0.22
0.7	0.7	217.76	0.25
0.8	0.8	248.86	0.27
0.9	0.9	279.97	0.29
1.0	1.0	311.08	0.31
1.1	1.1	516.87	0.33
1.2	1.2	722.66	0.35
1.3	1.3	928.46	0.36
1.4	1.4	1134.25	0.38
1.5	1.5	1340.04	0.4
1.6	1.6	1545.83	0.41
1.7	1.7	1751.62	0.43
1.8	1.8	1957.42	0.44
1.9	1.9	2163.21	0.45
2.0	2.0	2369.0	0.47
2.1	2.1	2719.01	0.48
2.2	2.2	3069.01	0.49
2.3	2.3	3419.02	0.5
2.4	2.4	3769.02	0.51
2.5	2.5	4119.03	0.53
2.6	2.6	4469.03	0.54
2.7	2.7	4819.04	0.55
2.742257575	2.742257575	5869.05	0.55
