	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	32.22	0.0
0.2	0.2	64.44	0.22
0.3	0.3	96.67	0.65
0.4	0.4	128.89	1.24
0.5	0.5	161.11	1.9
0.6	0.6	193.33	2.69
0.7	0.7	225.55	3.57
0.8	0.8	257.78	4.5
0.9	0.9	290.0	5.5
1.0	1.0	322.22	6.56
1.1	1.1	558.6	7.69
1.2	1.2	794.98	8.87
1.3	1.3	1031.35	10.1
1.4	1.4	1267.73	11.39
1.5	1.5	1504.11	12.73
1.6	1.6	1740.49	14.12
1.7	1.7	1976.87	15.56
1.8	1.8	2213.24	17.04
1.9	1.9	2449.62	18.56
2.0	2.0	2686.0	20.13
2.1	2.1	3543.3	21.74
2.2	2.2	4400.6	23.39
2.3	2.3	5257.9	25.08
2.4	2.4	6115.2	36.9
2.5	2.5	6972.5	38.12
2.6	2.6	7829.8	39.3
2.7	2.7	8687.1	40.44
2.8	2.8	9544.4	41.55
2.9	2.9	10401.7	42.63
3.0	3.0	11259.0	43.68
3.1	3.1	12811.7	44.71
3.2	3.2	14364.4	45.71
3.3	3.3	15917.1	46.69
3.4	3.4	17469.8	47.65
3.5	3.5	19022.5	48.59
3.6	3.6	20575.2	49.51
3.7	3.7	22127.9	50.41
3.8	3.8	23680.6	51.3
3.9	3.9	25233.3	52.17
4.0	4.0	26786.0	53.02
4.1	4.1	28923.6	53.87
4.2	4.2	31061.2	54.7
4.3	4.3	33198.8	55.51
4.4	4.4	35336.4	56.32
4.5	4.5	37474.0	57.11
4.6	4.6	39611.6	57.9
4.7	4.7	41749.2	58.67
4.8	4.8	43886.8	59.43
4.9	4.9	46024.4	60.18
5.0	5.0	48162.0	60.92
5.07995661	5.07995661	50111.03	61.51
