	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	1.34	0.0
0.2	0.2	2.68	0.02
0.3	0.3	4.02	0.06
0.4	0.4	5.36	0.15
0.5	0.5	6.7	0.19
0.6	0.6	8.04	0.22
0.7	0.7	9.38	0.25
0.8	0.8	10.72	0.27
0.9	0.9	12.07	0.29
1.0	1.0	13.41	0.31
1.1	1.1	24.57	0.33
1.2	1.2	35.72	0.35
1.3	1.3	46.88	0.36
1.4	1.4	58.04	0.38
1.5	1.5	69.2	0.4
1.6	1.6	80.36	0.41
1.7	1.7	91.52	0.43
1.8	1.8	102.68	0.44
1.9	1.9	113.84	0.45
2.0	2.0	125.0	0.47
2.1	2.1	152.6	0.48
2.2	2.2	180.2	0.49
2.3	2.3	207.8	0.5
2.4	2.4	235.4	0.51
2.5	2.5	263.0	0.53
2.6	2.6	290.6	0.54
2.7	2.7	318.2	0.55
2.8	2.8	345.8	0.56
2.9	2.9	373.4	0.57
3.0	3.0	401.0	0.58
3.1	3.1	470.5	0.59
3.2	3.2	540.0	0.6
3.3	3.3	609.5	0.61
3.4	3.4	679.0	0.62
3.5	3.5	748.5	0.63
3.6	3.6	818.0	0.64
3.7	3.7	887.5	0.65
3.8	3.8	957.0	0.66
3.9	3.9	1026.5	0.67
4.0	4.0	1096.0	0.68
4.1	4.1	1222.8	0.69
4.2	4.2	1349.6	0.69
4.3	4.3	1476.4	0.7
4.4	4.4	1603.2	0.71
4.5	4.5	1730.0	0.72
4.6	4.6	1856.8	0.73
4.7	4.7	1983.6	0.74
4.8	4.8	2110.4	0.74
4.9	4.9	2237.2	0.75
5.0	5.0	2364.0	0.76
5.1	5.1	2384.04	0.77
5.123990803	5.123990803	2564.36	0.77
