	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.29	0.0
0.2	0.2	4.58	0.02
0.3	0.3	6.87	0.06
0.4	0.4	9.16	0.15
0.5	0.5	11.45	0.19
0.6	0.6	13.74	0.22
0.7	0.7	16.03	0.25
0.8	0.8	18.32	0.27
0.9	0.9	20.61	0.29
1.0	1.0	22.9	0.31
1.1	1.1	36.91	0.33
1.2	1.2	50.92	0.35
1.3	1.3	64.93	0.36
1.4	1.4	78.94	0.38
1.5	1.5	92.95	0.4
1.6	1.6	106.96	0.41
1.7	1.7	120.97	0.43
1.8	1.8	134.98	0.44
1.9	1.9	148.99	0.45
2.0	2.0	163.0	0.47
2.1	2.1	198.0	0.48
2.2	2.2	233.0	0.49
2.3	2.3	268.0	0.5
2.4	2.4	303.0	0.51
2.5	2.5	338.0	0.53
2.6	2.6	373.0	0.54
2.7	2.7	408.0	0.55
2.8	2.8	443.0	0.56
2.9	2.9	478.0	0.57
3.0	3.0	513.0	0.58
3.1	3.1	579.5	0.59
3.2	3.2	646.0	0.6
3.3	3.3	712.5	0.61
3.4	3.4	779.0	0.62
3.5	3.5	845.5	0.63
3.6	3.6	912.0	0.64
3.7	3.7	978.5	0.65
3.8	3.8	1045.0	0.66
3.9	3.9	1111.5	0.67
4.0	4.0	1178.0	0.68
4.1	4.1	1285.0	0.69
4.2	4.2	1392.0	0.69
4.3	4.3	1499.0	0.7
4.4	4.4	1606.0	0.71
4.5	4.5	1713.0	0.72
4.6	4.6	1820.0	0.73
4.7	4.7	1927.0	0.74
4.8	4.8	2034.0	0.74
4.9	4.9	2141.0	0.75
5.0	5.0	2248.0	0.76
5.1	5.1	2263.44	0.77
5.120164529	5.120164529	2402.43	0.77
