	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	63.7	0.0
0.2	0.2	127.4	0.24
0.3	0.3	191.1	0.71
0.4	0.4	254.8	1.34
0.5	0.5	318.5	2.07
0.6	0.6	382.2	2.92
0.7	0.7	445.89	3.88
0.8	0.8	509.59	4.89
0.9	0.9	573.29	5.98
1.0	1.0	636.99	9.98
1.1	1.1	1576.99	10.81
1.2	1.2	2516.99	11.58
1.3	1.3	3456.99	12.29
1.4	1.4	4397.0	12.97
1.5	1.5	5337.0	13.61
1.6	1.6	6277.0	14.23
1.7	1.7	7217.0	14.81
1.8	1.8	8157.0	15.38
1.9	1.9	9097.0	15.92
2.0	2.0	10037.0	16.45
2.1	2.1	13822.16	16.95
2.2	2.2	17607.31	17.45
2.3	2.3	21392.47	17.93
2.4	2.4	25177.63	18.4
2.5	2.5	28962.78	18.85
2.6	2.6	32747.94	19.3
2.7	2.7	36533.1	19.73
2.8	2.8	40318.25	20.16
2.897720373	2.897720373	47888.56	20.57
