	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	12.59	0.0
0.2	0.2	25.17	0.02
0.3	0.3	37.76	0.06
0.4	0.4	50.35	0.15
0.5	0.5	62.93	0.19
0.6	0.6	75.52	0.22
0.7	0.7	88.11	0.25
0.8	0.8	100.69	0.27
0.9	0.9	113.28	0.29
1.0	1.0	125.87	0.31
1.1	1.1	188.38	0.33
1.2	1.2	250.89	0.35
1.3	1.3	313.41	0.36
1.4	1.4	375.92	0.38
1.5	1.5	438.43	0.4
1.6	1.6	500.95	0.41
1.7	1.7	563.46	0.43
1.8	1.8	625.97	0.44
1.9	1.9	688.49	0.45
2.0	2.0	751.0	0.47
2.1	2.1	881.9	0.48
2.2	2.2	1012.8	0.49
2.3	2.3	1143.7	0.5
2.4	2.4	1274.6	0.51
2.5	2.5	1405.5	0.53
2.6	2.6	1536.4	0.54
2.7	2.7	1667.3	0.55
2.8	2.8	1798.2	0.56
2.9	2.9	1929.1	0.57
3.0	3.0	2060.0	0.58
3.1	3.1	2278.5	0.59
3.2	3.2	2497.0	0.6
3.3	3.3	2715.5	0.61
3.4	3.4	2934.0	0.62
3.5	3.5	3152.5	0.63
3.6	3.6	3371.0	0.64
3.7	3.7	3589.5	0.65
3.8	3.8	3808.0	0.66
3.9	3.9	4026.5	0.67
4.0	4.0	4245.0	0.68
4.1	4.1	4569.0	0.69
4.2	4.2	4893.0	0.69
4.3	4.3	5217.0	0.7
4.4	4.4	5541.0	0.71
4.5	4.5	5865.0	0.72
4.6	4.6	6189.0	0.73
4.7	4.7	6513.0	0.74
4.8	4.8	6837.0	0.74
4.9	4.9	7161.0	0.75
5.0	5.0	7485.0	0.76
5.094263319	5.094263319	7841.32	0.77
