	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	38.33	0.0
0.2	0.2	76.67	0.05
0.3	0.3	115.0	0.14
0.4	0.4	153.33	0.27
0.5	0.5	191.67	0.41
0.6	0.6	230.0	0.58
0.7	0.7	268.34	0.78
0.8	0.8	306.67	0.98
0.9	0.9	345.0	1.59
1.0	1.0	383.34	1.74
1.1	1.1	576.4	1.87
1.2	1.2	769.47	1.99
1.3	1.3	962.54	2.11
1.4	1.4	1155.6	2.22
1.5	1.5	1348.67	2.32
1.6	1.6	1541.73	2.42
1.7	1.7	1734.8	2.52
1.8	1.8	1927.87	2.61
1.9	1.9	2120.93	2.7
2.0	2.0	2314.0	2.78
2.1	2.1	2757.2	2.87
2.2	2.2	3200.4	2.95
2.3	2.3	3643.6	3.03
2.4	2.4	4086.8	3.11
2.5	2.5	4530.0	3.18
2.6	2.6	4973.2	3.25
2.7	2.7	5416.4	3.33
2.8	2.8	5859.6	3.4
2.9	2.9	6302.8	3.46
3.0	3.0	6746.0	3.53
3.1	3.1	7493.7	3.6
3.2	3.2	8241.4	3.66
3.3	3.3	8989.1	3.73
3.4	3.4	9736.8	3.79
3.5	3.5	10484.5	3.85
3.6	3.6	11232.2	3.91
3.7	3.7	11979.9	3.97
3.8	3.8	12727.6	4.03
3.9	3.9	13475.3	4.09
4.0	4.0	14223.0	4.15
4.1	4.1	15390.5	4.2
4.2	4.2	16558.0	4.26
4.3	4.3	17725.5	4.31
4.4	4.4	18893.0	4.37
4.5	4.5	20060.5	4.42
4.6	4.6	21228.0	4.47
4.7	4.7	22395.5	4.53
4.8	4.8	23563.0	4.58
4.9	4.9	24730.5	4.63
5.0	5.0	25898.0	4.68
5.093728269	5.093728269	27237.76	4.73
