	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	13.08	0.0
0.2	0.2	26.16	0.09
0.3	0.3	39.24	0.28
0.4	0.4	52.32	0.54
0.5	0.5	65.4	0.83
0.6	0.6	78.47	1.17
0.7	0.7	91.55	1.55
0.8	0.8	104.63	1.96
0.9	0.9	117.71	2.39
1.0	1.0	130.79	2.85
1.1	1.1	209.21	3.34
1.2	1.2	287.63	3.86
1.3	1.3	366.05	4.39
1.4	1.4	444.47	4.95
1.5	1.5	522.9	5.54
1.6	1.6	601.32	8.59
1.7	1.7	679.74	9.02
1.8	1.8	758.16	9.44
1.9	1.9	836.58	9.83
2.0	2.0	915.0	10.21
2.1	2.1	1236.3	10.58
2.2	2.2	1557.6	10.93
2.3	2.3	1878.9	11.28
2.4	2.4	2200.2	11.61
2.5	2.5	2521.5	11.93
2.6	2.6	2842.8	12.24
2.7	2.7	3164.1	12.55
2.8	2.8	3485.4	12.85
2.9	2.9	3806.7	13.14
3.0	3.0	4128.0	13.42
3.1	3.1	4781.4	13.7
3.2	3.2	5434.8	13.97
3.3	3.3	6088.2	14.24
3.4	3.4	6741.6	14.51
3.5	3.5	7395.0	14.76
3.6	3.6	8048.4	15.02
3.7	3.7	8701.8	15.27
3.8	3.8	9355.2	15.51
3.9	3.9	10008.6	15.75
4.0	4.0	10662.0	15.99
4.1	4.1	11667.5	16.23
4.2	4.2	12673.0	16.46
4.3	4.3	13678.5	16.68
4.4	4.4	14684.0	16.91
4.5	4.5	15689.5	17.13
4.6	4.6	16695.0	17.35
4.7	4.7	17700.5	17.57
4.8	4.8	18706.0	17.78
4.9	4.9	19711.5	17.99
5.0	5.0	20717.0	18.2
5.1	5.1	20857.48	18.4
5.115662132	5.115662132	22121.77	18.44
