	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	72.78	0.0
0.2	0.2	145.56	0.24
0.3	0.3	218.34	0.71
0.4	0.4	291.13	1.34
0.5	0.5	363.91	2.07
0.6	0.6	436.69	2.92
0.7	0.7	509.47	3.88
0.8	0.8	582.25	4.89
0.9	0.9	655.03	5.98
1.0	1.0	727.82	7.13
1.1	1.1	1156.33	8.35
1.2	1.2	1584.85	9.64
1.3	1.3	2013.37	10.98
1.4	1.4	2441.89	12.38
1.5	1.5	2870.41	13.84
1.6	1.6	3298.93	20.68
1.7	1.7	3727.44	21.7
1.8	1.8	4155.96	22.67
1.9	1.9	4584.48	23.6
2.0	2.0	5013.0	24.49
2.1	2.1	6303.5	25.35
2.2	2.2	7594.0	26.19
2.3	2.3	8884.5	26.99
2.4	2.4	10175.0	27.77
2.5	2.5	11465.5	28.53
2.6	2.6	12756.0	29.27
2.7	2.7	14046.5	29.99
2.8	2.8	15337.0	30.69
2.9	2.9	16627.5	31.38
3.0	3.0	17918.0	32.05
3.1	3.1	18231.51	32.71
3.143857665	3.143857665	21053.05	33.0
