	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	12.41	0.0
0.2	0.2	24.82	0.02
0.3	0.3	37.23	0.06
0.4	0.4	49.64	0.15
0.5	0.5	62.06	0.19
0.6	0.6	74.47	0.22
0.7	0.7	86.88	0.25
0.8	0.8	99.29	0.27
0.9	0.9	111.7	0.29
1.0	1.0	124.11	0.31
1.1	1.1	229.9	0.33
1.2	1.2	335.69	0.35
1.3	1.3	441.48	0.36
1.4	1.4	547.27	0.38
1.5	1.5	653.06	0.4
1.6	1.6	758.84	0.41
1.7	1.7	864.63	0.43
1.8	1.8	970.42	0.44
1.9	1.9	1076.21	0.45
2.0	2.0	1182.0	0.47
2.1	2.1	1464.0	0.48
2.2	2.2	1746.0	0.49
2.3	2.3	2028.0	0.5
2.4	2.4	2310.0	0.51
2.5	2.5	2592.0	0.53
2.6	2.6	2874.0	0.54
2.7	2.7	3156.0	0.55
2.8	2.8	3438.0	0.56
2.9	2.9	3720.0	0.57
3.0	3.0	4002.0	0.58
3.1	3.1	4572.6	0.59
3.2	3.2	5143.2	0.6
3.3	3.3	5713.8	0.61
3.4	3.4	6284.4	0.62
3.5	3.5	6855.0	0.63
3.6	3.6	7425.6	0.64
3.7	3.7	7996.2	0.65
3.8	3.8	8566.8	0.66
3.9	3.9	9137.4	0.67
4.0	4.0	9708.0	0.68
4.028657951	4.028657951	9916.17	0.68
