	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	10.54	0.0
0.2	0.2	21.08	0.21
0.3	0.3	31.62	0.62
0.4	0.4	42.15	1.18
0.5	0.5	52.69	1.82
0.6	0.6	63.23	2.57
0.7	0.7	73.77	3.42
0.8	0.8	84.31	4.31
0.9	0.9	94.85	5.26
1.0	1.0	105.38	6.28
1.1	1.1	206.55	7.35
1.2	1.2	307.71	8.48
1.3	1.3	408.87	9.66
1.4	1.4	510.03	10.9
1.5	1.5	611.19	12.18
1.6	1.6	712.35	13.51
1.7	1.7	813.52	14.88
1.8	1.8	914.68	16.3
1.9	1.9	1015.84	17.76
2.0	2.0	1117.0	19.26
2.1	2.1	1605.9	20.8
2.2	2.2	2094.8	22.37
2.3	2.3	2583.7	23.99
2.4	2.4	3072.6	25.65
2.5	2.5	3561.5	37.36
2.6	2.6	4050.4	38.54
2.7	2.7	4539.3	39.68
2.8	2.8	5028.2	40.78
2.9	2.9	5517.1	41.86
3.0	3.0	6006.0	42.9
3.1	3.1	7152.9	43.92
3.2	3.2	8299.8	44.92
3.3	3.3	9446.7	45.89
3.4	3.4	10593.6	46.85
3.5	3.5	11740.5	47.78
3.6	3.6	12887.4	48.7
3.7	3.7	14034.3	49.59
3.8	3.8	15181.2	50.47
3.9	3.9	16328.1	51.34
4.0	4.0	17475.0	52.19
4.1	4.1	19344.4	53.03
4.2	4.2	21213.8	53.85
4.3	4.3	23083.2	54.66
4.4	4.4	24952.6	55.46
4.5	4.5	26822.0	56.25
4.6	4.6	28691.4	57.03
4.7	4.7	30560.8	57.79
4.8	4.8	32430.2	58.55
4.9	4.9	34299.6	59.29
5.0	5.0	36169.0	60.03
5.096692101	5.096692101	38348.55	60.73
