	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	26.41	0.0
0.2	0.2	52.82	0.02
0.3	0.3	79.24	0.06
0.4	0.4	105.65	0.15
0.5	0.5	132.06	0.19
0.6	0.6	158.47	0.22
0.7	0.7	184.88	0.25
0.8	0.8	211.3	0.27
0.9	0.9	237.71	0.29
1.0	1.0	264.12	0.31
1.1	1.1	361.31	0.33
1.2	1.2	458.5	0.35
1.3	1.3	555.68	0.36
1.4	1.4	652.87	0.38
1.5	1.5	750.06	0.4
1.6	1.6	847.25	0.41
1.7	1.7	944.44	0.43
1.8	1.8	1041.62	0.44
1.9	1.9	1138.81	0.45
2.0	2.0	1236.0	0.47
2.1	2.1	1378.7	0.48
2.2	2.2	1521.4	0.49
2.3	2.3	1664.1	0.5
2.4	2.4	1806.8	0.51
2.5	2.5	1949.5	0.53
2.6	2.6	2092.2	0.54
2.7	2.7	2234.9	0.55
2.8	2.8	2377.6	0.56
2.9	2.9	2520.3	0.57
3.0	3.0	2663.0	0.58
3.1	3.1	2693.44	0.59
3.183945485	3.183945485	2967.39	0.6
