	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.19	0.0
0.2	0.2	4.37	0.02
0.3	0.3	6.56	0.06
0.4	0.4	8.75	0.15
0.5	0.5	10.93	0.19
0.6	0.6	13.12	0.22
0.7	0.7	15.31	0.25
0.8	0.8	17.5	0.27
0.9	0.9	19.68	0.29
1.0	1.0	21.87	0.31
1.1	1.1	38.88	0.33
1.2	1.2	55.9	0.35
1.3	1.3	72.91	0.36
1.4	1.4	89.92	0.38
1.5	1.5	106.93	0.4
1.6	1.6	123.95	0.41
1.7	1.7	140.96	0.43
1.8	1.8	157.97	0.44
1.9	1.9	174.99	0.45
2.0	2.0	192.0	0.47
2.1	2.1	250.9	0.48
2.2	2.2	309.8	0.49
2.3	2.3	368.7	0.5
2.4	2.4	427.6	0.51
2.5	2.5	486.5	0.53
2.6	2.6	545.4	0.54
2.7	2.7	604.3	0.55
2.8	2.8	663.2	0.56
2.9	2.9	722.1	0.57
3.0	3.0	781.0	0.58
3.1	3.1	931.7	0.59
3.2	3.2	1082.4	0.6
3.3	3.3	1233.1	0.61
3.4	3.4	1383.8	0.62
3.5	3.5	1534.5	0.63
3.6	3.6	1685.2	0.64
3.7	3.7	1835.9	0.65
3.8	3.8	1986.6	0.66
3.9	3.9	2137.3	0.67
4.0	4.0	2288.0	0.68
4.1	4.1	2563.6	0.69
4.2	4.2	2839.2	0.69
4.3	4.3	3114.8	0.7
4.4	4.4	3390.4	0.71
4.5	4.5	3666.0	0.72
4.6	4.6	3941.6	0.73
4.7	4.7	4217.2	0.74
4.8	4.8	4492.8	0.74
4.9	4.9	4768.4	0.75
5.0	5.0	5044.0	0.76
5.093193534	5.093193534	5355.1	0.77
