	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.64	0.0
0.2	0.2	1.29	0.02
0.3	0.3	1.93	0.06
0.4	0.4	2.57	0.15
0.5	0.5	3.22	0.19
0.6	0.6	3.86	0.22
0.7	0.7	4.51	0.25
0.8	0.8	5.15	0.27
0.9	0.9	5.79	0.29
1.0	1.0	6.44	0.31
1.1	1.1	11.89	0.33
1.2	1.2	17.35	0.35
1.3	1.3	22.81	0.36
1.4	1.4	28.26	0.38
1.5	1.5	33.72	0.4
1.6	1.6	39.17	0.41
1.7	1.7	44.63	0.43
1.8	1.8	50.09	0.44
1.9	1.9	55.54	0.45
2.0	2.0	61.0	0.47
2.1	2.1	74.9	0.48
2.2	2.2	88.8	0.49
2.3	2.3	102.7	0.5
2.4	2.4	116.6	0.51
2.5	2.5	130.5	0.53
2.6	2.6	144.4	0.54
2.7	2.7	158.3	0.55
2.8	2.8	172.2	0.56
2.9	2.9	186.1	0.57
3.0	3.0	200.0	0.58
3.1	3.1	226.6	0.59
3.2	3.2	253.2	0.6
3.3	3.3	279.8	0.61
3.4	3.4	306.4	0.62
3.5	3.5	333.0	0.63
3.6	3.6	359.6	0.64
3.7	3.7	386.2	0.65
3.8	3.8	412.8	0.66
3.9	3.9	439.4	0.67
4.0	4.0	466.0	0.68
4.1	4.1	508.8	0.69
4.2	4.2	551.6	0.69
4.3	4.3	594.4	0.7
4.4	4.4	637.2	0.71
4.5	4.5	680.0	0.72
4.6	4.6	722.8	0.73
4.7	4.7	765.6	0.74
4.8	4.8	808.4	0.74
4.9	4.9	851.2	0.75
5.0	5.0	894.0	0.76
5.09315174	5.09315174	940.19	0.77
