	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	3.87	0.0
0.2	0.2	7.74	0.02
0.3	0.3	11.61	0.06
0.4	0.4	15.47	0.15
0.5	0.5	19.34	0.19
0.6	0.6	23.21	0.22
0.7	0.7	27.08	0.25
0.8	0.8	30.95	0.27
0.9	0.9	34.82	0.29
1.0	1.0	38.68	0.31
1.1	1.1	60.02	0.33
1.2	1.2	81.35	0.35
1.3	1.3	102.68	0.36
1.4	1.4	124.01	0.38
1.5	1.5	145.34	0.4
1.6	1.6	166.67	0.41
1.7	1.7	188.01	0.43
1.8	1.8	209.34	0.44
1.9	1.9	230.67	0.45
2.0	2.0	252.0	0.47
2.1	2.1	311.5	0.48
2.2	2.2	371.0	0.49
2.3	2.3	430.5	0.5
2.4	2.4	490.0	0.51
2.5	2.5	549.5	0.53
2.6	2.6	609.0	0.54
2.7	2.7	668.5	0.55
2.8	2.8	728.0	0.56
2.9	2.9	787.5	0.57
3.0	3.0	847.0	0.58
3.1	3.1	963.4	0.59
3.2	3.2	1079.8	0.6
3.3	3.3	1196.2	0.61
3.4	3.4	1312.6	0.62
3.5	3.5	1429.0	0.63
3.6	3.6	1545.4	0.64
3.7	3.7	1661.8	0.65
3.8	3.8	1778.2	0.66
3.9	3.9	1894.6	0.67
4.0	4.0	2011.0	0.68
4.1	4.1	2193.1	0.69
4.2	4.2	2375.2	0.69
4.3	4.3	2557.3	0.7
4.4	4.4	2739.4	0.71
4.5	4.5	2921.5	0.72
4.6	4.6	3103.6	0.73
4.7	4.7	3285.7	0.74
4.8	4.8	3467.8	0.74
4.9	4.9	3649.9	0.75
5.0	5.0	3832.0	0.76
5.006137521	5.006137521	3845.11	0.76
